zinc_id,smiles
ZINC000001556823,Nc1ncnc2sc3c(c12)CCc1ccccc1-3
ZINC000000172369,Cc1sc2ncnc(N)c2c1C
ZINC000000110227,Nc1ncnc2sc3c(c12)CCC3
ZINC000000242325,NC(=O)c1sc2nc(-c3cccnc3)ccc2c1N
ZINC000000045266,Cc1cc(C)c2c(N)c(C(N)=O)sc2n1
ZINC000006716957,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
ZINC000034177219,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1
ZINC000053683345,COc1cc2/c(=N\c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
ZINC000003819294,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@H](C)c1nccs1
ZINC000013975055,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@@H](C)c1nccs1
ZINC000024044436,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
ZINC000006718813,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
ZINC000001493878,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
ZINC000003964325,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
ZINC000036056301,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
ZINC000018710085,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
ZINC000003948085,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
ZINC000011617039,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
ZINC000021288966,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
ZINC000003976838,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
ZINC000019632618,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
ZINC000000007460,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
ZINC000003815700,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000018274812,C[S@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000018825344,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
ZINC000043204002,CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1
ZINC000039059267,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
ZINC000019632614,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
ZINC000043201999,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1
ZINC000003816310,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
ZINC000100014909,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
ZINC000035902489,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
ZINC000089221712,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
ZINC000013493055,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl
ZINC000027439698,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
ZINC000003820040,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1
ZINC000087723492,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ccc(Nc3nccc(-c4cccnc4)n3)cc2)c1
ZINC000253992224,CN(C)c1c(-c2ccnc(N[C@@H]3CC[C@@H](O)CC3)n2)cnn1Cc1ccccc1
ZINC000014960000,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1Cl
ZINC000089464842,Cc1cc(NC(=O)c2cccc(NC(=O)/C=C/CN(C)C)c2)ccc1Nc1nccc(-c2cccnc2)n1
ZINC000013979479,CCC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2c(=O)n1Cc1cc(C(=O)NC2CC2)n(C)n1
ZINC000014960224,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1
ZINC000253992179,O[C@@H]1CC[C@@H](Nc2nccc(-c3c[nH]nc3[C@H]3CCCOC3)n2)CC1
ZINC000253992187,O[C@@H]1CC[C@@H](Nc2nccc(-c3c[nH]nc3[C@@H]3CCCOC3)n2)CC1
ZINC000006745792,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC000028464227,COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1
ZINC000071773480,COc1cc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4cccc(C)c4)cn3)c2)cc(OC)c1OC
ZINC000014960274,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1
ZINC000014960288,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(F)c2)n1
ZINC000058633224,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21
ZINC000003925054,COC(=O)c1c(-c2ccccc2)c2cc(Br)ccc2c(=O)n1Cc1ccc(S(C)(=O)=O)cc1
ZINC000102930548,O[C@H]1CC[C@@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1
ZINC000014960323,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc3cn[nH]c3c2)n1
ZINC000000959125,O=C(O)c1ccccc1Nc1ccnc(Nc2ccccc2)n1
ZINC000072317307,Cc1ccc(-c2ncn(-c3ccc(Nc4nccc(-c5cccc(N6CCOCC6)c5)n4)cc3)n2)cn1
ZINC000014960343,O=C(O)c1ccccc1Nc1nc(Nc2ccccc2)ncc1F
ZINC000044460355,Fc1cc(-c2ccnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)n2)cc(N2CCOCC2)c1
ZINC000084654307,COc1c(Nc2ncc(Cl)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc2c1CC[C@@H](N1CCOCC1)CC2
ZINC000028460057,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1
ZINC000013132888,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21
ZINC000013981322,CC(=O)Nc1ccc(CNc2[nH]nc3ccnc(Oc4ccccc4)c23)cc1
ZINC000055760827,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ZINC000014960312,O=C(O)c1ccccc1Nc1ccnc(Nc2ccc(C(F)(F)F)cc2)n1
ZINC000030691792,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21
ZINC000028468308,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)c1
ZINC000043202844,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12
ZINC000019862646,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
ZINC000002576349,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21
ZINC000000624282,CCN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1
ZINC000012325075,CN1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1
ZINC000014960307,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(C(F)(F)F)c2)n1
ZINC000034802946,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1
ZINC000013000352,COC(=O)c1sccc1NC(=O)Cc1cccc2ccccc12
ZINC000028463756,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1
ZINC000006716957,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1
ZINC000023247639,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
ZINC000028461471,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(F)cc4)c23)cc1
ZINC000009422342,CC(=O)N1CCN(c2c(Cl)cccc2NC(=O)c2ccc(Br)o2)CC1
ZINC000015606685,COC(=O)c1sccc1NC(=O)Cc1ccc2ccccc2c1
ZINC000006126201,COC(=O)c1sccc1NC(=O)Cc1ccccc1
ZINC000000343456,CCOc1cccc(NC(C)=O)n1
ZINC000000475678,COC(=O)c1sccc1NC(=O)Cc1ccc(OC)cc1
ZINC000028457330,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)cc1
ZINC000028461382,CC(=O)Nc1ccc(CNc2[nH]nc3cccc(Oc4ccccc4)c23)cc1
ZINC000028463067,Clc1ccc(Cl)c(CNc2[nH]nc3cccc(Oc4ccccc4)c23)c1
ZINC000000602739,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(N)c2)n1
ZINC000071318764,NC(=O)c1ccsc1NC(=O)Cc1csc2ccccc12
ZINC000001055334,NC(=O)c1ccsc1NC(=O)Cc1ccccc1Cl
ZINC000029063500,O=c1c2ccc(Br)cc2c(-c2ccccc2)c(CO)n1CC1CCCCC1
ZINC000002047743,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
ZINC000016052714,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1
ZINC000000082427,COC(=O)c1sccc1NC(=O)Cc1cccs1
ZINC000003938688,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
ZINC000009521630,NC(=O)c1ccsc1NC(=O)Cc1ccc2c(c1)OCO2
ZINC000002272106,CCCCOc1nccc(Nc2ccccc2C(=O)O)n1
ZINC000007614915,CCOc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1
ZINC000018099313,Cc1ccnc(=S)[nH]1
ZINC000002878998,COC(=O)c1ccccc1NC(=O)Cc1cccc2ccccc12
ZINC000014960253,CCCCNc1nccc(Nc2ccccc2C(=O)O)n1
ZINC000007752640,O=C(NCc1ccco1)c1cc(-c2ccccc2)[nH]n1
ZINC000007774691,O=C(NCc1ccc(F)cc1)c1cc(-c2ccccc2)[nH]n1
ZINC000000611133,O=C(NCc1ccccc1Cl)c1ccccc1Oc1ccccc1
ZINC000008736102,NC(=O)c1ccsc1NC(=O)Cc1cccs1
ZINC000019632618,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1
ZINC000068243575,CN1CCN(Cc2ccc(-c3cnc4[nH]cc(-c5ccc6[nH]ccc6c5)c4c3)cc2)CC1
ZINC000004281516,NC(=O)c1ccsc1NC(=O)Cc1ccccc1
ZINC000003816287,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ZINC000039129916,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1
ZINC000008737681,Cc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1
ZINC000005268440,NC(=O)c1ccsc1NC(=O)Cc1ccc(F)cc1
ZINC000004275766,NC(=O)c1ccsc1NC(=O)Cc1cccc2ccccc12
ZINC000003260373,COc1ccc(CC(=O)Nc2sccc2C(N)=O)cc1
ZINC000007774671,COc1ccc(CNC(=O)c2cc(-c3ccccc3)[nH]n2)cc1OC
ZINC000043204048,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
ZINC000004281482,NC(=O)c1ccsc1NC(=O)c1ccccc1
ZINC000007774558,COc1ccc(CNC(=O)c2cc(-c3ccccc3)n[nH]2)cc1
ZINC000007774632,O=C(NC1CC1)c1cc(-c2ccccc2)[nH]n1
ZINC000012538783,O=C(Nc1nccs1)c1cc(-c2ccccc2)[nH]n1
ZINC000023249341,NC(=O)c1ccsc1NC(=O)CN1CCN(Cc2ccco2)CC1
ZINC000005322007,COc1ccc(NC(=O)c2cc(-c3ccccc3)n[nH]2)cc1
ZINC000005790644,O=C(Nc1ccccn1)c1cc(-c2ccccc2)n[nH]1
ZINC000007774438,O=C(NCc1ccccc1)c1cc(-c2ccccc2)[nH]n1
ZINC000024044436,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1
ZINC000002662217,NC(=O)c1ccsc1NC(=O)Cc1c[nH]c2ccccc12
ZINC000000268794,O=C(Nc1ccccc1)c1cc(-c2ccccc2)n[nH]1
ZINC000003948085,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
ZINC000018825344,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
ZINC000023247639,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
ZINC000013684256,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)O)c(C)c34)ccc2[nH]1
ZINC000053683345,COc1cc2/c(=N\c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
ZINC000055760827,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ZINC000002047743,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
ZINC000021288966,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
ZINC000036056301,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
ZINC000035902489,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
ZINC000043201999,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1
ZINC000003986735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
ZINC000100014909,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
ZINC000003964325,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
ZINC000006745792,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC000027439698,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
ZINC000018710082,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
ZINC000096270779,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCOCC6)cc5)cnc34)ccnc2c1
ZINC000062260292,CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1
ZINC000040880920,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1
ZINC000096270778,c1cc(N2CCOCC2)ccc1-c1cnc2c(-c3cn[nH]c3)cnn2c1
ZINC000096173500,c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1
ZINC000013829435,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
ZINC000019862646,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
ZINC000006718813,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
ZINC000011617039,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
ZINC000003820040,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1
ZINC000003819294,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@H](C)c1nccs1
ZINC000013975055,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@@H](C)c1nccs1
ZINC000039059267,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
ZINC000003815700,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000018274812,C[S@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000040977335,COc1ccc(-c2cnc3c(-c4cccc5ncccc45)cnn3c2)cc1
ZINC000018825334,O=C(O)c1ccc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2F)=NC3)cc1
ZINC000003938688,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
ZINC000003816310,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
ZINC000016052569,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
ZINC000003938668,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
ZINC000003812168,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1
ZINC000013986815,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
ZINC000019632614,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
ZINC000003819294,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@H](C)c1nccs1
ZINC000013975055,COc1cc(Oc2ccnc3cc(OC)c(OC)cc23)ccc1NC(=O)N[C@@H](C)c1nccs1
ZINC000043204048,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1
ZINC000053683345,COc1cc2/c(=N\c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1
ZINC000001494900,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
ZINC000035902489,C[C@@H](Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl
ZINC000039059267,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F
ZINC000019862646,Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1
ZINC000055760827,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1
ZINC000043201999,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1
ZINC000003964325,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C
ZINC000023247639,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1
ZINC000018825344,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1
ZINC000003820040,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)[nH]n1
ZINC000100014909,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1
ZINC000002047743,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1
ZINC000003938668,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(S(=O)(=O)Cc4c(Cl)cccc4Cl)cc32)c(C)c1C(=O)N1CCC[C@@H]1CN1CCCC1
ZINC000003816310,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
ZINC000003986735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1
ZINC000003938688,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
ZINC000003816287,CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1
ZINC000011617039,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
ZINC000003948085,COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
ZINC000006745792,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)NC(=O)C(C)(C)O4)n2)cc(OC)c1OC
ZINC000006718813,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
ZINC000021288966,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1
ZINC000018710085,Cn1c(Nc2ccc(C(F)(F)F)cc2)nc2cc(Oc3ccnc(-c4ncc(C(F)(F)F)[nH]4)c3)ccc21
ZINC000003812168,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1
ZINC000040880920,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1
ZINC000062260292,CC(C)Oc1ccc(-c2cnc3c(-c4ccnc5ccccc45)cnn3c2)cc1
ZINC000096270779,c1ccc2c(-c3cnn4cc(-c5ccc(N6CCOCC6)cc5)cnc34)ccnc2c1
ZINC000096270778,c1cc(N2CCOCC2)ccc1-c1cnc2c(-c3cn[nH]c3)cnn2c1
ZINC000036056301,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21
ZINC000013829435,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1
ZINC000096173500,c1cc(-c2cnn3cc(-c4ccc(N5CCNCC5)cc4)cnc23)c2cccnc2c1
ZINC000215969064,COc1cc(-c2cc(-c3ccc(N4CCNCC4)cc3)cnc2C)cc(OC)c1OC
ZINC000038237880,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1
ZINC000017175232,N=C1N=C(O)/C(=C2\CCNC(=O)c3[nH]c(Br)cc32)N1
ZINC000003815700,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000018274812,C[S@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1
ZINC000001383151,CC(C)(C)n1nc(-c2ccc(Cl)cc2)c2c(N)ncnc21
ZINC000089221712,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1
ZINC000068741151,Cc1ccc2nc(NC(=O)Cc3cccc(Cl)c3)sc2c1
ZINC000002576349,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21
ZINC000000603769,NC(=O)c1ccc(-c2nc(-c3ccc4c(c3)OCO4)c(-c3ccccn3)[nH]2)cc1
ZINC000002047275,Cc1ccc(-c2nn(C(C)(C)C)c3ncnc(N)c23)cc1
ZINC000016052569,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
ZINC000001649340,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1
ZINC000000031688,COc1ccccc1CC(=O)Nc1nc2ccc(C)cc2s1
ZINC000014806405,NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCCO4)[nH]2)cc1
ZINC000000360800,O=C(Cc1ccccc1)Nc1nc2ccccc2s1
ZINC000003479367,COc1cccc(CC(=O)Nc2nc3ccc(OC)cc3s2)c1
ZINC000045288739,Nc1ncnc2c1[C@@H](Nc1ccc(F)cc1)N=N2
ZINC000045288742,Nc1ncnc2c1[C@H](Nc1ccc(F)cc1)N=N2
ZINC000000253397,COc1ccc(CC(=O)Nc2nc3ccc(OC)cc3s2)cc1
ZINC000024974648,COc1ccccc1CC(=O)Nc1nc2ccc(OC(F)(F)F)cc2s1
ZINC000012339629,COc1cc(OC)c(/C=C2\C(=O)Nc3ccccc32)c(OC)c1
ZINC000043207291,Nc1ncnc2c1c(COc1cccc(Cl)c1)nn2C1CCOCC1
ZINC000000097501,COc1ccc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2c1
ZINC000001031908,CC(=O)Nc1nccc(-c2c(-c3ccccc3)noc2C)n1
ZINC000000136945,COc1cc(OC)c(/C=C2/C(O)=Nc3ccccc32)c(OC)c1
ZINC000003559785,CCOc1ccc2nc(NC(=O)Cc3cccc(OC)c3)sc2c1
ZINC000009010048,CCOc1ccc2nc(NC(=O)Cc3ccc(OC)cc3)sc2c1
ZINC000006242789,CCOc1ccc2nc(NC(=O)Cc3ccc(Cl)cc3)sc2c1
ZINC000003524271,COc1ccccc1CC(=O)Nc1nc2ccc(F)cc2s1
ZINC000016052714,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1
ZINC000006718666,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1
ZINC000101011645,Nc1nc(C2=C3C(=Nc4ccccc43)C(=O)NCC2)c(O)[nH]1
ZINC000013986815,CC[C@@H]1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1
ZINC000018847046,COc1ccc2c(c1)[nH]c1c(C)nccc12
ZINC000003816409,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
ZINC000008742439,O=C(/N=c1/[nH]c2ccccc2s1)C(c1ccccc1)c1ccccc1
