,zinc_id,smiles,can_iso_smiles
917,ZINC000058633224,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21,Cn1c2c(cc(c1=O)Oc3ccc(cc3F)F)cnc(n2)NC4CCOCC4
918,ZINC000084740653,COc1ccc(-c2nnc(C)o2)cc1-c1c(=O)ccn2nc(Oc3ccc(F)cc3F)ccc12,Cc1nnc(o1)c2ccc(c(c2)c3c4ccc(nn4ccc3=O)Oc5ccc(cc5F)F)OC
919,ZINC000034001955,C[C@H]1CN(C(=O)c2cc3c(C(=O)C(=O)N(C)C)cn(C)c3cc2Cl)[C@H](C)CN1Cc1ccc(F)cc1,C[C@@H]1CN([C@H](CN1C(=O)c2cc3c(cc2Cl)n(cc3C(=O)C(=O)N(C)C)C)C)Cc4ccc(cc4)F
920,ZINC000036475292,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(OC(C)C)nncc2c1,Cc1ccc(cc1c2ccc3c(c2)cnnc3OC(C)C)C(=O)NC4CC4
921,ZINC000000164635,O=C1CCc2ccccc2N1,c1ccc2c(c1)CCC(=O)N2
922,ZINC000014974209,CCOC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,CCOC(=O)c1cn2c(c1C)c(ncn2)Nc3cc(ccc3C)C(=O)NOC
923,ZINC000013980453,CNC(=O)c1ccc(C)c(-n2c(C)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,Cc1ccc(cc1n2c(cc(c(c2=O)Br)OCc3ccc(cc3F)F)C)C(=O)NC
924,ZINC000040953558,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(N3CCOCC3)nncc2c1,Cc1ccc(cc1c2ccc3c(c2)cnnc3N4CCOCC4)C(=O)NC5CC5
925,ZINC000030691792,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CCO)CCO)nc21,Cn1c2c(cc(c1=O)Oc3ccc(cc3F)F)cnc(n2)NC(CCO)CCO
926,ZINC000020148990,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,Cc1ccc(cc1c2ccc3c(c2)cnc(n3)NCCN4CCOCC4)C(=O)NC5CC5
927,ZINC000013493055,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,c1cc(c(c(c1)Cl)c2c3ccc(nn3cnc2=O)Sc4ccc(cc4F)F)Cl
928,ZINC000034802946,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1-c1ccc2nc(NCCN3CCOCC3)ncc2c1,Cc1ccc(cc1c2ccc3c(c2)cnc(n3)NCCN4CCOCC4)C(=O)Nc5cccc(c5)C(F)(F)F
929,ZINC000006718471,CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NOC)ccc3C)c2c1C,CCNC(=O)c1cn2c(c1C)c(ncn2)Nc3cc(ccc3C)C(=O)NOC
930,ZINC000072316200,Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cnn(-c2ncccc2C(F)(F)F)c1C,Cc1ccc(cc1NC(=O)c2cnn(c2C)c3c(cccn3)C(F)(F)F)C(=O)NC4CC4
931,ZINC000036377992,NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,c1cc(c(c(c1)F)N(c2ccc(c(n2)c3ccc(cc3F)F)C(=O)N)C(=O)N)F
932,ZINC000013531325,Cc1cc(F)ccc1Nc1ccc(C(=O)c2ccccc2C)c(Cl)c1,Cc1ccccc1C(=O)c2ccc(cc2Cl)Nc3ccc(cc3C)F
933,ZINC000003815700,C[S@@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1,C[S@@](=O)c1ccc(cc1)c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F
934,ZINC000018274812,C[S@](=O)c1ccc(-c2nc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1,C[S@](=O)c1ccc(cc1)c2[nH]c(c(n2)c3ccncc3)c4ccc(cc4)F
935,ZINC000082165247,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21,c1cc2c(cc1Nc3ccc(cc3F)F)CCc4ccc(cc4C2=O)OC[C@@H](CO)O
936,ZINC000013673389,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NCCc3ccccc3)c2)s1,CCc1nc(c(s1)c2ccnc(c2)NCCc3ccccc3)c4cccc(c4)C
937,ZINC000013673383,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)Cc3ccccc3)c2)s1,CCc1nc(c(s1)c2ccnc(c2)NC(=O)Cc3ccccc3)c4cccc(c4)C
938,ZINC000000023731,Fc1ccc(-c2c(-c3ccncc3)[nH]c3cccnc23)cc1,c1cc2c(c(c([nH]2)c3ccncc3)c4ccc(cc4)F)nc1
939,ZINC000006717791,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1,CCc1nc(c(s1)c2ccnc(c2)NC(=O)c3ccccc3)c4cccc(c4)C
940,ZINC000013531319,Cc1ccccc1C(=O)c1ccc(Nc2ccccc2)cc1Cl,Cc1ccccc1C(=O)c2ccc(cc2Cl)Nc3ccccc3
941,ZINC000035793138,Cc1c(F)cc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC(C)(C)C)cn1,Cc1c(cc(cc1F)C(=O)NC2CC2)c3ccc(cn3)C(=O)NCC(C)(C)C
942,ZINC000072319692,O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@@H](O)CO)cc21,c1cc2c(cc1Nc3ccc(cc3F)F)CCc4ccc(cc4C2=O)OC[C@H](CO)O
943,ZINC000089221712,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,c1cc(ccc1c2[nH]c(c(n2)c3ccc(cc3)F)c4ccncc4)O
944,ZINC000003961852,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCC2CC2)cc1,Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)C(=O)NC4CC4
945,ZINC000014958561,CCn1c(=O)n(CC)c2cc(-c3c[nH]nc3-c3cccc(C)c3)ccc21,CCn1c2ccc(cc2n(c1=O)CC)c3c[nH]nc3c4cccc(c4)C
946,ZINC000013673424,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NCCc3ccccc3)c2)c1,Cc1cccc(c1)c2c(sc(n2)c3ccc(cc3)S(=O)(=O)C)c4ccnc(c4)NCCc5ccccc5
947,ZINC000003817166,Cc1ccccc1C(=O)c1ccc(Nc2ccccc2N)cc1Cl,Cc1ccccc1C(=O)c2ccc(cc2Cl)Nc3ccccc3N
948,ZINC000028376553,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccnc(Cl)n1,Cc1ccc(cc1Nc2ccnc(n2)Cl)NC(=O)c3ccnc(c3)N4CCOCC4
949,ZINC000028391781,CSc1nccc(Nc2cc(NC(=O)c3cc(F)cc(N4CCOCC4)c3)ccc2C)n1,Cc1ccc(cc1Nc2ccnc(n2)SC)NC(=O)c3cc(cc(c3)F)N4CCOCC4
950,ZINC000003819152,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4C)c(C)c23)c1,Cc1ccccc1C(=O)c2cn3c(c2C)c(ncn3)Nc4cc(ccc4C)C(=O)NC
951,ZINC000013531322,Cc1ccccc1Nc1ccc(C(=O)c2ccccc2C)c(Cl)c1,Cc1ccccc1C(=O)c2ccc(cc2Cl)Nc3ccccc3C
952,ZINC000000602739,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2cccc(N)c2)n1,CC(C)(C)c1cc(n(n1)c2cccc(c2)N)NC(=O)Nc3cccc(c3Cl)Cl
953,ZINC000036475284,CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,CCCNC(=O)c1cn2c(c1C)c(ncn2)Nc3cc(ccc3C)C(=O)NC4CC4
954,ZINC000003819154,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4cccc(OC)c4)c(C)c23)c1,Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)c4cccc(c4)OC)C)C(=O)NC
955,ZINC000012340551,CCCc1c(C(=O)Nc2cc(S(=O)(=O)N(C)C)ccc2C)cnn1-c1ccccc1,CCCc1c(cnn1c2ccccc2)C(=O)Nc3cc(ccc3C)S(=O)(=O)N(C)C
956,ZINC000000007258,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,c1cc(ccc1c2c(n(cn2)C3CCNCC3)c4ccnc(n4)N)F
957,ZINC000001487129,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,COc1nccc(n1)c2c(ncn2C3CCNCC3)c4ccc(cc4)F
958,ZINC000013673373,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(N)c2)s1,CCc1nc(c(s1)c2ccnc(c2)N)c3cccc(c3)C
959,ZINC000013673377,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(NC(C)=O)c2)s1,CCc1nc(c(s1)c2ccnc(c2)NC(=O)C)c3cccc(c3)C
960,ZINC000013673420,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(C)c2)c1,Cc1cccc(c1)c2c(sc(n2)c3ccc(cc3)S(=O)(=O)C)c4ccnc(c4)C
961,ZINC000003986735,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl
962,ZINC000013985866,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](CO)CC3)n1,CCCNc1nccc(n1)c2c(nc3n2[C@@H](CC3)CO)c4ccc(cc4)F
963,ZINC000013531282,Cc1ccccc1C(=O)c1ccc(Nc2ccccc2N)cc1,Cc1ccccc1C(=O)c2ccc(cc2)Nc3ccccc3N
964,ZINC000003833970,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccccc2)n1,CC(C)(C)c1cc(n(n1)c2ccccc2)NC(=O)Nc3cccc(c3Cl)Cl
965,ZINC000028528506,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NC(=O)Cc3ccccc3)c2)c1,Cc1cccc(c1)c2c(sc(n2)c3ccc(cc3)S(=O)(=O)C)c4ccnc(c4)NC(=O)Cc5ccccc5
966,ZINC000147701032,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2[C@@H]2CC[C@H](O)CC2)n1,COc1nc(ccn1)c2n(cnc2c3ccc(cc3)F)[C@H]4CC[C@H](CC4)O
967,ZINC000003833973,COc1cccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2cccc(Cl)c2Cl)c1,CC(C)(C)c1cc(n(n1)c2cccc(c2)OC)NC(=O)Nc3cccc(c3Cl)Cl
968,ZINC000013982572,Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,Cn1c(=O)c(c(nc1NC[C@H](Cc2ccccc2)N)c3ccncc3)c4ccc5ccccc5c4
969,ZINC000072177540,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccc5c(c4)OCO5)c(C)c23)c1,Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)c4ccc5c(c4)OCO5)C)C(=O)NC
970,ZINC000003819155,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4cccc(F)c4)c(C)c23)c1,Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)c4cccc(c4)F)C)C(=O)NC
971,ZINC000028527161,Cc1cccc(-c2nc(-c3ccc(S(C)(=O)=O)cc3)sc2-c2ccnc(NC(=O)c3ccccc3)c2)c1,Cc1cccc(c1)c2c(sc(n2)c3ccc(cc3)S(=O)(=O)C)c4ccnc(c4)NC(=O)c5ccccc5
972,ZINC000001493878,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl
973,ZINC000058540931,COc1c(NC(=O)C(=O)c2ccc(OCCN3CCOCC3)c3ccccc23)cc(C(C)(C)C)cc1NS(C)(=O)=O,CC(C)(C)c1cc(c(c(c1)NS(=O)(=O)C)OC)NC(=O)C(=O)c2ccc(c3c2cccc3)OCCN4CCOCC4
974,ZINC000001550170,Cc1ccccc1C(=O)c1ccc(Nc2ccc(Br)cc2N)cc1Cl,Cc1ccccc1C(=O)c2ccc(cc2Cl)Nc3ccc(cc3N)Br
975,ZINC000013683060,Nc1c(C(=O)c2cccc(-c3cccnc3)c2)cnn1-c1ccc(F)cc1F,c1cc(cc(c1)C(=O)c2cnn(c2N)c3ccc(cc3F)F)c4cccnc4
976,ZINC000066128696,CC(C)(N)c1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,CC(C)(c1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(cc3C2)Oc4ccnc5c4CCC(=O)N5)N
977,ZINC000028528239,O=C(NCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1)c1ccccc1,c1ccc(cc1)C(=O)NCCCn2cnc(c2c3ccncc3)c4ccc(cc4)F
978,ZINC000013524440,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@@H](C)c3ccccc3)c2)[nH]1,C[C@@H](c1ccccc1)Nc2cc(ccn2)c3c(nc([nH]3)SC)c4ccc(cc4)F
979,ZINC000003819151,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4cccc(C)n4)c(C)c23)c1,Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)c4cccc(n4)C)C)C(=O)NC
980,ZINC000013528360,Fc1ccc(-c2c(-c3ccncc3)[nH]c3nccnc23)cc1,c1cc(ccc1c2c3c([nH]c2c4ccncc4)nccn3)F
981,ZINC000013531288,Nc1ccccc1Nc1ccc(C(=O)c2ccccc2Br)cc1,c1ccc(c(c1)C(=O)c2ccc(cc2)Nc3ccccc3N)Br
982,ZINC000013985862,CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2[C@H](COCc2ccc(OC)cc2)CC3)n1,CCCNc1nccc(n1)c2c(nc3n2[C@@H](CC3)COCc4ccc(cc4)OC)c5ccc(cc5)F
983,ZINC000003833983,CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)no1,CC(C)(C)c1cc(no1)NC(=O)Nc2cccc(c2Cl)Cl
984,ZINC000072177228,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccccc4OC)c(C)c23)c1,Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)c4ccccc4OC)C)C(=O)NC
985,ZINC000026961992,CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(N[C@H](C)c3ccccc3)c2)[nH]1,C[C@H](c1ccccc1)Nc2cc(ccn2)c3c(nc([nH]3)SC)c4ccc(cc4)F
986,ZINC000002047743,CSc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1,Cn1c2c(cc(c1=O)c3c(cccc3Cl)Cl)cnc(n2)Nc4cccc(c4)SC
987,ZINC000016052350,Fc1ccc(-c2n[nH]cc2-c2ccncc2)cc1,c1cc(ccc1c2c(c[nH]n2)c3ccncc3)F
988,ZINC000068245463,Cc1ccccc1-c1c2nccc(-c3ccc(F)cc3F)c2cc[n+]1[O-],Cc1ccccc1c2c3c(cc[n+]2[O-])c(ccn3)c4ccc(cc4F)F
989,ZINC000023247639,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,CCN1CCN(CC1)Cc2ccc(cc2C(F)(F)F)NC(=O)Nc3ccc(cc3)Oc4cc(ncn4)NC
990,ZINC000003817808,Cc1cccc(-c2n[nH]cc2-c2ccnc3ccccc23)n1,Cc1cccc(n1)c2c(c[nH]n2)c3ccnc4c3cccc4
991,ZINC000000007301,Fc1ccc(-c2nc[nH]c2-c2ccncc2)cc1,c1cc(ccc1c2c([nH]cn2)c3ccncc3)F
992,ZINC000034806451,CCNC(=O)c1ccc(C)c(-n2cnc3ccc(N4CCN(C)CC4)cc3c2=O)c1,CCNC(=O)c1ccc(c(c1)n2cnc3ccc(cc3c2=O)N4CCN(CC4)C)C
993,ZINC000001530968,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,c1c(c(c(c(c1Cl)Cl)Cc2c(c(cc(c2Cl)Cl)Cl)O)O)Cl
994,ZINC000038922833,Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2[nH]ncc2c1,Cc1ccc(cc1c2ccc3c(c2)cn[nH]3)C(=O)NC4CC4
995,ZINC000066128693,CN(C)Cc1cc(C(=O)N[C@@H]2CCc3ccc(Oc4ccnc5c4CCC(=O)N5)cc3C2)cc(C(F)(F)F)c1,CN(C)Cc1cc(cc(c1)C(F)(F)F)C(=O)N[C@@H]2CCc3ccc(cc3C2)Oc4ccnc5c4CCC(=O)N5
996,ZINC000000017634,NC(=O)c1ccccc1NC(=O)Nc1ccc(Cl)c(Cl)c1,c1ccc(c(c1)C(=O)N)NC(=O)Nc2ccc(c(c2)Cl)Cl
997,ZINC000013682996,Nc1c(C(=O)c2ccccc2)cnn1-c1ccc(F)cc1,c1ccc(cc1)C(=O)c2cnn(c2N)c3ccc(cc3)F
998,ZINC000003942436,Nc1onc(-c2ccc(F)cc2)c1-c1ccncc1,c1cc(ccc1c2c(c(on2)N)c3ccncc3)F
999,ZINC000001842518,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,c1cc(ccc1c2c(n3c(n2)SCC3)c4ccncc4)F
1000,ZINC000006718469,O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1,c1cc(ccc1c2c(c(n[nH]2)C3CCN(CC3)C(=O)CO)c4ccncn4)Cl
1001,ZINC000000598626,CSc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CSc1ccc(cc1)c2[nH]c(c(n2)c3ccc(cc3)F)c4ccncc4
1002,ZINC000013531295,Nc1ccccc1Nc1ccc(C(=O)c2ccccc2)c(Cl)c1,c1ccc(cc1)C(=O)c2ccc(cc2Cl)Nc3ccccc3N
1003,ZINC000002047503,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,Cn1c2c(cc(c1=O)c3c(cccc3Cl)Cl)cnc(n2)Nc4cccc(c4)CO
1004,ZINC000003819153,CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccc(F)cc4)c(C)c23)c1,Cc1ccc(cc1Nc2c3c(c(cn3ncn2)C(=O)c4ccc(cc4)F)C)C(=O)NC
1005,ZINC000028389375,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)NC(=O)c4ccccc4
1006,ZINC000000017685,Nc1ccccc1Nc1ccc(C(=O)c2ccccc2)cc1,c1ccc(cc1)C(=O)c2ccc(cc2)Nc3ccccc3N
1007,ZINC000002047872,Fc1ccc(-c2ncn(CC3CC3)c2-c2ccncc2)cc1,c1cc(ccc1c2c(n(cn2)CC3CC3)c4ccncc4)F
1008,ZINC000000581684,Cc1ccc(NC(=O)c2cccc(N(C)C)c2)cc1NC(=O)c1ccc(O)cc1,Cc1ccc(cc1NC(=O)c2ccc(cc2)O)NC(=O)c3cccc(c3)N(C)C
1009,ZINC000003833997,CC(C)(C)c1cc(NC(=O)Nc2ccc(F)cc2)no1,CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)F
1010,ZINC000038237880,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCCCC2)n1,c1cc(ccc1c2c(n(cn2)C3CCCCC3)c4ccnc(n4)N)F
1011,ZINC000013531328,O=C(c1ccccc1)c1ccc(Nc2ccccc2)cc1,c1ccc(cc1)C(=O)c2ccc(cc2)Nc3ccccc3
1012,ZINC000013683103,Nc1c(C(=O)c2cccc(OC[C@H](O)CO)c2)cnn1-c1ccc(F)cc1,c1cc(cc(c1)OC[C@@H](CO)O)C(=O)c2cnn(c2N)c3ccc(cc3)F
1013,ZINC000028370275,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1ccncn1,Cc1ccc(cc1Nc2ccncn2)NC(=O)c3ccnc(c3)N4CCOCC4
1014,ZINC000044669088,CN(C)Cc1ccc(-c2cnn3c(-c4cccc(NC(=O)c5cccc(C(F)(F)F)c5)c4)ccnc23)cc1,CN(C)Cc1ccc(cc1)c2cnn3c2nccc3c4cccc(c4)NC(=O)c5cccc(c5)C(F)(F)F
1015,ZINC000001026247,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1,CC(C)(C)c1cc(c(s1)C(=O)OC)NC(=O)Nc2ccc(cc2)Cl
1016,ZINC000029130833,Cc1nc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)n[nH]1,Cc1ccc(cc1c2ccc(cc2)C(=O)NCC3CC3)c4nc([nH]n4)C
1017,ZINC000013673375,CCc1nc(-c2cccc(C)c2)c(-c2ccnc(Cl)c2)s1,CCc1nc(c(s1)c2ccnc(c2)Cl)c3cccc(c3)C
1018,ZINC000028370256,Cc1ccc(NC(=O)c2ccnc(N3CCOCC3)c2)cc1Nc1cc(Cl)ncn1,Cc1ccc(cc1Nc2cc(ncn2)Cl)NC(=O)c3ccnc(c3)N4CCOCC4
1019,ZINC000034004479,Fc1ccc(-c2nn3cccc(F)c3c2-c2ccncc2)cc1,c1cc(c2c(c(nn2c1)c3ccc(cc3)F)c4ccncc4)F
1020,ZINC000028220531,COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1,Cc1ccc(cc1)NC(=O)Nc2cc(sc2C(=O)OC)C(C)(C)C
1021,ZINC000001403973,Cc1ccccc1C(=O)c1c[nH]c(C(=O)NCc2ccco2)c1,Cc1ccccc1C(=O)c2cc([nH]c2)C(=O)NCc3ccco3
1022,ZINC000002004431,O=c1ncn2nc(Sc3ccccc3)ccc2c1-c1c(Cl)cccc1Cl,c1ccc(cc1)Sc2ccc3c(c(=O)ncn3n2)c4c(cccc4Cl)Cl
1023,ZINC000028565323,Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,c1ccc(cc1)c2c(c3ccccn3n2)c4cc5c([nH]nc5nn4)N
1024,ZINC000000608213,Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,c1c(cc(c(c1Sc2cc(cc(c2O)Cl)Cl)O)Cl)Cl
1025,ZINC000001403985,COc1ccccc1CNC(=O)c1cc(C(=O)c2ccccc2C)c[nH]1,Cc1ccccc1C(=O)c2cc([nH]c2)C(=O)NCc3ccccc3OC
1026,ZINC000043204048,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,COc1cc2c(ccnc2cc1OCCCN3CCOCC3)Oc4ccc(cc4F)NC(=O)C5(CC5)C(=O)Nc6ccc(cc6)F
1027,ZINC000001230647,Cc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,Cc1ccccc1C(=O)N2CCC(CC2)Cc3ccccc3
1028,ZINC000003830942,Oc1c(I)cc(I)c2cccnc12,c1cc2c(cc(c(c2nc1)O)I)I
1029,ZINC000012365466,c1csc(-c2n[nH]cc2-c2ccnc3ccccc23)c1,c1ccc2c(c1)c(ccn2)c3c[nH]nc3c4cccs4
1030,ZINC000013445008,Fc1ccc(-c2[nH]ccc2-c2ccncc2)cc1,c1cc(ccc1c2c(cc[nH]2)c3ccncc3)F
1031,ZINC000006716957,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F
1032,ZINC000013985930,Cc1cccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc3nccnc3c2)n1,Cc1cccc(n1)c2c(nc([nH]2)Cc3cccc(c3)C(=O)N)c4ccc5c(c4)nccn5
1033,ZINC000000800346,Cn1nc(-c2ccc3c(c2)OCO3)nc2c(=O)n(C)c(=O)nc1-2,Cn1c(=O)c-2nc(nn(c2nc1=O)C)c3ccc4c(c3)OCO4
1034,ZINC000000579472,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,Cc1ccc(cn1)c2c(cc(cn2)Cl)c3ccc(cc3)S(=O)(=O)C
1035,ZINC000000027165,O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1,c1ccc(cc1)CC2CCN(CC2)C(=O)c3ccccc3F
1036,ZINC000000116937,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OC,COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)Cl
1037,ZINC000003817809,Cc1cccc(-c2n[nH]cc2-c2ccc(O)cc2)n1,Cc1cccc(n1)c2c(c[nH]n2)c3ccc(cc3)O
1038,ZINC000012365464,Nc1c(C(=O)c2ccccc2)cnn1-c1ccccc1,c1ccc(cc1)C(=O)c2cnn(c2N)c3ccccc3
1039,ZINC000013531285,Cc1cccc(C(=O)c2ccc(Nc3ccccc3N)cc2)c1,Cc1cccc(c1)C(=O)c2ccc(cc2)Nc3ccccc3N
1040,ZINC000016052825,Cc1cccc(-c2nc(C(C)(C)C)[nH]c2-c2ccc3c(c2)OCO3)n1,Cc1cccc(n1)c2c([nH]c(n2)C(C)(C)C)c3ccc4c(c3)OCO4
1041,ZINC000013491685,CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1,CSc1[nH]c(c(n1)c2ccc(cc2)F)c3ccncc3
1042,ZINC000000027166,O=C(c1ccccc1C(F)(F)F)N1CCC(Cc2ccccc2)CC1,c1ccc(cc1)CC2CCN(CC2)C(=O)c3ccccc3C(F)(F)F
1043,ZINC000000538492,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,c1cc(ccc1NC(=O)c2cc(cc(c2O)Br)Br)Br
1044,ZINC000000529873,Nc1nc(Nc2ccccc2)sc1C(=O)c1ccccc1,c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccccc3)N
1045,ZINC000000027167,COc1ccccc1C(=O)N1CCC(Cc2ccccc2)CC1,COc1ccccc1C(=O)N2CCC(CC2)Cc3ccccc3
1046,ZINC000015894680,c1ccc(-c2[nH]ncc2-c2ccnc3ccccc23)nc1,c1ccc2c(c1)c(ccn2)c3cn[nH]c3c4ccccn4
1047,ZINC000001406365,O=C(NCc1cccs1)c1cc(C(=O)c2c(Cl)cccc2Cl)c[nH]1,c1cc(c(c(c1)Cl)C(=O)c2cc([nH]c2)C(=O)NCc3cccs3)Cl
