,eMolecules SKU,predicted pKas,"pKas in [3,11]","pKa count in [3,11]",pKas closer than 1 unit,canonical isomeric SMILES
184,150951215,"[0.151, 2.037, 9.167]",[9.167],1.0,False,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3cccc(c3)OC
185,167057714,"[3.892, 12.676, 15.146]",[3.892],1.0,False,c1cc(cc(c1)Br)Nc2c(cnc(n2)Nc3cccc(c3)Br)F
186,167057715,"[3.892, 12.676, 15.878]",[3.892],1.0,False,c1ccc(cc1)Nc2c(cnc(n2)Nc3ccccc3)F
187,146125108,[-0.855],[],0.0,False,COc1cc(ccc1OC(=O)c2ccccc2)/C=C/[N+](=O)[O-]
188,103904990,"[2.789, 4.911, 11.219, 13.618, 13.901]",[4.911],1.0,False,c1[nH]c2c(n1)c(nc(n2)N)NC3CCCCC3
189,137738553,[1.669],[],0.0,False,c1ccc2c(c1)c(cc(n2)N3CCOCC3)c4nc5ccccc5s4
190,152543455,"[-1.888, 2.436, 3.887, 4.98, 15.409]","[3.887, 4.98]",2.0,False,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)N
191,166823229,[6.388],[6.388],1.0,False,c1cc(c(cc1Cl)Cl)c2ccc(s2)/C=C/3\C(=O)NC(=S)S3
192,165817663,"[3.892, 12.676, 16.25]",[3.892],1.0,False,c1cc2c(cc1Nc3c(cnc(n3)Nc4ccc5c(c4)OCO5)F)OCO2
193,177337664,"[3.613, 5.018, 7.969, 13.67, 14.647]","[3.613, 5.018, 7.969]",3.0,False,CC(C)(C)c1nc(c2n1ccnc2N)c3cccc(c3)N
194,155237697,[],[],0.0,False,CN(Cc1ccccc1)C(=O)c2c(c3ccc(cc3s2)OC)Cl
195,146603330,"[-1.464, -0.456, -0.332, 12.189, 14.195]",[],0.0,False,c1ccc(cc1)C(=O)Nc2c(ccs2)C(=O)N
196,166419779,"[-1.75, -1.57, -1.128, 2.595, 13.651, 14.072, 14.751]",[],0.0,False,c1ccc(c(c1)C(=O)N)NC(=O)Nc2ccc(c(c2)Cl)Cl
197,167071044,"[-0.348, 1.603, 13.111, 14.719]",[],0.0,False,c1cc([nH]c1)/C=C/2\c3ccc(cc3NC2=O)Cl
198,163729565,"[2.93, 12.781]",[],0.0,False,c1c(cnc2c1c(c[nH]2)C(=O)C3CC3)Br
199,103861574,"[1.152, 4.231, 11.29, 11.964, 13.663]",[4.231],1.0,False,COc1cc(cc(c1OC)OC)Nc2c3c([nH]cn3)nc(n2)N
200,108362056,"[-1.342, 8.43, 10.825]","[8.43, 10.825]",2.0,False,c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)Cl
201,139358538,"[3.757, 12.63, 15.053]",[3.757],1.0,False,c1cc(oc1)CNC(=O)c2cc3c(cco3)c(n2)Nc4ccc(cc4)Cl
202,151217483,[13.032],[],0.0,False,c1ccc(cc1)SCCNC(=O)c2cc3ccccc3s2
203,150944076,"[-2.344, 13.244]",[],0.0,False,c1ccc(cc1)Oc2ccccc2C(=O)NCc3ccccc3F
204,154965326,[0.912],[],0.0,False,Cc1ccc(cc1)c2c(nc3ccccc3n2)c4ccccc4
205,103846224,"[7.368, 15.255]",[7.368],1.0,False,c1ccc(cc1)CN2CCN(CC2)C(=O)c3ccc4cc[nH]c4c3
206,113035320,"[-1.605, 4.267, 13.106]",[4.267],1.0,False,COc1cc(cc(c1OC)OC)Nc2c3cc(c(cc3ncn2)OC)OC
207,166814688,"[-2.608, -0.732, 1.252, 13.248, 14.058]",[],0.0,False,COc1ccccc1NC(=O)c2ccc(cc2)CSc3nc4c(c5ccccc5[nH]4)nn3
208,165966167,"[7.792, 13.598]",[7.792],1.0,False,c1ccc2c(c1)c(ccn2)Nc3cccc(c3)Br
209,146603352,"[-1.464, -0.133, 0.438, 12.435, 14.195]",[],0.0,False,COc1ccc(cc1OC)C(=O)Nc2c(ccs2)C(=O)N
210,103520602,"[-0.264, -0.025, 14.472]",[],0.0,False,Cn1c2c(c(=O)n(c1=O)Cc3ccccc3)n(c(n2)SCCO)Cc4ccccc4
211,151265628,"[2.218, 4.514, 10.926, 10.976]","[4.514, 10.926, 10.976]",3.0,True,COc1ccc(cc1)c2cc(c(s2)C(=O)NN)N
212,103505994,"[-1.158, 3.743, 5.355, 11.338, 14.989]","[3.743, 5.355]",2.0,False,c1ccc2c(c1)c(c(c(=O)[nH]2)c3[nH]c4ccccc4n3)O
213,166210911,"[6.235, 8.024]","[6.235, 8.024]",2.0,False,COc1cc(cc(c1O)I)/C=C/2\C(=O)NC(=O)S2
214,103780344,"[-2.35, 5.556, 10.973]","[5.556, 10.973]",2.0,False,Cn1c2c(c(=O)[nH]c1=O)n(c(n2)S)Cc3ccc(cc3)F
215,139330914,[-0.831],[],0.0,False,COc1ccccc1C(=O)N2CCC(CC2)Cc3ccccc3
216,108365883,"[-1.464, 0.02, 0.159, 12.429, 14.553]",[],0.0,False,Cc1ccc(cc1C)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N
217,177196389,"[-2.795, -1.75, 14.003, 15.077]",[],0.0,False,c1cc2cc[nH]c2c(c1)C(=O)N
218,166211944,"[1.04, 4.082, 12.042]",[4.082],1.0,False,CC(C)n1c2ccccc2nc1c3c(non3)N
219,163660137,[3.425],[3.425],1.0,False,COc1cc(c(cc1OC)F)C(=O)O
220,146719084,"[-1.464, -0.332, 0.011, 12.021, 14.553]",[],0.0,False,CSc1cccc(c1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N
221,158483823,"[-0.426, 2.712, 7.01, 8.581, 13.9]","[7.01, 8.581]",2.0,False,c1cc(ccc1NC(=O)N2CCC(CC2)N3CCC(CC3)Oc4ccncc4)F
222,112297328,"[-1.137, 3.621]",[3.621],1.0,False,COc1ccc2c(cc(=O)oc2c1)CC(=O)O
223,166813042,"[0.122, 0.934, 9.839]",[9.839],1.0,False,Cc1cccc(c1)Cc2cnc(s2)NC(=O)c3cccs3
224,188941715,"[-2.982, -0.008, 3.373, 10.621, 13.903]","[3.373, 10.621]",2.0,False,c1ccc(cc1)c2ccc3c(c(sc3n2)C(=O)N)N
225,138129780,"[0.109, 2.117]",[],0.0,False,Cc1cccc(c1)c2nc(cs2)c3ccc(cc3)S(=O)(=O)C
226,158829942,"[5.638, 14.182]",[5.638],1.0,False,c1ccc(cc1)CCNc2c3ccccc3ncn2
227,103722362,"[-2.75, 7.964, 16.625]",[7.964],1.0,False,Cc1ccc(cc1)S(=O)(=O)Nc2c(nc3ccccc3n2)Nc4cc(cc(c4)OC)OC
228,146608507,"[3.786, 13.543]",[3.786],1.0,False,c1ccc(cc1)CNc2c3ccsc3ncn2
229,103692668,"[-2.297, 2.537, 10.217]",[10.217],1.0,False,CCCCn1c(cn2c1nc3c2c(=O)[nH]c(=O)n3C)c4ccccc4
230,103751402,"[4.064, 13.926]",[4.064],1.0,False,c1nc(c2c3c(sc2n1)CCCCC3)N
231,103565695,"[-1.75, -1.015, 5.578, 13.511, 14.077]",[5.578],1.0,False,c1ccc2c(c1)c(nnc2Nc3ccc(c(c3)Cl)Cl)c4ccc(cc4)C(=O)N
232,163661185,"[0.294, 4.29, 4.804, 13.167]","[4.29, 4.804]",2.0,True,c1cc2c(c[nH]c2nc1)c3csc(n3)N
233,139503851,"[-1.682, -0.459, 3.32, 14.277]",[3.32],1.0,False,CN(C)S(=O)(=O)N1CCN(CC1)C(=O)c2ccc(cc2)Nc3ncccn3
234,163816836,"[-0.128, 0.482, 2.188, 4.113, 11.2, 13.948]",[4.113],1.0,False,CC(C)(C)c1cc(n(n1)c2ccccc2)NC(=O)Nc3cccc(c3Cl)Cl
235,103584133,"[3.892, 12.676, 16.374]",[3.892],1.0,False,CCOc1ccc(cc1)Nc2c(cnc(n2)Nc3ccc(cc3)OCC)F
236,103864712,"[1.152, 4.231, 11.29, 11.964, 13.609]",[4.231],1.0,False,c1cc(cc(c1)Cl)Nc2c3c([nH]cn3)nc(n2)N
237,152528266,"[3.213, 5.772]","[3.213, 5.772]",2.0,False,c1ccc(cc1)n2cnc3c2ccc(c3)C(=O)O
238,166885771,"[5.564, 13.766]",[5.564],1.0,False,c1ccc2c(c1)c(ncn2)NCc3ccc(cc3)F
239,127374733,"[2.128, 14.461]",[],0.0,False,c1ccc2c(c1)CCC(=O)N2
240,127455974,"[0.464, 3.747, 5.351, 13.247]","[3.747, 5.351]",2.0,False,Cc1nc(cs1)CNc2c3ccsc3ncn2
241,166181266,"[-1.464, -0.772, -0.173, 11.781, 14.553]",[],0.0,False,c1cc(cc(c1)F)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N
242,167025043,"[6.247, 7.999]","[6.247, 7.999]",2.0,False,CCOc1cc(cc(c1O)/C=C\2/C(=O)NC(=O)S2)Br
243,103630233,"[-2.71, 4.47, 9.421]","[4.47, 9.421]",2.0,False,CN1CCN(CC1)C2CCN(CC2)C(=O)c3cccc(c3)OC
244,177260954,"[-0.686, -0.636, 3.504, 7.811, 15.323]","[3.504, 7.811]",2.0,False,Cn1ccc2ccc(cc2c1=O)NCc3c(cccc3Cl)N4CCN(CC4)C
245,167044507,"[-1.75, -0.257, 1.667, 5.922, 9.239, 13.843]","[5.922, 9.239]",2.0,False,c1ccc(c(c1)c2nc(c(o2)N)C(=O)N)Cl
246,154785182,[-0.831],[],0.0,False,Cc1ccccc1C(=O)N2CCC(CC2)Cc3ccccc3
247,140586400,"[3.539, 6.994, 14.48]","[3.539, 6.994]",2.0,False,COc1cc(ccc1OCCCN2CCOCC2)NC(=O)C34CC5CC(C3)CC(C5)C4
248,166388130,[9.342],[9.342],1.0,False,CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4
249,167046564,"[1.358, 13.354]",[],0.0,False,CCCCNc1nc(cc(n1)C(F)F)c2ccc(cc2)F
250,150026614,"[-2.273, -0.418, 5.345]",[5.345],1.0,False,c1ccc(cc1)S(=O)(=O)Nc2nncs2
251,140585382,"[4.03, 12.801, 14.25]",[4.03],1.0,False,c1ccc2c(c1)cc(c(n2)N)C(=O)N
252,151157159,"[0.129, 2.206, 8.766]",[8.766],1.0,False,c1cc(oc1)C(=O)Nc2ncc(s2)Cc3cc(ccc3Cl)C(F)(F)F
253,146607528,"[2.819, 15.404]",[],0.0,False,CCNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4
254,146743721,"[-1.454, -0.824, 12.367]",[],0.0,False,CC(C)(C)c1ccc(cc1)C(=O)Nc2cc(cn(c2=O)C)C(=O)N3CCOCC3
255,103655257,[7.422],[7.422],1.0,False,COc1ccc(cc1)/C=C/2\C(=O)NC(=S)S2
256,149965231,"[-0.046, 2.754, 10.212, 14.065, 15.152]",[10.212],1.0,False,Cc1cc(cc(c1)F)NC(=O)NCCCCN2CCCC2
257,140605171,"[-1.642, -1.216, -0.482, 10.834]",[10.834],1.0,False,CC(C)(C)c1cc(no1)NC(=O)Cc2ccccc2
258,129241527,"[0.612, 2.44, 6.058, 13.536]",[6.058],1.0,False,c1cc(ccc1NC(=O)c2ccc3c(c2)OCCCO3)OCCN4CCOCC4
259,100307384,"[3.785, 12.219, 15.295]",[3.785],1.0,False,CCOc1ccc(cc1)Nc2cnnc(n2)Nc3ccc(cc3)OCC
260,146861497,"[0.178, 1.406, 4.231, 10.472, 15.284]","[4.231, 10.472]",2.0,False,CCCCc1ccc(cc1)Nc2nc3c(c(n2)N4CCCC4)nc[nH]3
261,146191804,"[-2.982, -2.873, 2.681, 10.121, 13.479]",[10.121],1.0,False,c1cc(sc1)c2cc(c3c(c(sc3n2)C(=O)N)N)C(F)(F)F
262,103642186,"[-0.383, -0.309, 2.362, 3.342, 8.91, 14.724]","[3.342, 8.91]",2.0,False,COc1cccc(c1)NC(=O)Nc2nnc(s2)c3ccncc3
263,166834625,"[2.524, 10.235]",[10.235],1.0,False,Cc1cc2n[nH]c(=S)n2c3c1cccc3
264,177271234,"[0.29, 2.054, 6.992, 8.185, 12.397, 13.498, 14.818]","[6.992, 8.185]",2.0,False,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl
265,103905658,"[-1.688, -0.426, 1.599, 12.271]",[],0.0,False,CN(c1ccccc1)c2c3cn[nH]c3ncn2
266,165962998,"[-0.498, 0.9, 3.199, 12.698]",[3.199],1.0,False,c1ccc(cc1)C(=O)Nc2ccc(cc2)Oc3c4c5c(sc4ncn3)CCCC5
267,103654855,"[0.011, 1.435, 2.235, 13.562]",[],0.0,False,COc1ccc(cc1)NC(=O)c2cn(nc2c3ccccc3)c4ccccc4
268,167114186,"[3.582, 7.998, 9.594]","[3.582, 7.998, 9.594]",3.0,False,COc1ccccc1N2CCN(CC2)c3c4cn[nH]c4ncn3
269,139300299,"[-2.527, 13.514]",[],0.0,False,CCCC(CCC)NC(=O)c1ccc(s1)c2cccc(c2)Cl
270,163771853,"[0.063, 1.412, 12.474, 12.856]",[],0.0,False,c1ccc(cc1)c2cc(n[nH]2)C(=O)NCc3ccc(cc3)F
271,166812110,"[-0.382, 4.802, 13.462]",[4.802],1.0,False,c1ccc(cc1)COc2cccc(c2)c3cc(on3)N
272,166786514,"[-1.504, -0.407, 2.242, 12.343, 12.471]",[],0.0,False,c1cc(ccc1Nc2c3cn[nH]c3ncn2)F
273,96509395,"[3.711, 13.045]",[3.711],1.0,False,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)N
274,146703950,"[-0.225, 0.95, 2.402, 8.988, 9.073, 14.82]","[8.988, 9.073]",2.0,True,Cc1ccc(cc1)NC(=O)Nc2nnc(s2)SCCN3CCCC3
275,166829526,"[-1.965, 0.152, 4.538, 13.494]",[4.538],1.0,False,c1cc(ccc1NC(=O)c2cc(cc(c2O)Cl)Cl)Br
276,155302359,"[0.913, 5.419, 6.011, 11.345, 12.828, 14.583]","[5.419, 6.011]",2.0,True,CNC(=O)c1cc(ccn1)Oc2ccc3c(c2)[nH]c(n3)Nc4ccc(c(c4)C(F)(F)F)Cl
277,137779672,"[-0.128, 0.482, 2.188, 4.113, 11.2, 14.166]",[4.113],1.0,False,CC(C)(C)c1cc(n(n1)c2ccccc2)NC(=O)Nc3ccccc3Cl
278,146078169,"[2.973, 3.71, 4.447]","[3.71, 4.447]",2.0,True,c1c(cc(cc1C(=O)O)C(=O)O)C(=O)O
279,104667611,"[4.538, 5.325, 11.492, 13.269]","[4.538, 5.325]",2.0,True,CN(C)c1c2c([nH]cn2)nc(n1)N
280,166999516,"[-0.053, 0.197, 11.812, 13.545]",[],0.0,False,c1ccc(cc1)c2cc([nH]n2)C(=O)Nc3ccccc3
281,112051677,"[3.48, 8.305]","[3.48, 8.305]",2.0,False,CCN(CC)c1ccc(c(c1)O)C=O
282,103561637,"[-1.75, 0.76, 5.693, 13.511, 16.548]",[5.693],1.0,False,Cc1ccc(c(c1)C)Nc2c3ccccc3c(nn2)c4ccc(cc4)C(=O)N
283,103581158,"[0.942, 4.294, 13.146, 16.055]",[4.294],1.0,False,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO
284,137719271,[1.534],[],0.0,False,c1ccc2c(c1)CCN2C(=O)Cc3cccc(c3)C(F)(F)F
285,166864363,"[-0.92, 9.512, 9.84]","[9.512, 9.84]",2.0,True,c1cc(ccc1c2cc(=O)c3cc(ccc3o2)O)O
286,108358125,"[-1.464, -1.34, 13.469, 14.549]",[],0.0,False,CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)N
287,108358126,"[-1.464, 0.02, 0.159, 12.357, 14.553]",[],0.0,False,Cc1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N
288,147085808,"[-2.617, 2.836, 4.875, 13.616]",[4.875],1.0,False,CCN(CC)C(=O)Nc1cccc(n1)OCC
289,166146472,[5.407],[5.407],1.0,False,c1cc(ccc1c2cn3c(n2)SCC3)Br
290,177346035,"[-1.27, -0.494, 3.904, 9.842, 12.95]","[3.904, 9.842]",2.0,False,c1ccc(cc1)Oc2ccc(cc2)c3c4c(ncnc4[nH]n3)N
291,103528961,"[3.357, 3.606, 15.067]","[3.357, 3.606]",2.0,True,CCc1nc2c(c(c(s2)C)C)c(=O)n1N
292,166195289,"[0.192, 2.134, 9.045]",[9.045],1.0,False,c1ccc(cc1)CC(=O)Nc2nc3ccccc3s2
293,166217208,[5.74],[5.74],1.0,False,c1ccc(cc1)n2cnc3c2cccc3
294,150929913,"[-1.464, 0.236, 13.227, 14.175]",[],0.0,False,c1cc(sc1)CC(=O)Nc2c(ccs2)C(=O)N
295,163727867,[],[],0.0,False,Cc1c2cc(ccc2oc1C(=O)C)OC
296,103518716,"[2.023, 6.064, 8.102, 14.754]","[6.064, 8.102]",2.0,False,c1ccc2c(c1)N(c3cc(ccc3S2)Cl)CCCN4CCN(CC4)CCO
297,127409661,"[-1.608, 0.457, 3.279, 10.475, 13.274]","[3.279, 10.475]",2.0,False,Cn1c2c(cn1)c(ncn2)NCc3ccc(cc3)O
298,146747902,"[-0.977, -0.943, -0.719, 0.9, 8.46, 12.676]",[8.46],1.0,False,c1ccc(cc1)C(=O)Nc2ccccc2c3c(=O)[nH]c4ccccc4n3
299,103864832,"[1.152, 4.231, 11.29, 11.964, 13.651]",[4.231],1.0,False,c1cc(cc(c1)Nc2c3c([nH]cn3)nc(n2)N)C(F)(F)F
300,113027585,[9.986],[9.986],1.0,False,COc1ccc(cc1OC)C[C@H]2COC(=O)[C@@H]2Cc3ccc(c(c3)OC)O
301,146603523,"[-1.464, 0.324, 13.258, 14.17]",[],0.0,False,c1ccc(c(c1)CC(=O)Nc2c(ccs2)C(=O)N)Cl
302,146747908,"[-1.032, -0.943, -0.719, 0.768, 8.46, 12.58]",[8.46],1.0,False,c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccc(cc4)F
303,151194118,"[0.303, 2.595, 5.419, 12.828, 14.078, 14.972]",[5.419],1.0,False,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl
304,113034759,"[5.862, 13.821]",[5.862],1.0,False,COc1cc2c(cc1OC)ncnc2NCc3ccc(cc3)F
305,150930414,"[0.122, 0.934, 9.839]",[9.839],1.0,False,c1ccc(cc1)Cc2cnc(s2)NC(=O)c3cccs3
306,157297163,"[-2.679, 2.05]",[],0.0,False,CN(CCCOc1ccccc1)S(=O)(=O)c2cccc3c2c(cnc3)Br
307,103847436,"[7.368, 15.753]",[7.368],1.0,False,c1ccc(cc1)CN2CCN(CC2)C(=O)c3ccc4c(c3)cc[nH]4
308,163663303,"[0.366, 7.521, 9.629, 14.905]","[7.521, 9.629]",2.0,False,CN(C)C1CCN(CC1)c2ccc(nc2)N
309,167132688,"[3.892, 12.676, 16.028]",[3.892],1.0,False,Cc1cccc(c1)Nc2c(cnc(n2)Nc3cccc(c3)C)F
310,129155603,"[-0.456, -0.185, 3.566, 11.534, 14.625]",[3.566],1.0,False,Cc1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccccc3)N
311,162105876,"[3.032, 4.368]","[3.032, 4.368]",2.0,False,c1ccc2c(c1)c3cccc(c3s2)c4ccc(c(n4)N5CCOCC5)C(=O)O
312,150897173,"[0.171, 2.089, 9.2]",[9.2],1.0,False,COc1ccc2c(c1)sc(n2)NC(=O)Cc3ccccc3Cl
313,163784214,"[-1.013, -0.325, 4.57, 9.376, 11.488]","[4.57, 9.376]",2.0,False,c1cc(c(cc1c2csc(n2)CN3CCOCC3)O)O
314,146654743,"[-1.379, 2.77, 3.493, 10.762, 13.846]","[3.493, 10.762]",2.0,False,c1ccc2c(c1)c(c(o2)C(=O)Nc3ccc(cc3)OC(F)(F)F)N
315,146850328,"[0.036, 2.5, 3.166, 11.504]",[3.166],1.0,False,CCNC(=O)Nc1nc(c(s1)C)c2ccc(cc2)OC
316,103856665,"[-1.336, 1.494, 1.853, 13.976]",[],0.0,False,CC(=O)N1CCN(CC1)c2c(cccc2Cl)NC(=O)c3ccc(o3)Br
317,146896410,"[0.062, 5.767, 5.9, 14.961]","[5.767, 5.9]",2.0,True,c1ccc2c(c1)c(nnc2Nc3ccc(cc3)Cl)Cc4ccncc4
318,103528879,"[2.093, 6.049]",[6.049],1.0,False,CCn1cc(c(=O)c2c1cc(c(c2)F)F)C(=O)O
319,100565532,"[0.955, 2.904, 7.086, 7.432, 14.392]","[7.086, 7.432]",2.0,True,Cc1cc(nc(n1)N2CCN(CC2)C(=O)Nc3ccc(cc3)OC)N4CCN(CC4)C
320,146227741,"[-0.22, 4.874, 12.171, 14.333]",[4.874],1.0,False,CCOC(=O)c1ccc2c(c1)c(c(cn2)C(=O)OCC)Nc3ccc(cc3)NC(=O)C
321,146683422,"[-0.3, 5.987, 15.926]",[5.987],1.0,False,Cn1c2c(c(ccn2)Nc3ccc(cc3F)F)c(=O)n(c1=O)C
322,158828342,"[-2.536, -1.319, 4.905, 9.042, 12.833]","[4.905, 9.042]",2.0,False,Cc1cccc(n1)NC(=O)COc2cc(c3c(=O)cc(oc3c2)c4ccccc4)O
323,146188834,"[5.005, 11.252]",[5.005],1.0,False,c1ccc(c(c1)OCCSc2[nH]c3cc(ccc3n2)Br)F
324,137684515,"[-1.464, 0.324, 13.258, 14.173]",[],0.0,False,COc1ccc(cc1)CC(=O)Nc2c(ccs2)C(=O)N
325,103856678,"[-1.834, 2.982, 12.177]",[],0.0,False,Cc1ccccc1n2c3c(c4c(c2=O)CCCC4)c(ncn3)N
326,108370472,"[-0.417, -0.375, 7.202]",[7.202],1.0,False,c1cc(cc(c1)F)CSc2nnc(s2)NC(=O)c3ccc(cc3)F
327,100431401,"[-1.995, 3.686, 13.665]",[3.686],1.0,False,CC(C)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)C(=C(C)C)C(=O)N2
328,154757895,"[4.747, 5.349, 14.576, 15.178]","[4.747, 5.349]",2.0,True,c1ccc(cc1)Nc2ccc(cc2N)S(=O)(=O)c3ccc(c(c3)N)Nc4ccccc4
329,151108738,[5.192],[5.192],1.0,False,CCOc1ccc2c(c1)sc3n2cc(n3)c4ccc(cc4)c5ccccc5
330,133799472,"[-2.402, -2.211, 11.274, 13.458]",[],0.0,False,c1cc(oc1)CNC(=O)c2cc(c[nH]2)C#N
331,108366387,"[0.122, 0.934, 9.839]",[9.839],1.0,False,COc1ccc(cc1)Cc2cnc(s2)NC(=O)c3cccs3
332,154988087,"[-1.314, 4.05, 13.051]",[4.05],1.0,False,c1ccc(cc1)Oc2ccc(cc2)Nc3c4ccccc4ncn3
333,100261432,[],[],0.0,False,c1ccc(cc1)Cn2cc(c(=O)c3c2cc(c(c3)F)F)S(=O)(=O)c4ccccc4
334,139216442,[14.885],[],0.0,False,COc1cc(cc(c1OC)OC)Nc2nc(no2)c3ccccc3
335,146209340,"[4.144, 5.362, 8.444]","[4.144, 5.362, 8.444]",3.0,False,c1cc2ccc(nc2c(c1)O)/C=C/c3ccc(cc3)C(=O)O
336,166868746,[0.205],[],0.0,False,CSc1nccc(n1)c2ccc(cc2)Cl
337,167014974,"[2.08, 14.095]",[],0.0,False,COc1cc(c(cc1OC)N)C(=O)c2ccccc2Br
338,103682624,"[7.669, 8.05]","[7.669, 8.05]",2.0,True,CCOc1cc(ccc1O)/C=C\2/C(=O)NC(=O)S2
339,146071106,"[6.998, 12.616]",[6.998],1.0,False,Cc1cccc2c1nc([nH]2)c3ccccc3
340,150873669,[6.972],[6.972],1.0,False,CCCN1CCN(CC1)C(=O)c2cccc(c2)S(=O)(=O)N(C)c3cccc(c3)Cl
341,189647433,"[2.64, 4.229]",[4.229],1.0,False,CCOc1ccccc1N2CCN(CC2)S(=O)(=O)c3cccc4c3ccnc4
342,177256011,"[0.904, 12.556]",[],0.0,False,CS(=O)(=O)c1ccc(cc1)CNC(=O)c2cccc(n2)OCC(F)(F)F
343,167120460,"[-0.348, 2.296, 13.329, 14.825]",[],0.0,False,c1ccc2c(c1)/C(=C\c3ccc[nH]3)/C(=O)N2
344,146851405,"[-0.985, 0.015, 0.549, 13.355]",[],0.0,False,c1ccc2c(c1)nc(o2)SCC(=O)Nc3ccc(cc3)n4cnnn4
345,137617998,"[-2.385, 1.377, 13.815, 16.229]",[],0.0,False,c1ccc(cc1)c2ccccc2NC(=O)Cc3c[nH]c4c3cccc4
346,146209608,"[2.274, 13.512]",[],0.0,False,c1cc(cc(c1)Cl)c2ccc(o2)/C=C\3/c4cc(ccc4NC3=O)Br
347,167005047,"[-2.344, 6.576]",[6.576],1.0,False,CN(Cc1ccccc1)C(=O)c2ccc(cc2)NS(=O)(=O)c3cccs3
348,103693909,"[-2.469, 1.009, 2.508, 10.208, 15.706]",[10.208],1.0,False,Cn1c2c(c(=O)[nH]c1=O)n3cc(n(c3n2)CCCCO)c4ccccc4
349,163731030,"[5.82, 8.709]","[5.82, 8.709]",2.0,False,c1ccc2c(c1)ncn2c3ccc(cc3)O
350,103779928,"[-0.043, 0.0, 6.03]",[6.03],1.0,False,c1ccc(cc1)Cc2nnc(s2)NC(=O)c3ccco3
351,166455897,"[-0.264, 2.715, 7.285, 14.608, 15.339]",[7.285],1.0,False,c1cc(ccc1CN2CCOCC2)NC(=O)NC3CCCCC3
352,146749370,"[-2.367, -1.532, -1.181, -0.574, 8.39, 12.796]",[8.39],1.0,False,c1ccc2c(c1)[nH]c(=O)c(n2)c3cc(ccc3NC(=O)c4cccs4)Br
353,166823306,"[0.122, 0.934, 9.855]",[9.855],1.0,False,c1cc(sc1)C(=O)Nc2ncc(s2)Cc3ccc(cc3)Cl
354,166358629,"[-2.201, 3.399, 16.84]",[3.399],1.0,False,c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl
355,103859543,"[-1.834, 2.982, 12.177]",[],0.0,False,COc1cccc(c1)n2c3c(c4c(c2=O)CCCC4)c(ncn3)N
356,166115259,"[-0.797, 4.473]",[4.473],1.0,False,c12c(c(c(c(c1Cl)Cl)Cl)Cl)nn[nH]2
357,146582116,"[3.158, 13.733]",[3.158],1.0,False,CC(C)c1ccc(cc1)/C=C\2/c3ccccc3NC2=O
358,150022757,"[-0.84, -0.169, 12.268]",[],0.0,False,COc1ccc(cc1)c2c(nco2)C(=O)NCc3ccccc3
359,146303590,"[-1.53, 0.037, 0.071, 5.689, 13.658, 14.829, 15.937]",[5.689],1.0,False,c1ccc2c(c1)c(nnc2Nc3ccc(cc3)OC(F)(F)Cl)c4ccc(cc4)C(=O)NCCO
360,146303592,"[-1.75, 0.037, 5.689, 13.511, 14.829]",[5.689],1.0,False,c1ccc2c(c1)c(nnc2Nc3ccc(cc3)OC(F)(F)Cl)c4ccc(cc4)C(=O)N
361,129106364,"[1.444, 3.906, 6.907, 15.127]","[3.906, 6.907]",2.0,False,COc1ccc(cc1)Nc2c(nc3n2ccnc3)c4ccc(cc4)N5CCOCC5
362,146303594,"[0.037, 5.689, 14.829]",[5.689],1.0,False,COC(=O)c1ccc(cc1)c2c3ccccc3c(nn2)Nc4ccc(cc4)OC(F)(F)Cl
363,163716715,"[-0.532, 3.987, 12.722]",[3.987],1.0,False,c1cc2cnc(nc2nc1)N
364,166696556,[-2.188],[],0.0,False,Cc1ccc2c(c1)c(cc(=O)o2)N3CCOCC3
365,103514733,"[4.65, 15.372]",[4.65],1.0,False,c1cc2cc[nH]c2nc1
366,99999344,"[3.735, 8.918, 12.909]","[3.735, 8.918]",2.0,False,c1ccc2c(c1)c(nc(n2)c3ccccc3O)Nc4ccc(cc4)Cl
367,129116264,[3.271],[3.271],1.0,False,c1ccc(cc1)c2csc3c2c(ncn3)N4CCc5ccccc5C4
