,eMolecules SKU,predicted pKas,"pKas in [3,11]","pKa count in [3,11]",pKas closer than 1 unit,canonical isomeric SMILES
18,103531547,"[-2.388, -2.185, 13.685, 15.07]",[],0.0,False,c1c(cc(c2c1c3c([nH]2)CCCC3)C(=O)N)Br
19,129249626,"[-2.101, -1.102, 1.893, 11.952]",[],0.0,False,CC1(Cc2c(cn(c(=O)c2C(=O)Nc3ccc(c(c3)Cl)OC)c4ccc(cc4)F)C(=O)C1)C
20,155127838,"[-1.872, 4.056, 11.289]",[4.056],1.0,False,c1ccc(cc1)CSc2ccccc2C(=O)Nc3cccnc3
21,129267717,"[-0.144, 6.745, 12.739]",[6.745],1.0,False,c1cc(ccc1c2c(n(cn2)C3CCCCC3)c4ccc(o4)C(=O)NC5CC5)F
22,166824992,"[0.122, 0.934, 9.855]",[9.855],1.0,False,c1cc(sc1)C(=O)Nc2ncc(s2)Cc3ccc(cc3Cl)Cl
23,146747910,"[-0.943, -0.719, -0.516, 2.0, 8.46, 13.812]",[8.46],1.0,False,c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccco4
24,103662630,"[2.968, 12.668]",[],0.0,False,COc1ccc(cc1)Nc2c3c(csc3ncn2)c4ccccc4
25,165902513,"[4.05, 13.051]",[4.05],1.0,False,c1ccc(cc1)Nc2c3ccccc3ncn2
26,146131894,[7.592],[7.592],1.0,False,c1cc(c(c(c1)Cl)Cl)c2ccc(o2)/C=C\3/C(=O)NC(=S)S3
27,103553065,"[5.12, 6.792, 7.938, 13.605]","[5.12, 6.792, 7.938]",3.0,False,CN1CCN(CC1)c2ccc(cc2)Nc3ccnc4c3ccc(c4)Cl
28,163685418,"[-0.36, -0.002, 2.436, 3.887, 4.341, 8.578, 13.206, 16.729]","[3.887, 4.341, 8.578]",3.0,True,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C
29,166175288,"[4.245, 13.271]",[4.245],1.0,False,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)N
30,150902829,"[-0.068, 1.294, 13.452]",[],0.0,False,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccccc4
31,155207726,"[3.18, 15.181]",[3.18],1.0,False,COc1cccc(c1)c2ccnc(n2)Nc3ccccc3
32,163685423,"[4.155, 6.994, 12.974]","[4.155, 6.994]",2.0,False,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F
33,146754568,[7.903],[7.903],1.0,False,Cc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)C(F)(F)F
34,167000115,"[3.698, 10.586]","[3.698, 10.586]",2.0,False,Cc1ccc(cc1)n2cc(c3c2nc[nH]c3=O)c4ccccc4
35,166400056,"[2.464, 6.478, 10.744, 13.643]","[6.478, 10.744]",2.0,False,c1cc2c(cc1Br)/C(=C/c3cc(c(c(c3)Br)O)O)/C(=O)N2
36,103538745,"[4.062, 13.924]",[4.062],1.0,False,c1nc(c2c3c(sc2n1)CCCC3)N
37,100607035,[],[],0.0,False,COc1cc(cc(c1OC)OC)c2nc(no2)c3cccc(c3)C(F)(F)F
38,151033919,[6.935],[6.935],1.0,False,c1ccc(c(c1)NS(=O)(=O)c2c(cccc2F)F)Cl
39,163732545,"[4.155, 9.119]","[4.155, 9.119]",2.0,False,CN(C)CCN(Cc1ccccc1)c2ccccn2
40,103862338,"[-2.434, 1.152, 4.231, 11.29, 11.964, 13.613]",[4.231],1.0,False,COc1ccc(c(c1)Nc2c3c([nH]cn3)nc(n2)N)OC
41,166082627,[-0.124],[],0.0,False,Cn1c(=O)c-2nc(nn(c2nc1=O)C)c3ccc4c(c3)OCO4
42,146653252,"[0.197, 1.516, 2.23, 2.658, 8.865, 10.738, 14.545]","[8.865, 10.738]",2.0,False,Cc1ccc2c(c1)sc(n2)NC(=O)Cc3csc(n3)NC(=O)Nc4cccc(c4)Cl
43,163793989,"[-2.739, -0.407]",[],0.0,False,CC(=O)c1ccc(cc1)OCc2cc(on2)C(C)(C)C
44,146598982,"[0.004, 0.665, 2.046, 13.452]",[],0.0,False,COc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccccc4
45,154783818,[-1.491],[],0.0,False,c1ccc(cc1)CC2CCN(CC2)C(=O)c3ccccc3Cl
46,166258701,"[0.633, 10.184]",[10.184],1.0,False,CC(C)OC(=O)c1c(csc1N)c2ccc(c(c2)OC)OC
47,167127120,"[-0.877, -0.719, 3.869, 13.107]",[3.869],1.0,False,c1ccc(cc1)n2c3c(cn2)c(ncn3)N
48,151111761,"[-1.464, 1.397, 9.967, 14.623]",[9.967],1.0,False,c1ccc(cc1)c2cc(c(s2)N)C(=O)N
49,103674962,"[3.735, 8.918, 10.729, 13.086]","[3.735, 8.918, 10.729]",3.0,False,c1ccc2c(c1)c(nc(n2)c3ccccc3O)Nc4ccc(cc4)O
50,108364883,"[-1.464, 1.424, 13.648, 14.541]",[],0.0,False,C1CCc2c(c(c(s2)NC(=O)C3CC3)C(=O)N)C1
51,146729045,"[-1.464, 0.324, 13.258, 14.176]",[],0.0,False,c1cc(ccc1CC(=O)Nc2c(ccs2)C(=O)N)F
52,146131030,[7.805],[7.805],1.0,False,CCCCc1c(c2ccccc2o1)C(=O)c3ccc(cc3)O
53,170717272,"[-1.75, 6.342, 11.745, 13.055]",[6.342],1.0,False,c1ccc(cc1)c2[nH]c3ccc(cc3n2)C(=O)N
54,103906393,[3.521],[3.521],1.0,False,Cn1cc(c2c1cccc2)c3ccnc(n3)N4CCCCC4
55,166474845,"[3.892, 12.676, 15.786]",[3.892],1.0,False,c1cc(ccc1Nc2c(cnc(n2)Nc3ccc(cc3)F)F)F
56,165966181,"[2.436, 3.426, 15.478]",[3.426],1.0,False,Cc1ccc(cc1)Nc2nccc(n2)c3ccccn3
57,151176288,"[0.199, 1.895, 8.746, 14.976]",[8.746],1.0,False,c1ccc(cc1)CC(=O)NCC(=O)Nc2nc3ccccc3s2
58,177214561,"[0.357, 2.774, 4.495]",[4.495],1.0,False,CN(c1ccc(cc1)F)C(=O)N2CCN(CC2)c3c(cncn3)Cl
59,141408355,"[0.564, 0.76, 1.556, 14.481, 14.53]",[],0.0,False,c1cc2c(cc1Nc3nccc(n3)C(F)(F)F)CC(=O)N2
60,103637092,"[5.66, 13.243, 15.99]",[5.66],1.0,False,c1ccc(cc1)Nc2ccnc(n2)Nc3ccccc3
61,140454758,"[0.278, 6.348, 15.31]",[6.348],1.0,False,c1ccc(cc1)n2cnc3c2ccc(c3)N
62,152094823,"[2.607, 4.6, 15.194]",[4.6],1.0,False,c1ccc2c(c1)c(nc(n2)Nc3ccc(cc3)C(=O)O)c4ccc(cc4)Cl
63,150025320,"[-2.404, 6.058, 8.688, 12.766]","[6.058, 8.688]",2.0,False,CC(C)(C)c1cc(c(c(c1)NS(=O)(=O)C)OC)NC(=O)C(=O)c2ccc(c3c2cccc3)OCCN4CCOCC4
64,113364668,"[-1.289, 9.026, 12.783]",[9.026],1.0,False,CCN(CC)CCNC(=O)c1ccc2c(c1)nc(c(n2)c3ccccc3)c4ccccc4
65,166701927,[0.999],[],0.0,False,Cc1cc(ccc1F)C(=O)CSc2nc(cc(n2)C)C
66,103866476,"[1.152, 4.231, 11.29, 11.964, 13.613]",[4.231],1.0,False,COc1cc(cc(c1)OC)Nc2c3c([nH]cn3)nc(n2)N
67,151061613,"[-0.05, 3.58]",[3.58],1.0,False,COc1ccc(cc1)c2c(sc(n2)N3CCOCC3)c4ccc(cc4)OC
68,138164335,"[-1.462, 0.636, 1.873, 13.142, 13.801]",[],0.0,False,Cc1c(c(on1)C)CNc2ccccc2C(=O)Nc3ccc(cc3)Cl
69,167136368,"[1.04, 4.06, 12.042]",[4.06],1.0,False,Cn1c2ccccc2nc1c3c(non3)N
70,140622184,"[-0.417, -0.375, 6.881]",[6.881],1.0,False,c1ccc(c(c1)C(=O)Nc2nnc(s2)SCc3ccc(cc3)F)F
71,129138802,"[-1.287, 8.416, 10.823]","[8.416, 10.823]",2.0,False,c1ccc(cc1)c2cc(=O)c3c(cc(cc3o2)O)O
72,103784979,"[-1.696, 5.321, 10.227]","[5.321, 10.227]",2.0,False,Cn1c2c(c(=O)[nH]c1=O)n3cc(n(c3n2)c4ccccc4OC)c5ccccc5
73,167053428,"[1.183, 11.465, 15.591]",[],0.0,False,c1ccc2c(c1)c(n[nH]c2=O)N
74,100439230,"[-1.464, 0.307, 0.438, 12.435, 14.532]",[],0.0,False,COc1ccc(cc1OC)C(=O)Nc2c(c3c(s2)CCC3)C(=O)N
75,137913463,"[2.218, 4.432, 10.862, 10.976]","[4.432, 10.862, 10.976]",3.0,True,c1cc(ccc1c2cc(c(s2)C(=O)NN)N)Cl
76,103596155,"[-2.982, -0.042, 3.289, 10.555, 13.872]","[3.289, 10.555]",2.0,False,c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)N)N)c4ccco4
77,167076988,"[1.605, 2.72, 6.43, 12.418]",[6.43],1.0,False,CCOC(=O)CNc1c2nncn2c3cc(ccc3n1)C
78,137536703,[],[],0.0,False,c1ccc(cc1)c2ccc(cc2)CSc3nnc(o3)c4ccc5c(c4)OCO5
79,138394750,"[0.564, 3.18, 14.511]",[3.18],1.0,False,c1cc(ccc1Nc2nccc(n2)C(F)(F)F)N3CCOCC3
80,150831637,"[-2.066, -0.168, 13.225, 16.499]",[],0.0,False,c1ccc(cc1)c2ccccc2NC(=O)COC(=O)c3ccc4c(c3)c5c([nH]4)CCCC5
81,163753090,"[2.231, 12.662]",[],0.0,False,CS(=O)(=O)c1ccc2c(c1)c(ncn2)Nc3ccc(c(c3)F)OC(F)F
82,103888003,"[3.426, 8.127, 13.82]","[3.426, 8.127]",2.0,False,c1ccc(cc1)CN2CCc3c(sc4c3c(ncn4)N)C2
83,139209861,"[1.158, 11.371]",[],0.0,False,Cc1c2c(ncnc2on1)Nc3cccc(c3)Cl
84,103536774,"[4.35, 5.87, 13.131]","[4.35, 5.87]",2.0,False,CCCCOc1nccc(n1)Nc2ccccc2C(=O)O
85,103846025,"[2.275, 5.979]",[5.979],1.0,False,CCc1nnc2n1nc(s2)S
86,167022730,[8.05],[8.05],1.0,False,c1cc(cc(c1)OCc2ccc(cc2Cl)Cl)/C=C/3\C(=O)NC(=O)S3
87,163714187,"[3.855, 14.607]",[3.855],1.0,False,COc1cc(cnc1N)Cl
88,163666062,"[-2.89, 9.606, 13.041]",[9.606],1.0,False,Cc1c(c2ccccc2n1CC(=O)N)CCN
89,166510736,"[7.096, 13.838, 15.008]",[7.096],1.0,False,COc1ccc(cc1OC)Cc2cnc(nc2N)N
90,163730577,"[8.143, 9.843]","[8.143, 9.843]",2.0,False,c1ccc2c(c1)c(ccn2)N3CCNCC3
91,166291603,[8.369],[8.369],1.0,False,CCN(CC)CCOc1ccc(cc1)/C(=C(\c2ccccc2)/Cl)/c3ccccc3
92,166619286,"[2.122, 12.827]",[],0.0,False,Cc1ccc(cc1)c2c(non2)N
93,103786647,"[3.523, 7.492, 13.321]","[3.523, 7.492]",2.0,False,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCN5CCOCC5
94,137611011,"[-1.464, -0.697, 12.896, 14.461]",[],0.0,False,C1Cc2c(sc(c2C(=O)N)NC(=O)CN3C(=O)CCC3=O)C1
95,103521433,"[-2.982, 2.203, 3.845, 10.793, 14.053]","[3.845, 10.793]",2.0,False,c1ccc(cc1)c2c3c(c4c(c(sc4n2)C(=O)N)N)CCCC3
96,103538843,"[0.986, 9.366]",[9.366],1.0,False,CCCCCCCCc1cnc(nc1)c2ccc(cc2)O
97,163715228,"[3.023, 12.789]",[3.023],1.0,False,Cc1ccc(c(c1)C(=O)O)O
98,150986266,"[-1.872, 4.056, 6.563, 11.16]","[4.056, 6.563]",2.0,False,CN1CCN(CC1)S(=O)(=O)c2cccc(c2)C(=O)Nc3cccnc3
99,103517342,"[0.821, 4.1, 13.865]",[4.1],1.0,False,Cc1c(c2c3c(c(ncn3)N)sc2nc1C)C
100,163716805,"[3.49, 12.669]",[3.49],1.0,False,c1ccc2c(c1)nc(nn2)N
101,155110561,"[4.05, 12.87]",[4.05],1.0,False,c1ccc2c(c1)c(ncn2)Nc3cccc(c3)I
102,151305378,"[0.091, 1.703, 12.579, 13.471]",[],0.0,False,c1ccc(cc1)c2cc(n[nH]2)C(=O)NC3CC3
103,172319909,"[0.077, 1.259, 7.402]",[7.402],1.0,False,Cc1c(oc(n1)C)c2csc(n2)c3cnc4n3cccc4
104,135785638,"[0.201, 2.685]",[],0.0,False,Cc1nc(cs1)c2ccc3c(c2)OCO3
105,138287644,"[-0.8, 14.79]",[],0.0,False,Cc1ccc(cc1)Nc2cncc(n2)Cl
106,146197674,[],[],0.0,False,CC(=O)c1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)C(=O)OCC(=O)c4ccc(cc4)OC
107,177191623,"[-1.164, 1.852, 9.012, 13.305, 14.09, 14.55]",[9.012],1.0,False,CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C
108,100154738,"[-1.464, -0.332, 0.011, 12.189, 14.553]",[],0.0,False,c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N
109,112308400,"[3.252, 4.873, 9.597, 14.36, 16.037]","[3.252, 4.873, 9.597]",3.0,False,c1[nH]c2c(=O)[nH]c(nc2n1)NCC(=O)O
110,103570609,"[0.15, 2.037, 9.167]",[9.167],1.0,False,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(cc3)OC
111,146816178,"[-2.907, -0.166, 0.187, 13.429]",[],0.0,False,COc1ccc(cc1)c2cc(no2)CC(=O)NCc3ccccc3
112,177506692,"[0.195, 2.183, 4.314]",[4.314],1.0,False,COc1cc(cnc1)c2ccc(cc2)C(=O)N(Cc3nccs3)C4CC4
113,151825588,"[-1.102, 2.127, 8.473, 14.249]",[8.473],1.0,False,c1cc(c(nc1)NC(=O)c2ccc(cc2)OCC3CC3)O
114,146685109,"[-1.464, -1.34, 13.469, 14.071]",[],0.0,False,CC(=O)Nc1c(cc(s1)c2ccccc2)C(=O)N
115,166644918,"[-2.46, 2.039, 6.253, 9.264, 14.293, 15.32]","[6.253, 9.264]",2.0,False,c1cc(oc1)/C=N/c2c(nc(nc2O)N)N
116,113026965,"[3.158, 9.32, 13.733]","[3.158, 9.32]",2.0,False,c1ccc2c(c1)/C(=C/c3cccc(c3)O)/C(=O)N2
117,103613625,"[-1.75, -0.258, 5.171, 9.84, 14.039, 14.968]","[5.171, 9.84]",2.0,False,c1ccc2c(c1)c(nnc2Nc3ccc(cc3)C(=O)N)c4ccc(cc4)O
118,129303739,"[3.821, 4.206, 7.332, 10.815]","[3.821, 4.206, 7.332, 10.815]",4.0,True,Cc1ccc(cc1C)N2CCN(CC2)CCCNC(=O)c3nc(no3)c4cccnc4
119,100204175,"[-2.904, -1.381, 3.579, 9.861, 13.212]","[3.579, 9.861]",2.0,False,c1ccc2c(c1)/C(=C/Nc3ccc(cc3)S(=O)(=O)N)/C(=O)N2
120,129303741,"[3.486, 3.821, 7.244, 10.815]","[3.486, 3.821, 7.244, 10.815]",4.0,True,COc1ccccc1N2CCN(CC2)CCCNC(=O)c3nc(no3)c4cccnc4
121,151087294,"[3.308, 13.08]",[3.308],1.0,False,c1ccc(c(c1)Nc2c3c4c(sc3ncn2)CCCCC4)F
122,137781439,"[-1.464, 0.413, 2.47, 12.556, 14.144, 14.882]",[],0.0,False,c1ccc(cc1)c2cc(c(s2)NC(=O)Nc3ccc(cc3)F)C(=O)N
123,129303744,"[0.504, 4.206, 7.332, 10.604]","[4.206, 7.332, 10.604]",3.0,False,Cc1ccc(cc1C)N2CCN(CC2)CCCNC(=O)c3nc(no3)c4cncnc4
124,151281857,"[1.468, 13.974]",[],0.0,False,COC(=O)c1c(ccs1)NC(=O)Cc2cccc3c2cccc3
125,129303749,"[0.504, 2.549, 7.332, 10.604]","[7.332, 10.604]",2.0,False,Cc1ccc(c(c1)C)N2CCN(CC2)CCCNC(=O)c3nc(no3)c4cncnc4
126,166360262,"[0.035, 1.462, 8.328]",[8.328],1.0,False,CS(=O)(=O)c1ccc2c(c1)s/c(=N\C(=O)Cc3cccs3)/[nH]2
127,167042405,"[3.493, 13.503]",[3.493],1.0,False,c1cc(ccc1c2ccnc(n2)N)F
128,165944523,"[0.357, 2.226, 4.157, 9.093, 11.092, 14.458]","[4.157, 9.093]",2.0,False,c1cc(cc(c1)Nc2nc(cs2)c3ccc(cc3O)O)C(=O)O
129,100149453,[4.902],[4.902],1.0,False,c1cc(cc(c1)Cl)CSc2nnc(o2)c3ccncc3
130,151281869,"[1.842, 14.107]",[],0.0,False,COc1ccc(cc1)CC(=O)Nc2ccsc2C(=O)OC
131,150919376,"[0.174, 3.95, 11.155]",[3.95],1.0,False,c1ccc(c(c1)C(=O)Nc2cccc3c2nccc3)I
132,103526947,"[3.108, 4.101, 13.825]","[3.108, 4.101]",2.0,True,c1nc2c3c4c(c(nc3sc2c(n1)N)N5CCOCC5)CCCC4
133,103540949,[7.967],[7.967],1.0,False,COc1ccc(cc1)c2c(c(c([nH]2)c3ccc(cc3)OC)C#N)C#N
134,146608342,"[0.356, 0.509, 14.625]",[],0.0,False,c1ccc(cc1)c2n/c(=N\c3ccccc3)/sn2c4ccccc4
135,163795159,"[-2.128, 3.928, 8.582, 13.427]","[3.928, 8.582]",2.0,False,CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F
136,100076762,"[0.33, 2.513, 6.293, 13.94]",[6.293],1.0,False,Cc1cccnc1Nc2nc(cs2)c3ccc(c(c3)OC)OC
137,166766811,"[0.048, 2.088, 2.919, 9.216, 12.876]",[9.216],1.0,False,Cc1nc(cs1)c2cn[nH]c2c3ccc(cc3O)OC
138,177167581,"[-2.189, 1.754, 14.204, 14.231]",[],0.0,False,Cc1cc[nH]c1C(=O)NCC2CC(C2)(F)F
139,103663838,[9.812],[9.812],1.0,False,COc1ccc(cc1OC)/C=C\2/C(=S)NC(=O)S2
140,150895839,"[1.182, 12.968]",[],0.0,False,COC(=O)c1ccccc1NC(=O)Cc2cccc3c2cccc3
141,150919393,"[-1.872, 2.176, 4.001, 10.328]","[4.001, 10.328]",2.0,False,c1cc2cccnc2c(c1)NC(=O)c3cc(cnc3)Br
142,103697635,"[4.6, 4.6, 5.66, 13.243, 15.971]","[4.6, 4.6, 5.66]",3.0,True,c1cc(ccc1C(=O)O)Nc2ccnc(n2)Nc3ccc(cc3)C(=O)O
143,127396069,"[-0.88, -0.034, 0.9, 2.31, 11.228, 12.618]",[],0.0,False,c1ccc(cc1)NC(=O)c2c(nccn2)N
144,140595430,"[1.869, 12.48]",[],0.0,False,c1cc(ccc1c2c(non2)N)Br
145,167033642,"[-2.576, 4.714, 10.78]","[4.714, 10.78]",2.0,False,c1ccc(c(c1)C(=O)Nc2ccncc2)Br
146,129249515,"[-2.893, -0.298, 1.252, 13.176]",[],0.0,False,Cc1ccc(cc1C)NC(=O)c2cccc(c2)c3ccc(s3)S(=O)(=O)N4CCCC4
147,155123949,"[3.13, 8.305]","[3.13, 8.305]",2.0,False,COc1cc(ccc1OCc2ccc(cc2)F)CNCc3ccncc3
148,146849006,"[-1.129, -0.174, 4.381]",[4.381],1.0,False,c1ccc(cc1)c2nc(cs2)C(=O)N3CCN(CC3)c4cc(ncn4)N5CCOCC5
149,127587197,"[-0.3, 0.615, 1.292, 13.0, 15.084]",[],0.0,False,c1cc(cc(c1)Nc2ncc(cn2)Br)CO
150,96510192,"[0.133, 8.487, 15.652]",[8.487],1.0,False,c1ccc2c(c1)c(c[nH]2)C3=C(C(=O)NC3=O)N
151,166463937,"[-2.555, 9.078, 13.845]",[9.078],1.0,False,CN1CCC(CC1)NC(=O)c2cccc(c2)OC
152,154790133,"[4.705, 13.481]",[4.705],1.0,False,Cc1c(oc2c1c(ncn2)N)C
153,151905526,"[-0.985, -0.963, -0.332, 2.31, 3.375, 11.482, 13.072, 14.733]",[3.375],1.0,False,Cc1cc(no1)NC(=O)Nc2ccc(cc2)NC(=O)c3cccs3
154,155230458,"[1.842, 14.107]",[],0.0,False,COC(=O)c1c(ccs1)NC(=O)Cc2ccccc2
155,112332671,"[-2.791, 2.296, 13.329]",[],0.0,False,Cn1cc(c2c1cccc2)/C=C\3/c4ccccc4NC3=O
156,146088190,"[-1.464, -0.332, 0.011, 12.033, 14.553]",[],0.0,False,COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N
157,103808255,"[2.174, 3.49, 5.213, 14.457]","[3.49, 5.213]",2.0,False,Cc1nnc2n1nc(s2)c3ccc(cc3)N
158,151312641,"[2.0, 5.346, 14.192]",[5.346],1.0,False,c1ccc(c(c1)NC(=O)c2ccc(o2)Cl)N3CCCCC3
159,146122645,[7.592],[7.592],1.0,False,Cc1ccc(c(c1)Br)c2ccc(o2)/C=C/3\C(=O)NC(=S)S3
160,165901571,"[0.515, 7.062, 9.339, 12.694]","[7.062, 9.339]",2.0,False,COc1ccc(cc1)CCN2CCC(CC2)Nc3nc4ccccc4n3Cc5ccc(cc5)F
161,137706758,"[5.123, 13.404]",[5.123],1.0,False,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccccn3
162,166885761,"[4.267, 12.973]",[4.267],1.0,False,COc1cc2c(cc1OC)ncnc2Nc3ccc(cc3F)Br
163,103852296,"[3.18, 3.18, 3.892, 12.676, 15.878]","[3.18, 3.18, 3.892]",3.0,True,c1cc(ccc1Nc2c(cnc(n2)Nc3ccc(cc3)N4CCOCC4)F)N5CCOCC5
164,151324937,"[-1.927, 8.258, 12.293]",[8.258],1.0,False,c1ccc2c(c1)[nH]c(=O)n2C3CCN(CC3)Cc4ccc(cc4)Cl
165,103507259,"[5.973, 8.405, 12.749]","[5.973, 8.405]",2.0,False,CCN(CC)CC(=O)Nc1cc(nc2c1cccc2)N(C)C
166,152543447,"[-2.726, 0.007, 4.523, 4.576, 8.604]","[4.523, 4.576, 8.604]",3.0,True,c1ccnc(c1)c2c(c3n(n2)CCC3)c4ccnc5c4ccc(c5)O
167,151397645,"[-1.464, 4.569, 8.937, 13.041, 14.239]","[4.569, 8.937]",2.0,False,c1cc(oc1)CN2CCN(CC2)CC(=O)Nc3c(ccs3)C(=O)N
168,103709970,"[-0.016, 0.681, 8.495, 16.056]",[8.495],1.0,False,COc1ccc(cc1)C(=O)Nc2nnc(s2)Cc3c[nH]c4c3cccc4
169,166768915,"[2.531, 4.438, 8.621, 14.282]","[4.438, 8.621]",2.0,False,Cc1ccc2c(n/c(=N\c3[nH]c(cc(=O)n3)CSc4nnnn4c5ccccc5)/[nH]c2c1)C
170,151117077,"[2.218, 4.408, 10.843, 10.976]","[4.408, 10.843, 10.976]",3.0,True,c1ccc(cc1)c2cc(c(s2)C(=O)NN)N
171,166834454,"[0.942, 1.56, 4.412, 12.453, 13.957, 16.055]",[4.412],1.0,False,Cc1ccc(cc1)Nc2c3c(nc(n2)NCCO)n(cn3)C(C)C
172,150951191,"[0.15, 2.037, 9.167]",[9.167],1.0,False,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(c(c3)Cl)Cl
173,157441412,"[-1.387, 8.584, 9.84, 10.869]","[8.584, 9.84, 10.869]",3.0,False,c1cc(ccc1c2coc3cc(cc(c3c2=O)O)O)O
174,166020378,"[4.295, 7.024]","[4.295, 7.024]",2.0,False,c1cc(ccc1/C=C\2/C(=O)NC(=S)S2)N3CCCC3
175,103838767,"[-0.366, 4.576, 15.072, 15.177]",[4.576],1.0,False,CNC(=O)CCCc1c2cc(ccc2[nH]c1c3ccccn3)F
176,151769373,"[-1.561, 0.313, 3.197, 13.175]",[3.197],1.0,False,Cn1c2c(cn1)c(ncn2)NCCOc3cccc(c3)Cl
177,150951198,"[0.145, 1.869, 8.957]",[8.957],1.0,False,CCOc1ccc2c(c1)sc(n2)NC(=O)C(c3ccccc3)c4ccccc4
178,155044485,"[1.067, 1.494, 7.533, 14.101]",[7.533],1.0,False,CCN1CCN(CC1)c2c(cccc2Cl)NC(=O)c3ccc(o3)Br
179,166523172,"[-1.252, 8.452, 9.84, 10.837]","[8.452, 9.84, 10.837]",3.0,True,c1cc(ccc1c2cc(=O)c3c(cc(cc3o2)O)O)O
180,167057702,"[-2.245, 0.644, 3.892, 12.676, 16.976]",[3.892],1.0,False,COc1ccccc1Nc2c(cnc(n2)Nc3ccccc3OC)F
181,103743367,[2.147],[],0.0,False,c1ccc(cc1)c2nc3c4ccccc4oc3c(n2)N5CCOCC5
182,146850092,"[-1.75, 5.18, 13.478]",[5.18],1.0,False,CNC(=O)c1ccc2c(c1)ncn2c3ccccc3
183,129142585,"[2.049, 3.339]",[3.339],1.0,False,COc1ccc(cc1)OCc2nnc3n2nc(s3)c4ccccc4
