eMolecules_Order_Number,NAME,PO_Number,ORIG_ROWNUM,MATCH_TYPE,MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,SHIPPED_AMOUNT,SHIPPED_UNITS,BARCODE,PLATE_BARCODE,LOCATION,Text 1,EMOLECULES_ID
350029254,Mehtap Isik,,261,exact,287.31,Fc1cccc(c1)CSc1nnc(o1)c1ccncc1,,,,mg,,,,,5616156
350029254,Mehtap Isik,,262,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,263,exact,356.48,O=C(c1ccc(cc1)C(C)(C)C)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,639114
350029254,Mehtap Isik,,264,exact,388.48,CCOc1ccc2c(c1)sc(n2)NC(=O)C(c1ccccc1)c1ccccc1,,,,mg,,,,,2382204
350029254,Mehtap Isik,,265,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,266,exact,280.3,Fc1cnc(nc1Nc1ccccc1)Nc1ccccc1,,,,mg,,,,,1242054
350029254,Mehtap Isik,,267,exact,482.19,OC[C@H](CONC(=O)c1ccc(c(c1Nc1ccc(cc1F)I)F)F)O,,,,mg,,,,,31507606
350029254,Mehtap Isik,,268,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,269,exact,449.92,Brc1ccc(cc1)NC(=O)c1cc(Br)cc(c1O)Br,,,,mg,,,,,629390
350029254,Mehtap Isik,,270,exact,371.39,COc1ccc(cc1)C(=O)Nc1ccccc1c1nc2ccccc2[nH]c1=O,,,,mg,,,,,17484267
350029254,Mehtap Isik,,271,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,272,exact,161.16,O=c1[nH]nc(c2c1cccc2)N,,,,mg,,,,,49398053
350029254,Mehtap Isik,,273,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,274,exact,264.28,Cc1cccc(c1)C1=N/C(=C\c2cccnc2)/C(=O)O1,,,,mg,,,,,25792607
350029254,Mehtap Isik,,275,exact,147.17,O=C1CCc2c(N1)cccc2,,,,mg,,,,,506221
350029254,Mehtap Isik,,276,exact,346.4,COc1ccc(cc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCC2,,,,mg,,,,,2319765
350029254,Mehtap Isik,,277,exact,363.4,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,,,,mg,,,,,5428828
350029254,Mehtap Isik,,278,exact,270.24,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,,,,mg,,,,,478202
350029254,Mehtap Isik,,279,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,280,exact,241.26,O=C(Nc1ccccc1F)/C=C/c1ccccc1,,,,mg,,,,,17837989
350029254,Mehtap Isik,,281,exact,334.82,Clc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,2126243
350029254,Mehtap Isik,,282,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,283,exact,218.27,NC(=O)c1cc(sc1N)c1ccccc1,,,,mg,,,,,859659
350029254,Mehtap Isik,,284,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,285,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,286,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,287,isomeric,314.79,NCCN1C(=O)S/C(=C/c2ccc(cc2)OC)/C1=O.Cl,,,,mg,,,,,45772500
350029254,Mehtap Isik,,288,exact,441.5,COc1ccccc1NC(=O)c1ccc(cc1)CSc1nnc2c(n1)[nH]c1c2cccc1,,,,mg,,,,,1518526
350029254,Mehtap Isik,,289,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,290,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,291,exact,192.23,Oc1ccc2c(c1)cc(s2)C(=O)C,,,,mg,,,,,50500629
350029254,Mehtap Isik,,292,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,293,exact,349.19,Clc1cccc(c1)Nc1ncc(c(n1)Nc1cccc(c1)Cl)F,,,,mg,,,,,1422051
350029254,Mehtap Isik,,294,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,295,exact,354.4,Cc1ccc(cc1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N,,,,mg,,,,,1411042
350029254,Mehtap Isik,,296,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,297,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,298,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,299,exact,291.37,O=S(=O)(c1cccc2c1ccnc2)N1CCNCCC1,,,,mg,,,,,901874
350029254,Mehtap Isik,,300,exact,245.66,Clc1ccc2c(c1)/C(=C\c1ccco1)/C(=O)N2,,,,mg,,,,,72985551
350029254,Mehtap Isik,,301,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,302,exact,389.88,OCCNS(=O)(=O)c1cc(ccc1Cl)c1sc(nc1C)NC(=O)C,,,,mg,,,,,31507624
350029254,Mehtap Isik,,303,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,304,exact,295.34,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)C,,,,mg,,,,,5828805
350029254,Mehtap Isik,,305,exact,313.27,Cn1nc(nc2c1nc(=O)n(c2=O)C)c1ccc2c(c1)OCO2,,,,mg,,,,,742162
350029254,Mehtap Isik,,306,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,307,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,308,exact,284.7,Clc1cccc(c1)C1=N/C(=C\c2cccnc2)/C(=O)O1,,,,mg,,,,,207007178
350029254,Mehtap Isik,,309,exact,328.41,COc1ccc2c(c1)Cc1c2nc(s1)NC(=O)c1cccs1,,,,mg,,,,,1465556
350029254,Mehtap Isik,,310,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,311,exact,310.37,O=C(Cc1cccc2c1cccc2)Nc1sccc1C(=O)N,,,,mg,,,,,5490817
350029254,Mehtap Isik,,312,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,313,exact,300.44,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C,,,,mg,,,,,206842990
350029254,Mehtap Isik,,314,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,315,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,316,exact,426.44,O=C(Nc1ncc(s1)Cc1ccc(c(c1)F)F)CCc1nc2ccccc2c(=O)[nH]1,,,,mg,,,,,18897105
350029254,Mehtap Isik,,317,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,318,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,319,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,320,exact,260.68,Clc1cccc(c1)Nc1nc(N)nc2c1nc[nH]2,,,,mg,,,,,13594970
350029254,Mehtap Isik,,321,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,322,exact,277.32,Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,,,,mg,,,,,2727697
350029254,Mehtap Isik,,323,exact,254.25,NC(=O)c1ccc(cc1)Nc1ncnc2c1nc[nH]2,,,,mg,,,,,2581573
350029254,Mehtap Isik,,324,exact,378.37,O=C(c1nscc1NCc1ccncc1)Nc1cccc(c1)C(F)(F)F,,,,mg,,,,,6697792
350029254,Mehtap Isik,,325,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,326,exact,292.35,NCCN1C(=O)S/C(=C\c2ccc(cc2)OCC)/C1=O,,,,mg,,,,,25915218
350029254,Mehtap Isik,,327,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,328,salt/solvate,396.67,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Br.Cl,,,,mg,,,,,8318309
350029254,Mehtap Isik,,329,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,330,exact,337.37,O=C1N(CNc2ccc(cc2)N2CCOCC2)C(=O)c2c1cccc2,,,,mg,,,,,1067536
350029254,Mehtap Isik,,331,exact,250.66,O=C(c1c(F)cccc1Cl)Nc1ccncc1,,,,mg,,,,,17004732
350029254,Mehtap Isik,,332,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,333,exact,239.24,Fc1ccc(cc1)/C=C/1\C(=O)Nc2c1cccc2,,,,mg,,,,,45793317
350029254,Mehtap Isik,,334,exact,255.7,Clc1ccc2c(c1)/C(=C\c1ccccc1)/C(=O)N2,,,,mg,,,,,44844471
350029254,Mehtap Isik,,335,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,336,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,337,exact,281.35,COC(=O)c1sccc1NC(=O)Cc1cccs1,,,,mg,,,,,5808531
350029254,Mehtap Isik,,338,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,339,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,340,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,341,exact,313.35,c1ccc(cc1)Oc1ccc(cc1)Nc1ncnc2c1cccc2,,,,mg,,,,,1875598
350029254,Mehtap Isik,,342,exact,328.43,O=C(Nc1sc2c(c1C(=O)N)CCCC2)CCc1ccccc1,,,,mg,,,,,1557075
350029254,Mehtap Isik,,343,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,344,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,345,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,346,exact,333.41,Cc1ccc(cc1)c1csc2c1c(ncn2)Nc1cccc(c1)O,,,,mg,,,,,31653710
350029254,Mehtap Isik,,347,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,348,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,349,exact,278.33,c1ccc(cc1)Nc1ncnc2c1sc1c2cccn1,,,,mg,,,,,5773333
350029254,Mehtap Isik,,350,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,351,exact,211.22,Nc1n[nH]c2c1cc(nn2)c1ccccc1,,,,mg,,,,,45957213
350029254,Mehtap Isik,,352,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,353,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,354,exact,341.36,COc1ccc(cc1OC)Nc1ncnc2c1cc(OC)c(c2)OC,,,,mg,,,,,32259068
350029254,Mehtap Isik,,355,exact,340.18,O=C1S/C(=C/c2ccc(o2)c2ccc(c(c2)Cl)Cl)/C(=O)N1,,,,mg,,,,,25857006
350029254,Mehtap Isik,,356,exact,352.37,O=C(Nc1ccc(cc1)n1cnnn1)CSc1nc2c(o1)cccc2,,,,mg,,,,,30149417
350029254,Mehtap Isik,,357,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,358,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,359,exact,241.04,Brc1ccc2c(c1)cc(o2)C(=O)O,,,,mg,,,,,724767
350029254,Mehtap Isik,,360,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,361,exact,76.12,NC(=S)N,,,,mg,,,,,484431
350029254,Mehtap Isik,,362,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,363,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,364,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,365,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,366,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,367,exact,329.35,Oc1ccc(cc1)Nc1nc(nc2c1cccc2)c1ccccc1O,,,,mg,,,,,4518504
350029254,Mehtap Isik,,368,exact,323.73,O=C1S/C(=C/c2ccc(o2)c2ccc(c(c2)Cl)F)/C(=O)N1,,,,mg,,,,,25775231
350029254,Mehtap Isik,,369,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,370,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,371,exact,234.25,c1ccc(cc1)c1n[nH]c2c1oc1c2cccc1,,,,mg,,,,,15798517
350029254,Mehtap Isik,,372,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,373,exact,351.01,Clc1cc(Cl)c(c(c1)C(=O)Nc1ccc(c(c1)Cl)Cl)O,,,,mg,,,,,718480
350029254,Mehtap Isik,,374,exact,445.92,Clc1ccc(cc1)c1nn2c(c1)ncc(c2c1ccccc1)S(=O)(=O)c1ccccc1,,,,mg,,,,,8239734
350029254,Mehtap Isik,,375,exact,306.11,Brc1cc2c(/C=C/3\NC(=O)NC3=O)c[nH]c2cc1,,,,mg,,,,,26328012
350029254,Mehtap Isik,,376,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,377,exact,290.36,Cc1cc(C)c2c(n1)sn(c2=O)C(=O)c1cccs1,,,,mg,,,,,5840978
350029254,Mehtap Isik,,378,exact,248.28,c1ccc(cc1)Nc1nccc(n1)c1cccnc1,,,,mg,,,,,36025841
350029254,Mehtap Isik,,379,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,380,exact,328.43,O=C(c1ccc(c(c1)C)C)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,5393098
350029254,Mehtap Isik,,381,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,382,exact,330.4,COc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1452942
350029254,Mehtap Isik,,383,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,384,exact,526.51,O=C(C(O)(C)C)N1CCN(CC1)c1ccc(c(c1)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C(F)(F)F,,,,mg,,,,,43552362
350029254,Mehtap Isik,,385,exact,381.28,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(c(c1)Cl)Cl,,,,mg,,,,,3365457
350029254,Mehtap Isik,,386,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,387,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,388,exact,420.46,CCOC(=O)c1ccc(cc1)Nc1cc(C)nc(n1)Nc1ccc(cc1)C(=O)OCC,,,,mg,,,,,4375254
350029254,Mehtap Isik,,389,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,390,exact,286.33,CCCCNc1nccc(n1)Nc1ccccc1C(=O)O,,,,mg,,,,,185253940
350029254,Mehtap Isik,,391,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,392,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,393,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,394,exact,328.39,COc1ccc2c(c1)s/c(=N/C(=O)Cc1ccccc1OC)/[nH]2,,,,mg,,,,,46497635
350029254,Mehtap Isik,,395,exact,201.22,O=C(c1ccccc1)Nc1n[nH]c(c1)C,,,,mg,,,,,33489755
350029254,Mehtap Isik,,396,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,397,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,398,exact,510.92,O=C(c1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(cc1)OC(Cl)(F)F)N1CCOCC1,,,,mg,,,,,6774203
350029254,Mehtap Isik,,399,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,400,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,401,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,402,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,403,exact,341.36,O=C(c1ccccc1)Nc1ccccc1c1nc2ccccc2[nH]c1=O,,,,mg,,,,,2285322
350029254,Mehtap Isik,,404,exact,248.28,O=C(c1ccccc1)Nc1cccc2c1nccc2,,,,mg,,,,,8258619
350029254,Mehtap Isik,,405,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,406,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,407,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,408,exact,235.28,Cc1cccc(c1)Nc1ncnc2c1cccc2,,,,mg,,,,,1327897
350029254,Mehtap Isik,,409,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,410,exact,440.83,NC(=O)c1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(cc1)OC(Cl)(F)F,,,,mg,,,,,6775995
350029254,Mehtap Isik,,411,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,412,exact,249.29,CCOc1ccc(cc1)/C=C/1\SC(=O)NC1=O,,,,mg,,,,,26089236
350029254,Mehtap Isik,,413,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,414,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,415,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,416,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,417,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,418,exact,364.46,O=C(c1csc(n1)c1cccnc1)Nc1ccc(cc1)N1CCCCC1,,,,mg,,,,,180065629
350029254,Mehtap Isik,,419,exact,286.29,COc1ccc(cc1Nc1nc(N)nc2c1nc[nH]2)OC,,,,mg,,,,,13591161
350029254,Mehtap Isik,,420,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,421,exact,301.39,O=C(c1cccs1)Nc1nnc(s1)Cc1ccccc1,,,,mg,,,,,1228629
350029254,Mehtap Isik,,422,exact,234.2,O=C(c1c(F)cccc1F)Nc1ccncc1,,,,mg,,,,,2042282
350029254,Mehtap Isik,,423,exact,421.45,CCOC(=O)c1cnc2c(c1Nc1ccc(cc1)NC(=O)C)cc(cc2)C(=O)OCC,,,,mg,,,,,1440277
350029254,Mehtap Isik,,424,exact,270.31,O=C(c1n[nH]c(c1)c1ccccc1)Nc1nccs1,,,,mg,,,,,13487892
350029254,Mehtap Isik,,425,exact,290.34,O=C(c1ccco1)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1852544
350029254,Mehtap Isik,,426,exact,295.13,Nc1nc(Nc2ccc(c(c2)Cl)Cl)c2c(n1)[nH]cn2,,,,mg,,,,,13590943
350029254,Mehtap Isik,,427,exact,316.32,COc1cc(cc(c1OC)OC)Nc1nc(N)nc2c1nc[nH]2,,,,mg,,,,,13589942
350029254,Mehtap Isik,,428,exact,369.42,COc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1,,,,mg,,,,,1356211
350029254,Mehtap Isik,,429,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,430,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,431,exact,379.86,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F,,,,mg,,,,,5428814
350029254,Mehtap Isik,,432,exact,290.36,Cc1cc(C)nc(n1)SCC(=O)c1ccc(c(c1)C)F,,,,mg,,,,,1477944
350029254,Mehtap Isik,,433,exact,227.26,O=C(c1n[nH]c(c1)c1ccccc1)NC1CC1,,,,mg,,,,,31855157
350029254,Mehtap Isik,,434,exact,381.27,OC(=O)CSc1ncnc2c1sc(c2)c1ccc(cc1)Br,,,,mg,,,,,2867948
350029254,Mehtap Isik,,435,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,436,exact,297.37,Fc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,,,,mg,,,,,1214596
350029254,Mehtap Isik,,437,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,438,exact,368.4,O=C(c1cccs1)Nc1ncc(s1)Cc1cccc(c1)C(F)(F)F,,,,mg,,,,,1406839
350029254,Mehtap Isik,,439,exact,313.39,Fc1ccccc1Nc1ncnc2c1c1CCCCCc1s2,,,,mg,,,,,3064336
350029254,Mehtap Isik,,440,exact,378.2,COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1F)Br,,,,mg,,,,,32259063
350029254,Mehtap Isik,,441,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,442,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,443,exact,317.39,O=C(c1cccs1)Nc1nnc(s1)COc1ccccc1,,,,mg,,,,,1472238
350029254,Mehtap Isik,,444,exact,403.86,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)Cl)c1ccccc1,,,,mg,,,,,1749044
350029254,Mehtap Isik,,445,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,446,exact,322.32,Oc1cccc(c1)Nc1nccc(n1)Nc1ccccc1C(=O)O,,,,mg,,,,,50892016
350029254,Mehtap Isik,,447,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,448,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,449,exact,333.41,COc1cccc(c1)Nc1ncnc2c1c(cs2)c1ccccc1,,,,mg,,,,,33404168
350029254,Mehtap Isik,,450,exact,406.9,Clc1cc(Cl)c(c(c1O)Cc1c(O)c(Cl)cc(c1Cl)Cl)Cl,,,,mg,,,,,496659
350029254,Mehtap Isik,,451,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,452,exact,394.49,O=C(c1ccc(cc1)S(=O)(=O)N(c1ccccc1)C)N(Cc1ccccc1)C,,,,mg,,,,,3563294
350029254,Mehtap Isik,,453,exact,334.82,Clc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1022286
350029254,Mehtap Isik,,454,exact,277.28,O=c1[nH]c2ccccc2c(c1c1nc2c([nH]1)cccc2)O,,,,mg,,,,,1102350
350029254,Mehtap Isik,,455,exact,314.4,O=C(Nc1sc2c(c1C(=O)N)CCCC2)Cc1ccccc1,,,,mg,,,,,1108650
350029254,Mehtap Isik,,456,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,457,exact,274.12,O=C1NC(=O)/C(=C\c2ccc(c(c2)Cl)Cl)/S1,,,,mg,,,,,25775241
350029254,Mehtap Isik,,458,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,459,exact,249.31,c1ccc(cc1)CCNc1ncnc2c1cccc2,,,,mg,,,,,1427450
350029254,Mehtap Isik,,460,exact,319.4,O=C(c1ccc2c(c1)cc[nH]2)N1CCN(CC1)Cc1ccccc1,,,,mg,,,,,4762361
350029254,Mehtap Isik,,461,exact,326.41,O=C(Nc1sc2c(c1C(=O)N)CCCC2)/C=C/c1ccccc1,,,,mg,,,,,640814
350029254,Mehtap Isik,,462,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,463,exact,194.23,c1ccc(cc1)c1n[nH]c2c1cccc2,,,,mg,,,,,2711684
350029254,Mehtap Isik,,464,exact,352.45,O=C(/N=c/1\sc2c([nH]1)ccc(c2)S(=O)(=O)C)Cc1cccs1,,,,mg,,,,,33644856
350029254,Mehtap Isik,,465,exact,347.37,O=C(c1ccccc1C(F)(F)F)N1CCC(CC1)Cc1ccccc1,,,,mg,,,,,180998255
350029254,Mehtap Isik,,466,exact,381.37,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,,,,mg,,,,,901601
350029254,Mehtap Isik,,467,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,468,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,469,exact,327.36,COc1cccc(c1)NC(=O)Nc1nnc(s1)c1ccncc1,,,,mg,,,,,1456962
350029254,Mehtap Isik,,470,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,471,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,472,exact,387.86,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Cl)c1ccccc1,,,,mg,,,,,2400468
350029254,Mehtap Isik,,473,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,474,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,475,exact,275.32,COC(=O)c1sccc1NC(=O)Cc1ccccc1,,,,mg,,,,,2440057
350029254,Mehtap Isik,,476,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,477,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,478,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,479,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,480,exact,321.39,COc1cc(ccc1OC)c1csc(c1C(=O)OC(C)C)N,,,,mg,,,,,837243
350029254,Mehtap Isik,,481,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,482,exact,165.15,Oc1ccc(cc1)/C=C/[N+](=O)[O-],,,,mg,,,,,18599552
350029254,Mehtap Isik,,483,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,484,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,485,exact,343.35,NC(=O)c1sc2c(c1N)c(cc(n2)c1cccs1)C(F)(F)F,,,,mg,,,,,37117785
350029254,Mehtap Isik,,486,exact,294.24,Nc1nc(Nc2cccc(c2)C(F)(F)F)c2c(n1)[nH]cn2,,,,mg,,,,,13595158
350029254,Mehtap Isik,,487,exact,229.24,CCn1c(nc2c1cccc2)c1nonc1N,,,,mg,,,,,1360661
350029254,Mehtap Isik,,488,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,489,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,490,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,491,exact,314.43,Cc1cccc(c1)Cc1cnc(s1)NC(=O)c1cccs1,,,,mg,,,,,6458515
350029254,Mehtap Isik,,492,exact,361.87,O=C(c1ccccc1Cl)Nc1nnc(s1)SCc1ccccc1,,,,mg,,,,,5432942
350029254,Mehtap Isik,,493,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,494,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,495,exact,457.96,O=C(Nc1nc2c(s1)cc(cc2)C)Cc1csc(n1)NC(=O)Nc1cccc(c1)Cl,,,,mg,,,,,5551808
350029254,Mehtap Isik,,496,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,497,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,498,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,499,exact,306.18,Brc1cccc(c1)Nc1ncnc2c1ccs2,,,,mg,,,,,3211470
350029254,Mehtap Isik,,500,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,501,exact,432.31,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Br)c1ccccc1,,,,mg,,,,,2398705
350029254,Mehtap Isik,,502,exact,369.42,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1,,,,mg,,,,,1753242
350029254,Mehtap Isik,,503,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,504,exact,223.22,O=C1NC(=O)/C(=C/c2ccccc2F)/S1,,,,mg,,,,,26320237
350029254,Mehtap Isik,,505,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,506,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,507,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,508,exact,265.29,COc1cc(ccc1OC)/C=C/1\SC(=O)NC1=O,,,,mg,,,,,26089210
350029254,Mehtap Isik,,509,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,510,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,511,exact,306.32,OC(=O)c1ccccc1Nc1ccnc(n1)Nc1ccccc1,,,,mg,,,,,4989759
350029254,Mehtap Isik,,512,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,513,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,514,exact,205.23,O=C1NC(=O)S/C/1=C\c1ccccc1,,,,mg,,,,,832043
350029254,Mehtap Isik,,515,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,516,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,517,exact,328.39,COc1cccc(c1)CC(=O)Nc1nc2c(s1)cc(cc2)OC,,,,mg,,,,,12272961
