eMolecules_Order_Number,NAME,PO_Number,ORIG_ROWNUM,MATCH_TYPE,MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,SHIPPED_AMOUNT,SHIPPED_UNITS,BARCODE,PLATE_BARCODE,LOCATION,Text 1,EMOLECULES_ID
350029254,Mehtap Isik,,108,exact,301.77,COc1cc2c(cc1OC)CCN=C2c1cccc(c1)Cl,,,,mg,,,,,5837205
350029254,Mehtap Isik,,109,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,110,exact,364.42,COc1ccc(c(c1)Sc1ccc2n(n1)c(nn2)c1ccccc1)OC,,,,mg,,,,,5847064
350029254,Mehtap Isik,,111,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,112,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,113,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,114,exact,374.32,OC(=O)c1ccccc1Nc1ccnc(n1)Nc1ccc(cc1)C(F)(F)F,,,,mg,,,,,185254147
350029254,Mehtap Isik,,115,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,116,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,117,exact,304.36,CCOc1ccc(cc1)CC(=O)Nc1sccc1C(=O)N,,,,mg,,,,,30140055
350029254,Mehtap Isik,,118,exact,235.28,c1ccc(cc1)CNc1ncnc2c1cccc2,,,,mg,,,,,1327878
350029254,Mehtap Isik,,119,salt/solvate,287.77,NCCNS(=O)(=O)c1cccc2c1ccnc2.Cl,,,,mg,,,,,8830330
350029254,Mehtap Isik,,120,exact,294.76,O=C(Nc1sccc1C(=O)N)Cc1ccccc1Cl,,,,mg,,,,,2266103
350029254,Mehtap Isik,,121,exact,319.38,Oc1cccc(c1)Nc1ncnc2c1cc(s2)c1ccccc1,,,,mg,,,,,179187955
350029254,Mehtap Isik,,122,exact,358.45,COc1ccc(cc1)CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,3565625
350029254,Mehtap Isik,,123,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,124,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,125,exact,354.4,Cc1cccc(c1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N,,,,mg,,,,,2157519
350029254,Mehtap Isik,,126,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,127,exact,331.37,OCCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,,,,mg,,,,,1415762
350029254,Mehtap Isik,,128,exact,218.27,NC(=O)c1sc(cc1N)c1ccccc1,,,,mg,,,,,932359
350029254,Mehtap Isik,,129,exact,224.3,NC(=O)c1sc(cc1N)c1cscc1,,,,mg,,,,,1934441
350029254,Mehtap Isik,,130,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,131,exact,335.38,NC(=O)c1sc2c(c1N)c(cc(n2)c1ccccc1)c1ccco1,,,,mg,,,,,1129902
350029254,Mehtap Isik,,132,exact,493.6,CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,,,,mg,,,,,876446
350029254,Mehtap Isik,,133,exact,370.4,COc1cc2nccc(c2cc1OC)Nc1cc(OC)c(c(c1)OC)OC,,,,mg,,,,,42976292
350029254,Mehtap Isik,,134,exact,225.25,Nc1nccc(n1)c1c(C)nc2n1cccc2,,,,mg,,,,,44673603
350029254,Mehtap Isik,,135,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,136,exact,349.22,Brc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1,,,,mg,,,,,1716329
350029254,Mehtap Isik,,137,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,138,exact,330.42,COc1ccc(cc1)Cc1cnc(s1)NC(=O)c1cccs1,,,,mg,,,,,1303365
350029254,Mehtap Isik,,139,exact,420.51,O=C(c1onc(n1)c1cccnc1)NCCCN1CCN(CC1)c1ccc(c(c1)C)C,,,,mg,,,,,37139364
350029254,Mehtap Isik,,140,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,141,exact,234.2,COc1ccc2c(c1)oc(=O)cc2CC(=O)O,,,,mg,,,,,490595
350029254,Mehtap Isik,,142,exact,191.25,Cc1cnc(s1)Nc1ccccn1,,,,mg,,,,,44750813
350029254,Mehtap Isik,,143,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,144,exact,457.43,COc1ccc(cc1)C(=O)COC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(=O)C,,,,mg,,,,,2759864
350029254,Mehtap Isik,,145,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,146,exact,242.24,Nc1nc(Nc2ccccc2O)c2c(n1)[nH]cn2,,,,mg,,,,,27459608
350029254,Mehtap Isik,,147,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,148,exact,282.72,O=C(c1ccccc1Cl)Nc1cccc2c1nccc2,,,,mg,,,,,1573146
350029254,Mehtap Isik,,149,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,150,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,151,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,152,exact,237.25,Oc1ccc(cc1)/C=C/1\C(=O)Nc2c1cccc2,,,,mg,,,,,27210622
350029254,Mehtap Isik,,153,exact,330.18,COc1ccc2c(c1)ncnc2Nc1cccc(c1)Br,,,,mg,,,,,179667432
350029254,Mehtap Isik,,154,exact,287.32,Nc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,,,,mg,,,,,840416
350029254,Mehtap Isik,,155,exact,274.34,O=C(Nc1sccc1C(=O)N)Cc1ccc(cc1)C,,,,mg,,,,,7891599
350029254,Mehtap Isik,,156,exact,319.28,FC(c1ccc(cc1)c1nnc2n1nc(cc2)NC1CC1)(F)F,,,,mg,,,,,5784088
350029254,Mehtap Isik,,157,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,158,exact,324.31,Fc1cnc(nc1Nc1ccccc1C(=O)O)Nc1ccccc1,,,,mg,,,,,50892030
350029254,Mehtap Isik,,159,exact,236.27,Fc1ccc(cc1)c1cc(c(s1)C(=O)N)N,,,,mg,,,,,45491413
350029254,Mehtap Isik,,160,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,161,exact,284.13,O=C1NC(=O)/C(=C/c2cccc(c2)Br)/S1,,,,mg,,,,,25849195
350029254,Mehtap Isik,,162,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,163,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,164,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,165,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,166,exact,325.38,COC(=O)c1sccc1NC(=O)Cc1ccc2c(c1)cccc2,,,,mg,,,,,43969324
350029254,Mehtap Isik,,167,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,168,exact,284.13,O=C1NC(=O)S/C/1=C\c1ccc(cc1)Br,,,,mg,,,,,26089200
350029254,Mehtap Isik,,169,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,170,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,171,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,172,exact,321.37,Fc1ccc(cc1)Nc1ncnc2c1c(cs2)c1ccccc1,,,,mg,,,,,688294
350029254,Mehtap Isik,,173,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,174,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,175,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,176,exact,360.43,OC(=O)CCCC(=O)Nc1scc(c1C(=O)N)c1ccc(c(c1)C)C,,,,mg,,,,,4038159
350029254,Mehtap Isik,,177,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,178,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,179,exact,400.28,Clc1cccc(c1c1c(=O)ncn2c1ccc(n2)Sc1ccccc1)Cl,,,,mg,,,,,5867038
350029254,Mehtap Isik,,180,exact,347.41,O=C(c1ccc(cc1)C(C)(C)C)Nc1cc(c[nH]c1=O)c1ccncc1,,,,mg,,,,,181274151
350029254,Mehtap Isik,,181,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,182,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,183,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,184,exact,337.8,O=C(c1ccccc1Oc1ccccc1)NCc1ccccc1Cl,,,,mg,,,,,2243257
350029254,Mehtap Isik,,185,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,186,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,187,exact,374.45,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCCC2,,,,mg,,,,,2358480
350029254,Mehtap Isik,,188,exact,340.35,COc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OC)F,,,,mg,,,,,1288411
350029254,Mehtap Isik,,189,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,190,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,191,exact,237.26,O=C(c1n[nH]c2c1cccc2)Nc1ccccc1,,,,mg,,,,,13419113
350029254,Mehtap Isik,,192,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,193,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,194,exact,372.81,COc1cc2c(Nc3ccc(cc3)NC(=O)C)nc(nc2cc1OC)Cl,,,,mg,,,,,14820295
350029254,Mehtap Isik,,195,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,196,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,197,exact,300.15,Brc1cccc(c1)Nc1ncnc2c1cccc2,,,,mg,,,,,33404805
350029254,Mehtap Isik,,198,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,199,exact,332.8,COc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl,,,,mg,,,,,2393398
350029254,Mehtap Isik,,200,exact,321.37,Fc1ccc(cc1)Nc1ncnc2c1cc(s2)c1ccccc1,,,,mg,,,,,684258
350029254,Mehtap Isik,,201,exact,265.31,COc1ccc(cc1)CNc1ncnc2c1cccc2,,,,mg,,,,,3560787
350029254,Mehtap Isik,,202,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,203,exact,237.26,c1ccc(cc1)Nc1nnc(o1)c1ccccc1,,,,mg,,,,,37308
350029254,Mehtap Isik,,204,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,205,exact,209.25,Nc1ccc2c(c1)ncn2c1ccccc1,,,,mg,,,,,31653344
350029254,Mehtap Isik,,206,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,207,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,208,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,209,exact,353.83,Clc1ccc(cc1)c1csc2c1c(ncn2)Nc1cccc(c1)O,,,,mg,,,,,33404180
350029254,Mehtap Isik,,210,exact,402.4,O=C(Nc1cccc(n1)C)COc1cc(O)c2c(c1)oc(cc2=O)c1ccccc1,,,,mg,,,,,13592443
350029254,Mehtap Isik,,211,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,212,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,213,exact,296.39,Nc1ncnc2c1c1CCN(Cc1s2)Cc1ccccc1,,,,mg,,,,,17664876
350029254,Mehtap Isik,,214,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,215,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,216,exact,440.77,Brc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,,,,mg,,,,,5428718
350029254,Mehtap Isik,,217,exact,330.4,COc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1090098
350029254,Mehtap Isik,,218,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,219,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,220,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,221,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,222,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,223,exact,232.67,O=C(c1ccccc1Cl)Nc1ccncc1,,,,mg,,,,,677420
350029254,Mehtap Isik,,224,exact,446.9,COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F,,,,mg,,,,,876432
350029254,Mehtap Isik,,225,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,226,exact,328.19,O=C(Nc1cccc(c1Cl)Cl)Nc1noc(c1)C(C)(C)C,,,,mg,,,,,4009733
350029254,Mehtap Isik,,227,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,228,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,229,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,230,exact,293.4,Cc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,,,,mg,,,,,1260546
350029254,Mehtap Isik,,231,exact,293.3,CCOc1cc2OCOc2cc1/C=C/1\SC(=O)NC1=O,,,,mg,,,,,45945033
350029254,Mehtap Isik,,232,isomeric,400.46,COc1cc2CC(C)C(C)Cc3c(c2c(c1OC)OC)c(OC)c1c(c3)OCO1,,,,mg,,,,,1936133
350029254,Mehtap Isik,,233,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,234,exact,268.33,O=C(Nc1nc2c(s1)cccc2)Cc1ccccc1,,,,mg,,,,,1171893
350029254,Mehtap Isik,,235,exact,360.43,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1452944
350029254,Mehtap Isik,,236,exact,257.31,Oc1ccc(cc1)Nc1ncnc2c1cc(s2)C,,,,mg,,,,,11000277
350029254,Mehtap Isik,,237,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,238,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,239,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,240,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,241,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,242,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,243,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,244,exact,350.33,OC(=O)c1ccc(cc1)Nc1ccnc(n1)Nc1ccc(cc1)C(=O)O,,,,mg,,,,,4547062
350029254,Mehtap Isik,,245,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,246,exact,383.44,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)C)c1ccccc1,,,,mg,,,,,2397757
350029254,Mehtap Isik,,247,exact,586.18,OC(=O)CC1(CS[C@@H](c2cccc(c2)/C=C/c2ccc3c(n2)cc(cc3)Cl)CCc2ccccc2C(O)(C)C)CC1,,,,mg,,,,,32453029
350029254,Mehtap Isik,,248,exact,305.13,Brc1cccc(c1)Nc1nc(N)nc2c1nc[nH]2,,,,mg,,,,,13580801
350029254,Mehtap Isik,,249,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,250,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,251,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,252,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,253,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,254,exact,206.27,Nc1nccc(n1)c1sc(nc1C)C,,,,mg,,,,,5823246
350029254,Mehtap Isik,,255,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,256,exact,319.35,COC(=O)c1ccccc1NC(=O)Cc1cccc2c1cccc2,,,,mg,,,,,9868497
350029254,Mehtap Isik,,257,isomeric,400.46,COc1cc2CC(C)C(C)Cc3c(c2c(c1OC)OC)c(OC)c1c(c3)OCO1,,,,mg,,,,,1936133
350029254,Mehtap Isik,,258,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,259,not found,0,,,,,mg,,,,,
350029254,Mehtap Isik,,260,not found,0,,,,,mg,,,,,
