eMolecules_Order_Number,NAME,PO_Number,ORIG_ROWNUM,MATCH_TYPE,MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,SHIPPED_AMOUNT,SHIPPED_UNITS,BARCODE,PLATE_BARCODE,LOCATION,Text 1,EMOLECULES_ID
350033304,Mehtap Isik,,92,exact,291.37,O=S(=O)(c1cccc2c1ccnc2)N1CCNCCC1,,,,mg,,,,,901874
350033304,Mehtap Isik,,93,not found,0,,,,,mg,,,,,
350033304,Mehtap Isik,,94,salt/solvate,510.04,Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O.Cl,,,,mg,,,,,594043
350033304,Mehtap Isik,,95,exact,464.82,CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,,,,mg,,,,,902486
350033304,Mehtap Isik,,96,not found,0,,,,,mg,,,,,
350033304,Mehtap Isik,,97,not found,0,,,,,mg,,,,,
350033304,Mehtap Isik,,98,exact,218.27,NC(=O)c1sc(cc1N)c1ccccc1,,,,mg,,,,,932359
350033304,Mehtap Isik,,99,exact,188.18,NC(=O)c1ccc2c(n1)c(O)ccc2,,,,mg,,,,,986004
350033304,Mehtap Isik,,100,exact,223.29,CCc1nc2sc(c(c2c(=O)n1N)C)C,,,,mg,,,,,1021824
350033304,Mehtap Isik,,101,exact,334.82,Clc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1022286
350033304,Mehtap Isik,,102,exact,311.34,COc1cccc(c1)Nc1ncnc2c1cc(OC)c(c2)OC,,,,mg,,,,,1026999
350033304,Mehtap Isik,,103,exact,426.53,CCCc1c(cnn1c1ccccc1)C(=O)Nc1cc(ccc1C)S(=O)(=O)N(C)C,,,,mg,,,,,1030591
350033304,Mehtap Isik,,104,exact,337.37,O=C1N(CNc2ccc(cc2)N2CCOCC2)C(=O)c2c1cccc2,,,,mg,,,,,1067536
350033304,Mehtap Isik,,105,exact,223.22,O=C1NC(=O)S/C/1=C\c1ccc(cc1)F,,,,mg,,,,,1078483
350033304,Mehtap Isik,,106,exact,360.43,COc1ccc(cc1)OCC(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1088722
350033304,Mehtap Isik,,107,exact,330.4,COc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1090098
350033304,Mehtap Isik,,108,exact,291.3,Cn1c(=O)c(c2nc3c([nH]2)cccc3)c(c2c1cccc2)O,,,,mg,,,,,1098120
350033304,Mehtap Isik,,109,exact,277.28,O=c1[nH]c2ccccc2c(c1c1nc2c([nH]1)cccc2)O,,,,mg,,,,,1102350
350033304,Mehtap Isik,,110,exact,314.4,O=C(Nc1sc2c(c1C(=O)N)CCCC2)Cc1ccccc1,,,,mg,,,,,1108650
350033304,Mehtap Isik,,111,exact,314.69,O=C(Nc1ccccc1Cl)Nc1cccc(c1)C(F)(F)F,,,,mg,,,,,1121016
350033304,Mehtap Isik,,112,exact,335.38,NC(=O)c1sc2c(c1N)c(cc(n2)c1ccccc1)c1ccco1,,,,mg,,,,,1129902
350033304,Mehtap Isik,,113,exact,253.3,COc1ccc(cc1)NC(=O)/C=C/c1ccccc1,,,,mg,,,,,1155596
350033304,Mehtap Isik,,114,not found,0,,,,,mg,,,,,
350033304,Mehtap Isik,,115,exact,268.33,O=C(Nc1nc2c(s1)cccc2)Cc1ccccc1,,,,mg,,,,,1171893
350033304,Mehtap Isik,,116,exact,344.38,O=C(c1ccc2c(c1)OCO2)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1178116
350033304,Mehtap Isik,,117,exact,344.18,CCOc1cc(/C=C\2/SC(=O)NC2=O)cc(c1O)Br,,,,mg,,,,,1195935
350033304,Mehtap Isik,,118,exact,194.23,c1ccc(cc1)n1cnc2c1cccc2,,,,mg,,,,,1202048
350033304,Mehtap Isik,,119,exact,234.3,O=c1[nH]cnc2c1c(cs2)c1cccs1,,,,mg,,,,,1210593
350033304,Mehtap Isik,,120,exact,297.37,Fc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,,,,mg,,,,,1214596
350033304,Mehtap Isik,,121,exact,422.5,OCCSc1nc2c(n1Cc1ccccc1)c(=O)n(c(=O)n2C)Cc1ccccc1,,,,mg,,,,,1216560
350033304,Mehtap Isik,,122,exact,301.39,O=C(c1cccs1)Nc1nnc(s1)Cc1ccccc1,,,,mg,,,,,1228629
350033304,Mehtap Isik,,123,exact,280.3,Fc1cnc(nc1Nc1ccccc1)Nc1ccccc1,,,,mg,,,,,1242054
350033304,Mehtap Isik,,124,exact,322.77,Clc1ccc(cc1)Cn1c(S)nc2c1c(=O)[nH]c(=O)n2C,,,,mg,,,,,1242692
350033304,Mehtap Isik,,125,exact,301.36,O=C(c1cccnc1)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1243518
350033304,Mehtap Isik,,126,exact,379.27,Brc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1243584
350033304,Mehtap Isik,,127,exact,290.32,CNc1c2c3ccccc3c(=O)c3c2c(n(c1=O)C)ccc3,,,,mg,,,,,1260526
350033304,Mehtap Isik,,128,exact,293.4,Cc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,,,,mg,,,,,1260546
350033304,Mehtap Isik,,129,exact,368.4,CCOc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OCC)F,,,,mg,,,,,1267281
350033304,Mehtap Isik,,130,exact,243.26,Nc1nonc1c1nc2c(n1C(C)C)cccc2,,,,mg,,,,,1273386
350033304,Mehtap Isik,,131,exact,314.4,Cc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1278243
350033304,Mehtap Isik,,132,exact,388.44,CCOC(=O)CSc1nc2c(n1Cc1cccc(c1)C)c(=O)[nH]c(=O)n2C,,,,mg,,,,,1281962
350033304,Mehtap Isik,,133,exact,267.11,O=C(c1c(Cl)cccc1Cl)Nc1ccncc1,,,,mg,,,,,1284691
350033304,Mehtap Isik,,134,exact,340.35,COc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OC)F,,,,mg,,,,,1288411
350033304,Mehtap Isik,,135,exact,252.33,CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1289161
350033304,Mehtap Isik,,136,exact,334.84,O=C(c1cccs1)Nc1ncc(s1)Cc1ccccc1Cl,,,,mg,,,,,1303359
350033304,Mehtap Isik,,137,exact,330.42,COc1ccc(cc1)Cc1cnc(s1)NC(=O)c1cccs1,,,,mg,,,,,1303365
350033304,Mehtap Isik,,138,exact,300.4,O=C(c1cccs1)Nc1ncc(s1)Cc1ccccc1,,,,mg,,,,,1303385
350033304,Mehtap Isik,,139,exact,231.25,O=c1cc(N2CCOCC2)c2c(o1)cccc2,,,,mg,,,,,1323532
350033304,Mehtap Isik,,140,exact,235.28,c1ccc(cc1)CNc1ncnc2c1cccc2,,,,mg,,,,,1327878
350033304,Mehtap Isik,,141,exact,221.26,c1ccc(cc1)Nc1ncnc2c1cccc2,,,,mg,,,,,1327893
350033304,Mehtap Isik,,142,exact,235.28,Cc1cccc(c1)Nc1ncnc2c1cccc2,,,,mg,,,,,1327897
350033304,Mehtap Isik,,143,exact,289.26,FC(c1cccc(c1)Nc1ncnc2c1cccc2)(F)F,,,,mg,,,,,1327907
350033304,Mehtap Isik,,144,exact,301.36,O=C(c1ccncc1)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1335659
350033304,Mehtap Isik,,145,exact,219.31,Nc1ncnc2c1c1CCCCCc1s2,,,,mg,,,,,1339083
350033304,Mehtap Isik,,146,exact,369.42,COc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1,,,,mg,,,,,1356211
350033304,Mehtap Isik,,147,exact,229.24,CCn1c(nc2c1cccc2)c1nonc1N,,,,mg,,,,,1360661
350033304,Mehtap Isik,,148,exact,293.32,OC(=O)Cc1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)C,,,,mg,,,,,1367649
350033304,Mehtap Isik,,149,exact,209.25,[nH]1cc2c(n1)c1[nH]c3c(c1CC2)cccc3,,,,mg,,,,,1368861
350033304,Mehtap Isik,,150,exact,315.31,Cc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,,,,mg,,,,,1377874
350033304,Mehtap Isik,,151,exact,215.21,Cn1c(nc2c1cccc2)c1nonc1N,,,,mg,,,,,1400224
350033304,Mehtap Isik,,152,exact,318.39,Fc1ccc(cc1)Cc1cnc(s1)NC(=O)c1cccs1,,,,mg,,,,,1406835
350033304,Mehtap Isik,,153,exact,368.4,O=C(c1cccs1)Nc1ncc(s1)Cc1cccc(c1)C(F)(F)F,,,,mg,,,,,1406839
350033304,Mehtap Isik,,154,exact,369.29,Clc1ccc(c(c1)Cc1cnc(s1)NC(=O)c1cccs1)Cl,,,,mg,,,,,1406847
350033304,Mehtap Isik,,155,exact,370.4,COc1ccc(cc1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N,,,,mg,,,,,1411040
350033304,Mehtap Isik,,156,exact,354.4,Cc1ccc(cc1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N,,,,mg,,,,,1411042
350033304,Mehtap Isik,,157,exact,312.39,COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)C,,,,mg,,,,,1412934
350033304,Mehtap Isik,,158,exact,391.42,OCCNc1ncnc2c1c(c1ccc(cc1)OC)c(o2)c1ccc(cc1)OC,,,,mg,,,,,1415746
350033304,Mehtap Isik,,159,exact,331.37,OCCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,,,,mg,,,,,1415762
350033304,Mehtap Isik,,160,exact,342.41,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)OC,,,,mg,,,,,1421743
350033304,Mehtap Isik,,161,exact,349.19,Clc1cccc(c1)Nc1ncc(c(n1)Nc1cccc(c1)Cl)F,,,,mg,,,,,1422051
350033304,Mehtap Isik,,162,exact,309.4,COc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,,,,mg,,,,,1422178
350033304,Mehtap Isik,,163,exact,251.28,COc1cccc(c1)Nc1ncnc2c1cccc2,,,,mg,,,,,1427438
350033304,Mehtap Isik,,164,exact,249.31,c1ccc(cc1)CCNc1ncnc2c1cccc2,,,,mg,,,,,1427450
350033304,Mehtap Isik,,165,exact,421.45,CCOC(=O)c1cnc2c(c1Nc1ccc(cc1)NC(=O)C)cc(cc2)C(=O)OCC,,,,mg,,,,,1440277
350033304,Mehtap Isik,,166,exact,269.32,c1ccc(cc1)CSc1nnc(o1)c1ccncc1,,,,mg,,,,,1444229
350033304,Mehtap Isik,,167,exact,264.34,O=C(C1CC1)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1448525
350033304,Mehtap Isik,,168,exact,330.4,COc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1452942
350033304,Mehtap Isik,,169,exact,360.43,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1452944
350033304,Mehtap Isik,,170,exact,360.43,COc1cc(OC)cc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1452950
350033304,Mehtap Isik,,171,exact,364.42,COc1ccc(cc1)C(=O)Nc1nnc(s1)Cc1c[nH]c2c1cccc2,,,,mg,,,,,1456065
350033304,Mehtap Isik,,172,exact,327.36,COc1cccc(c1)NC(=O)Nc1nnc(s1)c1ccncc1,,,,mg,,,,,1456962
350033304,Mehtap Isik,,173,exact,328.34,Oc1ccc(c(c1)O)c1csc(n1)Nc1cccc(c1)C(=O)O,,,,mg,,,,,1457396
350033304,Mehtap Isik,,174,exact,356.38,Oc1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(cc1)C(=O)N,,,,mg,,,,,1460252
350033304,Mehtap Isik,,175,exact,345.84,COc1ccc2c(c1)sc(c2Cl)C(=O)N(Cc1ccccc1)C,,,,mg,,,,,1464977
350033304,Mehtap Isik,,176,exact,328.41,COc1ccc2c(c1)Cc1c2nc(s1)NC(=O)c1cccs1,,,,mg,,,,,1465556
350033304,Mehtap Isik,,177,exact,319.31,CCOC(=O)c1c(=O)[nH]c2c3c1c1ccccc1c(=O)c3ccc2,,,,mg,,,,,1470412
350033304,Mehtap Isik,,178,exact,317.39,O=C(c1cccs1)Nc1nnc(s1)COc1ccccc1,,,,mg,,,,,1472238
350033304,Mehtap Isik,,179,exact,290.36,Cc1cc(C)nc(n1)SCC(=O)c1ccc(c(c1)C)F,,,,mg,,,,,1477944
350033304,Mehtap Isik,,180,exact,395.36,NC(=O)c1sc2c(c1N)c(cc(n2)c1ccc2c(c1)OCCO2)C(F)(F)F,,,,mg,,,,,1488552
350033304,Mehtap Isik,,181,exact,231.28,Nc1ccc(cc1)c1nn2c(s1)nnc2C,,,,mg,,,,,1503405
350033304,Mehtap Isik,,182,exact,385.5,COc1cc(SC)ccc1C(=O)Nc1nnc(s1)CCc1ccccc1,,,,mg,,,,,1514401
350033304,Mehtap Isik,,183,exact,441.5,COc1ccccc1NC(=O)c1ccc(cc1)CSc1nnc2c(n1)[nH]c1c2cccc1,,,,mg,,,,,1518526
350033304,Mehtap Isik,,184,exact,254.28,Nc1cc(C)c(c(c1)c1oc2c(n1)ccc(c2)C)O,,,,mg,,,,,1532460
350033304,Mehtap Isik,,185,exact,347.39,O=C(c1cccs1)Nc1ccccc1c1nc2ccccc2[nH]c1=O,,,,mg,,,,,1536105
350033304,Mehtap Isik,,186,exact,368.86,COc1cc(CNCc2ccncc2)ccc1OCc1ccc(cc1)Cl,,,,mg,,,,,1536673
350033304,Mehtap Isik,,187,exact,381.84,Clc1ccc(c(c1)c1nc2ccccc2[nH]c1=O)NC(=O)c1cccs1,,,,mg,,,,,1541591
350033304,Mehtap Isik,,188,exact,314.4,Cc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1557065
350033304,Mehtap Isik,,189,exact,300.38,O=C(c1ccccc1)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1557067
350033304,Mehtap Isik,,190,exact,314.4,Cc1ccccc1C(=O)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1557073
350033304,Mehtap Isik,,191,exact,328.43,O=C(Nc1sc2c(c1C(=O)N)CCCC2)CCc1ccccc1,,,,mg,,,,,1557075
350033304,Mehtap Isik,,192,exact,412.71,CCN1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br,,,,mg,,,,,1570714
350033304,Mehtap Isik,,193,exact,282.72,Clc1ccc(cc1)C(=O)Nc1cccc2c1nccc2,,,,mg,,,,,1570822
350033304,Mehtap Isik,,194,exact,282.72,O=C(c1ccccc1Cl)Nc1cccc2c1nccc2,,,,mg,,,,,1573146
350033304,Mehtap Isik,,195,exact,438.09,Brc1cccc(c1)Nc1ncc(c(n1)Nc1cccc(c1)Br)F,,,,mg,,,,,1574612
350033304,Mehtap Isik,,196,exact,316.28,Fc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)F)F,,,,mg,,,,,1698122
350033304,Mehtap Isik,,197,exact,349.22,Brc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1,,,,mg,,,,,1716329
350033304,Mehtap Isik,,198,exact,403.86,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)Cl)c1ccccc1,,,,mg,,,,,1749044
350033304,Mehtap Isik,,199,exact,395.88,CN1CCN(CC1)c1ccc(cc1)NC(=O)c1ccc(o1)c1ccc(cc1)Cl,,,,mg,,,,,1750984
350033304,Mehtap Isik,,200,exact,369.42,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1,,,,mg,,,,,1753242
350033304,Mehtap Isik,,201,exact,271.06,COc1cc(Br)cc2c1oc(c2)C(=O)O,,,,mg,,,,,1772854
350033304,Mehtap Isik,,202,exact,346.83,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl,,,,mg,,,,,1782302
350033304,Mehtap Isik,,203,exact,450.51,Fc1cnc(nc1Nc1ccc(cc1)N1CCOCC1)Nc1ccc(cc1)N1CCOCC1,,,,mg,,,,,1830909
350033304,Mehtap Isik,,204,exact,290.34,O=C(c1ccco1)Nc1sc2c(c1C(=O)N)CCCC2,,,,mg,,,,,1852544
350033304,Mehtap Isik,,205,exact,253.3,COc1ccccc1NC(=O)/C=C/c1ccccc1,,,,mg,,,,,1852896
350033304,Mehtap Isik,,206,exact,299.37,Fc1ccc(cc1)Nc1ncnc2c1c1CCCCc1s2,,,,mg,,,,,1856737
