,can_iso_smiles,version_id,parent_id,isosmiles
164,CCOC(=O)c1ccc2c(c1)c(c(cn2)C(=O)OCC)Nc3ccc(cc3)NC(=O)C,1440277,1440276,CCOC(=O)c1cnc2c(c1Nc1ccc(cc1)NC(=O)C)cc(cc2)C(=O)OCC
165,c1ccc(cc1)CSc2nnc(o2)c3ccncc3,1444229,1444228,c1ccc(cc1)CSc1nnc(o1)c1ccncc1
166,C1CCc2c(c(c(s2)NC(=O)C3CC3)C(=O)N)C1,1448525,1448524,O=C(C1CC1)Nc1sc2c(c1C(=O)N)CCCC2
167,COc1cccc(c1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1452942,1452941,COc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
168,COc1ccc(cc1OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1452944,1452943,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
169,COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1452950,1452949,COc1cc(OC)cc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
170,COc1ccc(cc1)C(=O)Nc2nnc(s2)Cc3c[nH]c4c3cccc4,1456065,1456064,COc1ccc(cc1)C(=O)Nc1nnc(s1)Cc1c[nH]c2c1cccc2
171,COc1cccc(c1)NC(=O)Nc2nnc(s2)c3ccncc3,1456962,1456961,COc1cccc(c1)NC(=O)Nc1nnc(s1)c1ccncc1
172,c1cc(cc(c1)Nc2nc(cs2)c3ccc(cc3O)O)C(=O)O,1457396,1457395,Oc1ccc(c(c1)O)c1csc(n1)Nc1cccc(c1)C(=O)O
173,c1ccc2c(c1)c(nnc2Nc3ccc(cc3)C(=O)N)c4ccc(cc4)O,1460252,1460251,Oc1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(cc1)C(=O)N
174,CN(Cc1ccccc1)C(=O)c2c(c3ccc(cc3s2)OC)Cl,1464977,1464976,COc1ccc2c(c1)sc(c2Cl)C(=O)N(Cc1ccccc1)C
175,COc1ccc-2c(c1)Cc3c2nc(s3)NC(=O)c4cccs4,1465556,1465555,COc1ccc2c(c1)Cc1c2nc(s1)NC(=O)c1cccs1
176,CCOC(=O)c1c-2c3c(cccc3[nH]c1=O)C(=O)c4c2cccc4,1470412,1470411,CCOC(=O)c1c(=O)[nH]c2c3c1c1ccccc1c(=O)c3ccc2
177,c1ccc(cc1)OCc2nnc(s2)NC(=O)c3cccs3,1472238,1472237,O=C(c1cccs1)Nc1nnc(s1)COc1ccccc1
178,Cc1cc(ccc1F)C(=O)CSc2nc(cc(n2)C)C,1477944,1477943,Cc1cc(C)nc(n1)SCC(=O)c1ccc(c(c1)C)F
179,c1cc2c(cc1c3cc(c4c(c(sc4n3)C(=O)N)N)C(F)(F)F)OCCO2,1488552,1488551,NC(=O)c1sc2c(c1N)c(cc(n2)c1ccc2c(c1)OCCO2)C(F)(F)F
180,Cc1nnc2n1nc(s2)c3ccc(cc3)N,1503405,1503404,Nc1ccc(cc1)c1nn2c(s1)nnc2C
181,COc1cc(ccc1C(=O)Nc2nnc(s2)CCc3ccccc3)SC,1514401,1514400,COc1cc(SC)ccc1C(=O)Nc1nnc(s1)CCc1ccccc1
182,COc1ccccc1NC(=O)c2ccc(cc2)CSc3nc4c(c5ccccc5[nH]4)nn3,1518526,1518525,COc1ccccc1NC(=O)c1ccc(cc1)CSc1nnc2c(n1)[nH]c1c2cccc1
183,Cc1ccc2c(c1)oc(n2)c3cc(cc(c3O)C)N,1532460,1532459,Nc1cc(C)c(c(c1)c1oc2c(n1)ccc(c2)C)O
184,c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4cccs4,1536105,1536104,O=C(c1cccs1)Nc1ccccc1c1nc2ccccc2[nH]c1=O
185,COc1cc(ccc1OCc2ccc(cc2)Cl)CNCc3ccncc3,1536673,1536672,COc1cc(CNCc2ccncc2)ccc1OCc1ccc(cc1)Cl
186,c1ccc2c(c1)[nH]c(=O)c(n2)c3cc(ccc3NC(=O)c4cccs4)Cl,1541591,1541590,Clc1ccc(c(c1)c1nc2ccccc2[nH]c1=O)NC(=O)c1cccs1
187,Cc1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1557065,1557064,Cc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
188,c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1557067,1557066,O=C(c1ccccc1)Nc1sc2c(c1C(=O)N)CCCC2
189,Cc1ccccc1C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1557073,1557072,Cc1ccccc1C(=O)Nc1sc2c(c1C(=O)N)CCCC2
190,c1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1557075,1557074,O=C(Nc1sc2c(c1C(=O)N)CCCC2)CCc1ccccc1
191,CCN1CCN(CC1)c2c(cccc2Cl)NC(=O)c3ccc(o3)Br,1570714,1570713,CCN1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br
192,c1cc2cccnc2c(c1)NC(=O)c3ccc(cc3)Cl,1570822,1570821,Clc1ccc(cc1)C(=O)Nc1cccc2c1nccc2
193,c1ccc(c(c1)C(=O)Nc2cccc3c2nccc3)Cl,1573146,1573145,O=C(c1ccccc1Cl)Nc1cccc2c1nccc2
194,c1cc(cc(c1)Br)Nc2c(cnc(n2)Nc3cccc(c3)Br)F,1574612,1574611,Brc1cccc(c1)Nc1ncc(c(n1)Nc1cccc(c1)Br)F
195,c1cc(ccc1Nc2c(cnc(n2)Nc3ccc(cc3)F)F)F,1698122,1698121,Fc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)F)F
196,c1ccc(c(c1)NC(=O)c2ccc(o2)Br)N3CCCCC3,1716329,1716328,Brc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1
197,COc1ccc(cc1)NC(=O)c2cn(nc2c3ccc(cc3)Cl)c4ccccc4,1749044,1749043,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)Cl)c1ccccc1
198,CN1CCN(CC1)c2ccc(cc2)NC(=O)c3ccc(o3)c4ccc(cc4)Cl,1750984,1750983,CN1CCN(CC1)c1ccc(cc1)NC(=O)c1ccc(o1)c1ccc(cc1)Cl
199,COc1ccc(cc1)NC(=O)c2cn(nc2c3ccccc3)c4ccccc4,1753242,1753241,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1
200,COc1cc(cc2c1oc(c2)C(=O)O)Br,1772854,1772853,COc1cc(Br)cc2c1oc(c2)C(=O)O
201,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(cc3)Cl,1782302,1782301,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl
202,c1cc(ccc1Nc2c(cnc(n2)Nc3ccc(cc3)N4CCOCC4)F)N5CCOCC5,1830909,1830908,Fc1cnc(nc1Nc1ccc(cc1)N1CCOCC1)Nc1ccc(cc1)N1CCOCC1
203,c1cc(oc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1852544,1852543,O=C(c1ccco1)Nc1sc2c(c1C(=O)N)CCCC2
204,COc1ccccc1NC(=O)/C=C/c2ccccc2,1852896,1852895,COc1ccccc1NC(=O)/C=C/c1ccccc1
205,c1cc(ccc1Nc2c3c4c(sc3ncn2)CCCC4)F,1856737,1856736,Fc1ccc(cc1)Nc1ncnc2c1c1CCCCc1s2
206,c1ccc(cc1)Oc2ccc(cc2)Nc3c4ccccc4ncn3,1875598,1875597,c1ccc(cc1)Oc1ccc(cc1)Nc1ncnc2c1cccc2
207,COc1ccc(cc1)c2cnc3c(cnn3c2)c4ccccc4,1884630,1884629,COc1ccc(cc1)c1cnc2n(c1)ncc2c1ccccc1
208,COc1ccc(cc1)c2cnc3c(cnn3c2)c4cccnc4,1884632,1884631,COc1ccc(cc1)c1cnc2n(c1)ncc2c1cccnc1
209,c1c(c2c(ncnc2n1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)N)I,1933429,1933428,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cc(c2c1ncnc2N)I
210,Cc1ccc(cc1)c2c3c(ncnc3n(n2)C(C)(C)C)N,1934391,1934390,Cc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
211,c1ccc(cc1)c2cccc3c2oc(cc3=O)N4CCOCC4,1934392,591482,O=c1cc(oc2c1cccc2c1ccccc1)N1CCOCC1
212,CN(C)CCCn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4c[nH]c5c4cccc5,1934395,535276,CN(CCCn1cc(c2c1cccc2)C1=C(C(=O)NC1=O)c1c[nH]c2c1cccc2)C
213,CNCCNS(=O)(=O)c1cccc2c1ccnc2,1934399,527799,CNCCNS(=O)(=O)c1cccc2c1ccnc2
214,c1cc2cnccc2c(c1)S(=O)(=O)NCCNC(=N)N,1934400,538618,NC(=N)NCCNS(=O)(=O)c1cccc2c1ccnc2
215,CC(C)n1cnc2c1nc(nc2NCc3ccccc3)NCCO,1934404,1934403,OCCNc1nc(NCc2ccccc2)c2c(n1)n(cn2)C(C)C
216,CC(C)(C)n1c2c(c(n1)c3ccc(cc3)Cl)c(ncn2)N,1934408,1934407,Clc1ccc(cc1)c1nn(c2c1c(N)ncn2)C(C)(C)C
217,Cc1ccc(cc1NC(=O)c2ccc(cc2)O)NC(=O)c3cccc(c3)N(C)C,1934410,1934409,Oc1ccc(cc1)C(=O)Nc1cc(ccc1C)NC(=O)c1cccc(c1)N(C)C
218,c1cscc1c2cc(c(s2)C(=O)N)N,1934441,1934440,NC(=O)c1sc(cc1N)c1cscc1
219,CC(C)c1cnc(s1)NC(=O)Cc2ccccc2,1934443,1934442,O=C(Nc1ncc(s1)C(C)C)Cc1ccccc1
220,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,1934465,1934464,C/C(=C\C=C\C(=C/C(=O)O)\C)/C=C/C1=C(C)CCCC1(C)C
221,CCN(CC)CCCCNc1ncc2cc(c(nc2n1)NC(=O)NC(C)(C)C)c3cc(cc(c3)OC)OC,1984507,1984506,CCN(CCCCNc1ncc2c(n1)nc(c(c2)c1cc(OC)cc(c1)OC)NC(=O)NC(C)(C)C)CC
222,c1ccc2c(c1)c(c[nH]2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)CCCN6CCNCC6,1985740,1985739,O=C1NC(=O)C(=C1c1cn(c2c1cccc2)CCCN1CCNCC1)c1c[nH]c2c1cccc2
223,CC(C)n1cnc2c1nc(nc2NCc3ccccc3)NCCCO,1985774,1985773,OCCCNc1nc(NCc2ccccc2)c2c(n1)n(cn2)C(C)C
224,CCOc1cc2c(cc1OCC)ncnc2Nc3cccc(c3)Br,1986302,1986301,CCOc1cc2c(ncnc2cc1OCC)Nc1cccc(c1)Br
225,COc1cc2c(cc1OC)ncnc2Nc3ccc(cc3)O,1987306,595464,COc1cc2c(ncnc2cc1OC)Nc1ccc(cc1)O
226,COc1cc2c(cc1OC)ncnc2Nc3ccccc3,1987313,1987312,COc1cc2c(ncnc2cc1OC)Nc1ccccc1
227,COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)Br,1988396,1988395,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Br
228,CNc1cc2c(cn1)ncnc2Nc3cccc(c3)Br,1988400,1988399,CNc1ncc2c(c1)c(ncn2)Nc1cccc(c1)Br
229,C=CC(=O)Nc1ccc2c(c1)c(ncn2)Nc3cccc(c3)Br,1988402,1988401,C=CC(=O)Nc1ccc2c(c1)c(ncn2)Nc1cccc(c1)Br
230,CC(C)(C)n1c2c(c(n1)c3cccc4c3cccc4)c(ncn2)N,1988593,1988592,Nc1ncnc2c1c(nn2C(C)(C)C)c1cccc2c1cccc2
231,c1[nH]c2c(=S)[nH]c(nc2n1)N,1989215,1989214,Nc1nc2nc[nH]c2c(=S)[nH]1
232,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)N,1990422,1990421,COc1ccc(cc1)c1oc2c(c1c1ccc(cc1)OC)c(N)ncn2
233,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCN5CCOCC5,2010194,2010193,O1CCN(CC1)CCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1
234,c1cc(c(c(c1)F)C(=O)Nc2ccncc2)F,2042282,2042281,O=C(c1c(F)cccc1F)Nc1ccncc1
235,c1ccc(cc1)CC2CCN(CC2)C(=O)c3ccccc3Cl,2066225,2066224,Clc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1
236,c1ccc(cc1)C(CC(=O)Nc2nc3ccccc3s2)c4ccccc4,2099134,2099133,O=C(CC(c1ccccc1)c1ccccc1)Nc1nc2c(s1)cccc2
237,COc1ccc(cc1)Nc2c3c(csc3ncn2)c4ccccc4,2116328,2116327,COc1ccc(cc1)Nc1ncnc2c1c(cs2)c1ccccc1
238,c1cc(cc(c1)Cl)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,2126243,2126242,Clc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
239,Cc1cccc(c1)Nc2c3ccccc3c(nn2)c4ccc(cc4)C(=O)N,2157519,2157518,Cc1cccc(c1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N
240,c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl)Br,2183015,2183014,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br
241,Cc1c(sc(c1C(=O)N)NC(=O)c2ccc(c(c2)OC)OC)C,2196757,2196756,COc1ccc(cc1OC)C(=O)Nc1sc(c(c1C(=O)N)C)C
242,COc1ccc(cc1)CC(=O)Nc2ccsc2C(=O)OC,2199309,2199308,COc1ccc(cc1)CC(=O)Nc1ccsc1C(=O)OC
243,Cc1ccccc1c2nnc(o2)SCc3ccccc3,2210636,2210635,Cc1ccccc1c1nnc(o1)SCc1ccccc1
244,c1ccc(cc1)Oc2ccccc2C(=O)NCc3ccccc3Cl,2243257,2243256,O=C(c1ccccc1Oc1ccccc1)NCc1ccccc1Cl
245,c1cc(c(cc1Cl)C(=O)Nc2ccncc2)Cl,2253464,2253463,Clc1ccc(c(c1)C(=O)Nc1ccncc1)Cl
246,c1ccc(c(c1)C(=O)Nc2nnc(s2)SCc3cccc(c3)F)Cl,2259473,2259472,Fc1cccc(c1)CSc1nnc(s1)NC(=O)c1ccccc1Cl
247,c1ccc(cc1)C(=O)Nc2c(ccs2)C(=O)N,2266007,2266006,O=C(c1ccccc1)Nc1sccc1C(=O)N
248,c1ccc(c(c1)CC(=O)Nc2c(ccs2)C(=O)N)Cl,2266103,2266102,O=C(Nc1sccc1C(=O)N)Cc1ccccc1Cl
249,c1cc(c(c(c1)Cl)Cl)C(=O)Nc2ccncc2,2266357,2266356,O=C(c1cccc(c1Cl)Cl)Nc1ccncc1
250,c1ccc(cc1)C(=O)Nc2ccccc2c3c(=O)[nH]c4ccccc4n3,2285322,2285321,O=C(c1ccccc1)Nc1ccccc1c1nc2ccccc2[nH]c1=O
251,COc1ccc(cc1OC)C(=O)Nc2c(c3c(s2)CCC3)C(=O)N,2319765,2319764,COc1ccc(cc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCC2
252,c1ccc2c(c1)nnn2CNc3ccc(cc3)O,2334168,2334167,Oc1ccc(cc1)NCn1nnc2c1cccc2
253,COc1ccc(cc1OC)C(=O)Nc2c(c3c(s2)CCCCC3)C(=O)N,2358480,2358479,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCCC2
254,CSc1cccc(c1)N/C=C\2/c3ccccc3NC2=O,2366470,2366469,CSc1cccc(c1)N/C=C/1\C(=O)Nc2c1cccc2
255,CCOc1ccc2c(c1)sc(n2)NC(=O)C(c3ccccc3)c4ccccc4,2382204,2382203,CCOc1ccc2c(c1)sc(n2)NC(=O)C(c1ccccc1)c1ccccc1
256,c1ccc(c(c1)C(=O)N)NC(=O)Nc2ccc(c(c2)Cl)Cl,2388562,2388561,O=C(Nc1ccccc1C(=O)N)Nc1ccc(c(c1)Cl)Cl
257,COc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(cc3)Cl,2393398,2393397,COc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl
258,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccccc4,2397745,2397744,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1
259,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccc(cc4)OC,2397757,2397756,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)C)c1ccccc1
260,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccc(cc4)Br,2398705,2398704,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Br)c1ccccc1
261,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccc(cc4)Cl,2400468,2400467,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Cl)c1ccccc1
262,c1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccc(cc4)Br,2401109,2401108,Brc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1
263,Cc1ccc2c(c1)sc(n2)NC(=O)c3ccc(cc3)C(C)(C)C,2402421,2402420,Cc1ccc2c(c1)sc(n2)NC(=O)c1ccc(cc1)C(C)(C)C
264,c1cc(ccc1Nc2c3cc(ccc3ncn2)Br)O,2424734,2424733,Oc1ccc(cc1)Nc1ncnc2c1cc(Br)cc2
265,c1ccc(cc1)c2cc(c(s2)NC(=O)c3ccc(cc3)OC(F)F)C(=O)N,2436839,2436838,FC(Oc1ccc(cc1)C(=O)Nc1sc(cc1C(=O)N)c1ccccc1)F
266,COC(=O)c1c(ccs1)NC(=O)Cc2ccccc2,2440057,2440056,COC(=O)c1sccc1NC(=O)Cc1ccccc1
267,c1cc(sc1)C(=O)Nc2ncc(s2)Cc3ccc(cc3Cl)Cl,2483389,2483388,Clc1ccc(c(c1)Cl)Cc1cnc(s1)NC(=O)c1cccs1
268,c1cc(sc1)C(=O)Nc2ncc(s2)Cc3cc(ccc3Cl)C(F)(F)F,2483399,2483398,Clc1ccc(cc1Cc1cnc(s1)NC(=O)c1cccs1)C(F)(F)F
269,c1ccc(c(c1)Cc2cnc(s2)NC(=O)c3cccs3)F,2483403,2483402,O=C(c1cccs1)Nc1ncc(s1)Cc1ccccc1F
270,CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)F,2546448,2546447,O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)F
271,c1cc(ccc1C(=O)N)Nc2c3c([nH]cn3)ncn2,2581573,2581572,NC(=O)c1ccc(cc1)Nc1ncnc2c1nc[nH]2
272,CCOc1ccc(cc1)Nc2cnnc(n2)Nc3ccc(cc3)OCC,2638682,2638681,CCOc1ccc(cc1)Nc1cnnc(n1)Nc1ccc(cc1)OCC
273,c1ccc(cc1)c2c3ccccc3[nH]n2,2711684,2711683,c1ccc(cc1)c1n[nH]c2c1cccc2
274,c1ccc2c(c1)cc(c(n2)N)C(=O)N,2720837,2720836,NC(=O)c1cc2ccccc2nc1N
275,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)N,2727697,2727696,Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C
276,CC(=O)c1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)C(=O)OCC(=O)c4ccc(cc4)OC,2759864,2759863,COc1ccc(cc1)C(=O)COC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(=O)C
277,Cn1c(=O)n(c(=O)s1)Cc2ccccc2,2794920,2794919,O=c1sn(c(=O)n1Cc1ccccc1)C
278,c1ccc(cc1)Cn2c(=S)n(sc2=O)Cc3ccccc3,2794922,2794921,O=c1sn(c(=S)n1Cc1ccccc1)Cc1ccccc1
279,CCCCc1c2c([nH]c1c3ccc(cc3)OC)nccn2,2794977,2794976,CCCCc1c([nH]c2c1nccn2)c1ccc(cc1)OC
280,CCCCc1c2c([nH]c1c3ccc(cc3)O)nccn2,2794979,2794978,CCCCc1c([nH]c2c1nccn2)c1ccc(cc1)O
281,c1nc(c2c3c(sc2n1)CCC3)N,2867544,2867543,Nc1ncnc2c1c1CCCc1s2
282,c1cc(ccc1c2cc3c(s2)c(ncn3)SCC(=O)O)Br,2867948,2867947,OC(=O)CSc1ncnc2c1sc(c2)c1ccc(cc1)Br
283,c1ccc(cc1)NC(=O)c2cn(nc2c3ccc(cc3)Cl)c4ccccc4,2960605,2960604,Clc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1
284,c1cc(c(cc1Nc2c3c4c(sc3ncn2)CCCCC4)Cl)F,3026185,3026184,Clc1cc(ccc1F)Nc1ncnc2c1c1CCCCCc1s2
285,c1ccc(c(c1)C(=O)Nc2nnc(s2)SCc3ccc(cc3)F)Cl,3044617,3044616,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl
286,COc1ccc(cc1)CC(=O)Nc2c(ccs2)C(=O)N,3045462,3045461,COc1ccc(cc1)CC(=O)Nc1sccc1C(=O)N
287,c1ccc(c(c1)Nc2c3c4c(sc3ncn2)CCCCC4)F,3064336,3064335,Fc1ccccc1Nc1ncnc2c1c1CCCCCc1s2
288,c1ccc(cc1)C(=O)Nc2ccc(cc2)Oc3c4c5c(sc4ncn3)CCCC5,3064762,3064761,O=C(c1ccccc1)Nc1ccc(cc1)Oc1ncnc2c1c1CCCCc1s2
289,C1Cc2c(sc(c2C(=O)N)NC(=O)CN3C(=O)CCC3=O)C1,3153048,3153047,O=C(Nc1sc2c(c1C(=O)N)CCC2)CN1C(=O)CCC1=O
290,COc1ccc(cc1)CC(=O)Nc2nc3ccc(cc3s2)OC,3192230,3192229,COc1ccc(cc1)CC(=O)Nc1nc2c(s1)cc(cc2)OC
291,c1cc(cc(c1)Br)Nc2c3ccsc3ncn2,3211470,3211469,Brc1cccc(c1)Nc1ncnc2c1ccs2
292,c1ccc2c(c1)c(c[nH]2)CC(=O)Nc3c(ccs3)C(=O)N,3239037,3239036,O=C(Cc1c[nH]c2c1cccc2)Nc1sccc1C(=O)N
293,COc1ccc(cc1F)CSc2nnc(o2)c3ccc4c(c3)OCO4,3244952,3244951,COc1ccc(cc1F)CSc1nnc(o1)c1ccc2c(c1)OCO2
294,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(c(c3)Cl)Cl,3365457,3365456,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(c(c1)Cl)Cl
295,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccncc3,3374919,3374918,O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccncc1
296,c1ccc(cc1)S(=O)(=O)Nc2ccccc2c3c(=O)[nH]c4ccccc4n3,3513280,3513279,O=c1[nH]c2ccccc2nc1c1ccccc1NS(=O)(=O)c1ccccc1
297,c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4ccc(cc4)F,3513384,3513383,Fc1ccc(cc1)C(=O)Nc1ccccc1c1nc2ccccc2[nH]c1=O
298,COc1ccc(cc1)CNc2c3ccccc3ncn2,3560787,3560786,COc1ccc(cc1)CNc1ncnc2c1cccc2
299,CN(Cc1ccccc1)C(=O)c2ccc(cc2)S(=O)(=O)N(C)c3ccccc3,3563294,3563293,O=C(c1ccc(cc1)S(=O)(=O)N(c1ccccc1)C)N(Cc1ccccc1)C
300,COc1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,3565625,3565624,COc1ccc(cc1)CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2
301,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3cccc(c3)OC,3590441,3590440,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1cccc(c1)OC
302,c1cc(c(c(c1)Cl)NC(=O)c2ccncc2)Cl,3605943,3605942,O=C(c1ccncc1)Nc1c(Cl)cccc1Cl
303,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccccn3,3647680,3647679,O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccccn1
304,CC(C)(C)c1cc(no1)NC(=O)Nc2cccc(c2Cl)Cl,4009733,4009732,O=C(Nc1cccc(c1Cl)Cl)Nc1noc(c1)C(C)(C)C
305,Cc1ccc(cc1C)c2csc(c2C(=O)N)NC(=O)CCCC(=O)O,4038159,4038158,OC(=O)CCCC(=O)Nc1scc(c1C(=O)N)c1ccc(c(c1)C)C
306,c1c2c([nH]c1Br)C(=O)NCCC2=O,4359122,4359121,Brc1[nH]c2c(c1)C(=O)CCNC2=O
307,CCOC(=O)c1ccc(cc1)Nc2cc(nc(n2)Nc3ccc(cc3)C(=O)OCC)C,4375254,4375253,CCOC(=O)c1ccc(cc1)Nc1cc(C)nc(n1)Nc1ccc(cc1)C(=O)OCC
308,Cc1c(c2c3c(c(ncn3)N)sc2nc1C)C,4380347,4380346,Cc1nc2sc3c(c2c(c1C)C)ncnc3N
309,c1ccc(cc1)c2c3c(c4c(c(sc4n2)C(=O)N)N)CCCC3,4383301,4383300,NC(=O)c1sc2c(c1N)c1CCCCc1c(n2)c1ccccc1
310,c1nc2c3c4c(c(nc3sc2c(n1)N)N5CCOCC5)CCCC4,4387446,4387445,Nc1ncnc2c1sc1c2c2CCCCc2c(n1)N1CCOCC1
311,c1c(cc(c2c1c3c([nH]2)CCCC3)C(=O)N)Br,4391446,4391445,Brc1cc(C(=O)N)c2c(c1)c1CCCCc1[nH]2
312,CCCCOc1nccc(n1)Nc2ccccc2C(=O)O,4396338,4396337,CCCCOc1nccc(n1)Nc1ccccc1C(=O)O
313,Cc1ccc(c(c1)C)Nc2c3ccccc3c(nn2)c4ccc(cc4)C(=O)N,4420386,4420385,Cc1ccc(c(c1)C)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N
314,c1ccc2c(c1)c(nnc2Nc3ccc(c(c3)Cl)Cl)c4ccc(cc4)C(=O)N,4424334,4424333,NC(=O)c1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(c(c1)Cl)Cl
315,c1ccc2c(c1)c(nc(n2)c3ccccc3O)Nc4ccc(cc4)Cl,4441448,4441447,Clc1ccc(cc1)Nc1nc(nc2c1cccc2)c1ccccc1O
316,c1cc(ccc1Nc2c3cn[nH]c3ncn2)Br,4451611,4451610,Brc1ccc(cc1)Nc1ncnc2c1cn[nH]2
317,c1ccc2cc(ccc2c1)Nc3c4cn[nH]c4ncn3,4455260,4455259,c1ccc2c(c1)cc(cc2)Nc1ncnc2c1cn[nH]2
318,c1ccc(cc1)Nc2ccnc(n2)Nc3ccccc3,4482950,4482949,c1ccc(cc1)Nc1ccnc(n1)Nc1ccccc1
319,c1ccc2c(c1)c(nc(n2)c3ccccc3O)Nc4ccc(cc4)O,4518504,4518503,Oc1ccc(cc1)Nc1nc(nc2c1cccc2)c1ccccc1O
320,CCCCn1c(cn2c1nc3c2c(=O)[nH]c(=O)n3C)c4ccccc4,4540024,4540023,CCCCn1c(cn2c1nc1c2c(=O)[nH]c(=O)n1C)c1ccccc1
321,Cn1c2c(c(=O)[nH]c1=O)n3cc(n(c3n2)CCCCO)c4ccccc4,4541974,4541973,OCCCCn1c(cn2c1nc1c2c(=O)[nH]c(=O)n1C)c1ccccc1
