,can_iso_smiles,version_id,parent_id,isosmiles
33,CC[C@H](CO)Nc1nc(c2c(n1)n(cn2)C(C)C)NCc3ccccc3,594108,594107,CC[C@@H](Nc1nc(NCc2ccccc2)c2c(n1)n(cn2)C(C)C)CO
34,c1cc(ccc1c2c(n3c(n2)SCC3)c4ccncc4)F,594138,594137,Fc1ccc(cc1)c1nc2n(c1c1ccncc1)CCS2
35,CC\1=C(c2cc(ccc2/C1=C\c3ccc(cc3)SC)F)CC(=O)O,594271,594270,CSc1ccc(cc1)/C=C/1\c2ccc(cc2C(=C1C)CC(=O)O)F
36,Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4ccc(cc4Cl)Cl,594301,594300,Clc1ccc(c(c1)Cl)C1=C(C(=O)NC1=O)c1cn(c2c1cccc2)C
37,c1ccnc(c1)c2c(nc([nH]2)c3ccc(cc3)C(=O)N)c4ccc5c(c4)OCO5,594330,594329,NC(=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1ccccn1
38,c1cc(ccc1c2[nH]c(c(n2)c3ccc(cc3)F)c4ccncc4)O,594438,594437,Oc1ccc(cc1)c1nc(c([nH]1)c1ccncc1)c1ccc(cc1)F
39,c12c(c(c(c(c1Br)Br)Br)Br)nn[nH]2,594599,594598,Brc1c(Br)c(Br)c2c(c1Br)[nH]nn2
40,Cc1cc2c(cc1C)nc(cn2)c3ccccc3,594835,594834,Cc1cc2ncc(nc2cc1C)c1ccccc1
41,COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)Cl,594850,594849,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Cl
42,COC(=O)c1ccc(cc1)/C=C\2/C(=O)NC(=O)S2,620265,620264,COC(=O)c1ccc(cc1)/C=C/1\SC(=O)NC1=O
43,c1cc(ccc1NC(=O)c2cc(cc(c2O)Br)Br)Br,629390,629389,Brc1ccc(cc1)NC(=O)c1cc(Br)cc(c1O)Br
44,Cc1ccccc1C(=O)Nc2ccncc2,631998,631997,O=C(c1ccccc1C)Nc1ccncc1
45,CC(C)(C)c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,639114,639113,O=C(c1ccc(cc1)C(C)(C)C)Nc1sc2c(c1C(=O)N)CCCC2
46,c1ccc(cc1)/C=C/C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,640814,640813,O=C(Nc1sc2c(c1C(=O)N)CCCC2)/C=C/c1ccccc1
47,COc1ccc(cc1OC)/C=C/C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,642134,642133,COc1cc(/C=C/C(=O)Nc2sc3c(c2C(=O)N)CCCC3)ccc1OC
48,c1cc(c(cc1Cl)Cl)C(=O)Nc2ccncc2,647498,647497,Clc1ccc(c(c1)Cl)C(=O)Nc1ccncc1
49,COc1ccc(cc1)/C=C/C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,649412,649411,COc1ccc(cc1)/C=C/C(=O)Nc1sc2c(c1C(=O)N)CCCC2
50,CC(C)c1ccc(cc1)/C=C/C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,662777,662776,O=C(Nc1sc2c(c1C(=O)N)CCCC2)/C=C/c1ccc(cc1)C(C)C
51,c1ccc(c(c1)C(=O)Nc2ccncc2)Cl,677420,677419,O=C(c1ccccc1Cl)Nc1ccncc1
52,c1ccc(cc1)c2cc3c(ncnc3s2)Nc4ccc(cc4)F,684258,684257,Fc1ccc(cc1)Nc1ncnc2c1cc(s2)c1ccccc1
53,c1ccc(cc1)c2csc3c2c(ncn3)N4CCc5ccccc5C4,688047,688046,c1ccc(cc1)c1csc2c1c(ncn2)N1CCc2c(C1)cccc2
54,c1ccc(cc1)c2csc3c2c(ncn3)Nc4ccc(cc4)F,688294,688293,Fc1ccc(cc1)Nc1ncnc2c1c(cs2)c1ccccc1
55,CCOC(=O)c1c(c2cc(ccc2[nH]c1=O)Cl)c3ccccc3,703997,703996,CCOC(=O)c1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)Cl
56,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,711281,474959,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1cnc2c1ncnc2N)COP(=O)(O)O
57,CN(C/C=C/c1ccc(cc1)Cl)Cc2ccccc2N(CCO)S(=O)(=O)c3ccc(cc3)OC,715654,715653,OCCN(S(=O)(=O)c1ccc(cc1)OC)c1ccccc1CN(C/C=C/c1ccc(cc1)Cl)C
58,c1cc(c(cc1NC(=O)c2cc(cc(c2O)Cl)Cl)Cl)Cl,718480,718479,Clc1cc(Cl)c(c(c1)C(=O)Nc1ccc(c(c1)Cl)Cl)O
59,c1ccc(cc1)n2c3c(cn2)c(ncn3)N,719540,719539,Nc1ncnc2c1cnn2c1ccccc1
60,c1cc2c(cc1Br)cc(o2)C(=O)O,724767,628260,Brc1ccc2c(c1)cc(o2)C(=O)O
61,CN1CCN(CC1)CCCN2c3ccccc3Sc4c2cc(cc4)Cl,730269,593899,CN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(Cl)cc2
62,CN(C)CCCN1c2ccccc2Sc3c1cc(cc3)Cl,730270,492821,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C
63,c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCCN4CCN(CC4)CCO,732810,538377,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F
64,c1(c(nc(nc1O)N)N)N=O,734591,734590,O=Nc1c(N)nc(nc1O)N
65,Cc1c(sc2c1c(ncn2)N)C,738783,738782,Cc1sc2c(c1C)c(N)ncn2
66,Cn1c(=O)c-2nc(nn(c2nc1=O)C)c3ccc4c(c3)OCO4,742162,742161,Cn1nc(nc2c1nc(=O)n(c2=O)C)c1ccc2c(c1)OCO2
67,c1ccc2c(c1)c3c([nH]2)-c4ccccc4NC(=O)C3,765856,765855,O=C1Nc2ccccc2c2c(C1)c1ccccc1[nH]2
68,c1ccc(cc1)c2ccc3c(c(sc3n2)C(=O)N)N,824388,824387,NC(=O)c1sc2c(c1N)ccc(n2)c1ccccc1
69,c1ccc(cc1)C(=O)c2c(nc(s2)Nc3ccccc3)N,825740,825739,Nc1nc(sc1C(=O)c1ccccc1)Nc1ccccc1
70,Cc1cc(nc2c1c(c(s2)C(=O)N)N)C,827004,827003,Cc1cc(C)c2c(n1)sc(c2N)C(=O)N
71,c1cc(cnc1)c2ccc3c(c(sc3n2)C(=O)N)N,827068,827067,NC(=O)c1sc2c(c1N)ccc(n2)c1cccnc1
72,c1nc(c2c3c(sc2n1)CCCC3)N,827097,827096,Nc1ncnc2c1c1CCCCc1s2
73,c1c2c(nc3c1c(c(s3)C(=O)N)N)CCCCCC2,827307,827306,NC(=O)c1sc2c(c1N)cc1c(n2)CCCCCC1
74,c1ccc(cc1)c2cn(c3c2c(ncn3)Cl)c4ccccc4,831334,831333,Clc1ncnc2c1c(cn2c1ccccc1)c1ccccc1
75,COc1ccc(cc1)/C=C\2/C(=O)NC(=O)S2,832041,832040,COc1ccc(cc1)/C=C/1\SC(=O)NC1=O
76,c1ccc(cc1)/C=C\2/C(=O)NC(=O)S2,832043,832042,O=C1NC(=O)S/C/1=C\c1ccccc1
77,CC(C)OC(=O)c1c(csc1N)c2ccc(c(c2)OC)OC,837243,837242,COc1cc(ccc1OC)c1csc(c1C(=O)OC(C)C)N
78,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)N,840416,840415,Nc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1
79,c1ccc(cc1)c2cc(c(s2)N)C(=O)N,859659,859658,NC(=O)c1cc(sc1N)c1ccccc1
80,Cc1ccccc1c2nc(c(o2)N)C(=O)N,859729,859728,Cc1ccccc1c1oc(c(n1)C(=O)N)N
81,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,876432,876431,COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F
82,Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,876446,876445,CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C
83,CC(=O)Nc1c(c2c(s1)CCCC2)C(=O)N,878115,878114,CC(=O)Nc1sc2c(c1C(=O)N)CCCC2
84,c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl,901322,901321,OC(=O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
85,CCCCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)OCCN(CC)CC)I,901372,901371,CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2
86,Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3ccc(c4c3cccc4)OCCN5CCOCC5,901477,901476,O=C(Nc1cc(nn1c1ccc(cc1)C)C(C)(C)C)Nc1ccc(c2c1cccc2)OCCN1CCOCC1
87,CCOc1nc2cccc(c2n1Cc3ccc(cc3)c4ccccc4c5[nH]nnn5)C(=O)O,901501,901500,CCOc1nc2c(n1Cc1ccc(cc1)c1ccccc1c1nnn[nH]1)c(ccc2)C(=O)O
88,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,901601,901600,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F
89,CN(C)CCN(Cc1ccc(cc1)Cl)c2ccccn2,901623,535836,CN(CCN(c1ccccn1)Cc1ccc(cc1)Cl)C
90,CC(C)(C)c1ccc(cc1)C(=O)CCCN2CCC(CC2)OC(c3ccccc3)c4ccccc4,901816,901815,O=C(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1
91,c1cc2cnccc2c(c1)S(=O)(=O)N3CCCNCC3,901874,538973,O=S(=O)(c1cccc2c1ccnc2)N1CCNCCC1
92,CN(C)C(=O)C(CCN1CCC(CC1)(c2ccc(cc2)Cl)O)(c3ccccc3)c4ccccc4,902064,499319,Clc1ccc(cc1)C1(O)CCN(CC1)CCC(C(=O)N(C)C)(c1ccccc1)c1ccccc1
93,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCCN5CCCCC5)O,902386,594042,Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O
94,CNC(=O)c1cc(ccn1)Oc2ccc(cc2)NC(=O)Nc3ccc(c(c3)C(F)(F)F)Cl,902486,902485,CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl
95,c1cc(c2ccncc2c1S(=O)(=O)NCCN)Cl,917763,535671,NCCNS(=O)(=O)c1ccc(c2c1cncc2)Cl
96,c1cc(ccc1c2cc(=O)c3cc(ccc3o2)O)N,917774,917773,Nc1ccc(cc1)c1cc(=O)c2c(o1)ccc(c2)O
97,c1ccc(cc1)c2cc(c(s2)C(=O)N)N,932359,932358,NC(=O)c1sc(cc1N)c1ccccc1
98,c1cc2ccc(nc2c(c1)O)C(=O)N,986004,986003,NC(=O)c1ccc2c(n1)c(O)ccc2
99,CCc1nc2c(c(c(s2)C)C)c(=O)n1N,1021824,1021823,CCc1nc2sc(c(c2c(=O)n1N)C)C
100,c1cc(ccc1C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N)Cl,1022286,1022285,Clc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
101,COc1cccc(c1)Nc2c3cc(c(cc3ncn2)OC)OC,1026999,1026998,COc1cccc(c1)Nc1ncnc2c1cc(OC)c(c2)OC
102,CCCc1c(cnn1c2ccccc2)C(=O)Nc3cc(ccc3C)S(=O)(=O)N(C)C,1030591,1030590,CCCc1c(cnn1c1ccccc1)C(=O)Nc1cc(ccc1C)S(=O)(=O)N(C)C
103,c1ccc2c(c1)C(=O)N(C2=O)CNc3ccc(cc3)N4CCOCC4,1067536,1067535,O=C1N(CNc2ccc(cc2)N2CCOCC2)C(=O)c2c1cccc2
104,c1cc(ccc1/C=C\2/C(=O)NC(=O)S2)F,1078483,1078482,O=C1NC(=O)S/C/1=C\c1ccc(cc1)F
105,COc1ccc(cc1)OCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1088722,1088721,COc1ccc(cc1)OCC(=O)Nc1sc2c(c1C(=O)N)CCCC2
106,COc1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1090098,1090097,COc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
107,Cn1c2ccccc2c(c(c1=O)c3[nH]c4ccccc4n3)O,1098120,1098119,Cn1c(=O)c(c2nc3c([nH]2)cccc3)c(c2c1cccc2)O
108,c1ccc2c(c1)c(c(c(=O)[nH]2)c3[nH]c4ccccc4n3)O,1102350,1102349,O=c1[nH]c2ccccc2c(c1c1nc2c([nH]1)cccc2)O
109,c1ccc(cc1)CC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1108650,1108649,O=C(Nc1sc2c(c1C(=O)N)CCCC2)Cc1ccccc1
110,c1ccc(c(c1)NC(=O)Nc2cccc(c2)C(F)(F)F)Cl,1121016,1121015,O=C(Nc1ccccc1Cl)Nc1cccc(c1)C(F)(F)F
111,c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)N)N)c4ccco4,1129902,1129901,NC(=O)c1sc2c(c1N)c(cc(n2)c1ccccc1)c1ccco1
112,COc1ccc(cc1)NC(=O)/C=C/c2ccccc2,1155596,1155595,COc1ccc(cc1)NC(=O)/C=C/c1ccccc1
113,Cc1cc(cc2c1nc([nH]2)c3ccccc3)N,1163779,1163778,Nc1cc(C)c2c(c1)[nH]c(n2)c1ccccc1
114,c1ccc(cc1)CC(=O)Nc2nc3ccccc3s2,1171893,1171892,O=C(Nc1nc2c(s1)cccc2)Cc1ccccc1
115,c1cc2c(cc1C(=O)Nc3c(c4c(s3)CCCC4)C(=O)N)OCO2,1178116,1178115,O=C(c1ccc2c(c1)OCO2)Nc1sc2c(c1C(=O)N)CCCC2
116,CCOc1cc(cc(c1O)Br)/C=C/2\C(=O)NC(=O)S2,1195935,1195934,CCOc1cc(/C=C\2/SC(=O)NC2=O)cc(c1O)Br
117,c1ccc(cc1)n2cnc3c2cccc3,1202048,1202047,c1ccc(cc1)n1cnc2c1cccc2
118,c1cc(sc1)c2csc3c2c(=O)[nH]cn3,1210593,1210592,O=c1[nH]cnc2c1c(cs2)c1cccs1
119,c1ccc(cc1)CC2CCN(CC2)C(=O)c3ccccc3F,1214596,1214595,Fc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1
120,Cn1c2c(c(=O)n(c1=O)Cc3ccccc3)n(c(n2)SCCO)Cc4ccccc4,1216560,1216559,OCCSc1nc2c(n1Cc1ccccc1)c(=O)n(c(=O)n2C)Cc1ccccc1
121,c1ccc(cc1)Cc2nnc(s2)NC(=O)c3cccs3,1228629,1228628,O=C(c1cccs1)Nc1nnc(s1)Cc1ccccc1
122,c1ccc(cc1)Nc2c(cnc(n2)Nc3ccccc3)F,1242054,1242053,Fc1cnc(nc1Nc1ccccc1)Nc1ccccc1
123,Cn1c2c(c(=O)[nH]c1=O)n(c(n2)S)Cc3ccc(cc3)Cl,1242692,1242691,Clc1ccc(cc1)Cn1c(S)nc2c1c(=O)[nH]c(=O)n2C
124,c1cc(cnc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1243518,1243517,O=C(c1cccnc1)Nc1sc2c(c1C(=O)N)CCCC2
125,c1cc(ccc1C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N)Br,1243584,1243583,Brc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
126,CNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,1260526,1260525,CNc1c2c3ccccc3c(=O)c3c2c(n(c1=O)C)ccc3
127,Cc1ccccc1C(=O)N2CCC(CC2)Cc3ccccc3,1260546,1260545,Cc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1
128,CCOc1ccc(cc1)Nc2c(cnc(n2)Nc3ccc(cc3)OCC)F,1267281,1267280,CCOc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OCC)F
129,CC(C)n1c2ccccc2nc1c3c(non3)N,1273386,1273385,Nc1nonc1c1nc2c(n1C(C)C)cccc2
130,Cc1cccc(c1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1278243,1278242,Cc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
131,CCOC(=O)CSc1nc2c(n1Cc3cccc(c3)C)c(=O)[nH]c(=O)n2C,1281962,1281961,CCOC(=O)CSc1nc2c(n1Cc1cccc(c1)C)c(=O)[nH]c(=O)n2C
132,c1cc(c(c(c1)Cl)C(=O)Nc2ccncc2)Cl,1284691,1284690,O=C(c1c(Cl)cccc1Cl)Nc1ccncc1
133,COc1ccc(cc1)Nc2c(cnc(n2)Nc3ccc(cc3)OC)F,1288411,1288410,COc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OC)F
134,CCC(=O)Nc1c(c2c(s1)CCCC2)C(=O)N,1289161,1289160,CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2
135,c1ccc(c(c1)Cc2cnc(s2)NC(=O)c3cccs3)Cl,1303359,1303358,O=C(c1cccs1)Nc1ncc(s1)Cc1ccccc1Cl
136,COc1ccc(cc1)Cc2cnc(s2)NC(=O)c3cccs3,1303365,1303364,COc1ccc(cc1)Cc1cnc(s1)NC(=O)c1cccs1
137,c1ccc(cc1)Cc2cnc(s2)NC(=O)c3cccs3,1303385,1303384,O=C(c1cccs1)Nc1ncc(s1)Cc1ccccc1
138,c1ccc2c(c1)c(cc(=O)o2)N3CCOCC3,1323532,1323531,O=c1cc(N2CCOCC2)c2c(o1)cccc2
139,c1ccc(cc1)CNc2c3ccccc3ncn2,1327878,1327877,c1ccc(cc1)CNc1ncnc2c1cccc2
140,c1ccc(cc1)Nc2c3ccccc3ncn2,1327893,1327892,c1ccc(cc1)Nc1ncnc2c1cccc2
141,Cc1cccc(c1)Nc2c3ccccc3ncn2,1327897,1327896,Cc1cccc(c1)Nc1ncnc2c1cccc2
142,c1ccc2c(c1)c(ncn2)Nc3cccc(c3)C(F)(F)F,1327907,1327906,FC(c1cccc(c1)Nc1ncnc2c1cccc2)(F)F
143,c1cnccc1C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,1335659,1335658,O=C(c1ccncc1)Nc1sc2c(c1C(=O)N)CCCC2
144,c1nc(c2c3c(sc2n1)CCCCC3)N,1339083,1339082,Nc1ncnc2c1c1CCCCCc1s2
145,COc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccccc4,1356211,1356210,COc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1
146,CCn1c2ccccc2nc1c3c(non3)N,1360661,1360660,CCn1c(nc2c1cccc2)c1nonc1N
147,Cc1ccc2c(c1)c(c(c(=O)[nH]2)CC(=O)O)c3ccccc3,1367649,1367648,OC(=O)Cc1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)C
148,c1ccc2c(c1)c3c([nH]2)-c4c(c[nH]n4)CC3,1368861,1368860,[nH]1cc2c(n1)c1[nH]c3c(c1CC2)cccc3
149,Cc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)C(F)(F)F,1377874,1377873,Cc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F
150,Cn1c2ccccc2nc1c3c(non3)N,1400224,1400223,Cn1c(nc2c1cccc2)c1nonc1N
151,c1cc(sc1)C(=O)Nc2ncc(s2)Cc3ccc(cc3)F,1406835,1406834,Fc1ccc(cc1)Cc1cnc(s1)NC(=O)c1cccs1
152,c1cc(cc(c1)C(F)(F)F)Cc2cnc(s2)NC(=O)c3cccs3,1406839,1406838,O=C(c1cccs1)Nc1ncc(s1)Cc1cccc(c1)C(F)(F)F
153,c1cc(sc1)C(=O)Nc2ncc(s2)Cc3cc(ccc3Cl)Cl,1406847,1406846,Clc1ccc(c(c1)Cc1cnc(s1)NC(=O)c1cccs1)Cl
154,COc1ccc(cc1)Nc2c3ccccc3c(nn2)c4ccc(cc4)C(=O)N,1411040,1411039,COc1ccc(cc1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N
155,Cc1ccc(cc1)Nc2c3ccccc3c(nn2)c4ccc(cc4)C(=O)N,1411042,1411041,Cc1ccc(cc1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N
156,Cc1ccc2c(c1)sc(n2)NC(=O)Cc3ccccc3OC,1412934,1412933,COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)C
157,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,1415746,1415745,OCCNc1ncnc2c1c(c1ccc(cc1)OC)c(o2)c1ccc(cc1)OC
158,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO,1415762,1415761,OCCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1
159,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(cc3)OC,1421743,1421742,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)OC
160,c1cc(cc(c1)Cl)Nc2c(cnc(n2)Nc3cccc(c3)Cl)F,1422051,1422050,Clc1cccc(c1)Nc1ncc(c(n1)Nc1cccc(c1)Cl)F
161,COc1ccccc1C(=O)N2CCC(CC2)Cc3ccccc3,1422178,1422177,COc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1
162,COc1cccc(c1)Nc2c3ccccc3ncn2,1427438,1427437,COc1cccc(c1)Nc1ncnc2c1cccc2
163,c1ccc(cc1)CCNc2c3ccccc3ncn2,1427450,1427449,c1ccc(cc1)CCNc1ncnc2c1cccc2
