,eMolecules ID,predicted pKas,"pKas in [3,11]","pKa count in [3,11]",pKas closer than 1 unit,canonical isomeric SMILES,eMolecules SMILES
22,27013168,"[-0.36, -0.141, 1.824, 8.74]",[8.74],1.0,False,CSc1ccc(cc1)/C=C/2\C(=O)NC(=O)N2,CSc1ccc(cc1)/C=C\1/NC(=O)NC1=O
23,2397745,"[-0.068, 1.294, 13.452]",[],0.0,False,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccccc4,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1
24,1090098,"[-1.464, 0.334, 0.438, 12.513, 14.553]",[],0.0,False,COc1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,COc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
25,1749044,"[0.004, 1.435, 2.037, 13.562]",[],0.0,False,COc1ccc(cc1)NC(=O)c2cn(nc2c3ccc(cc3)Cl)c4ccccc4,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)Cl)c1ccccc1
26,31855157,"[0.091, 1.703, 12.579, 13.471]",[],0.0,False,c1ccc(cc1)c2cc(n[nH]2)C(=O)NC3CC3,O=C(c1n[nH]c(c1)c1ccccc1)NC1CC1
27,1267281,"[3.892, 12.676, 16.374]",[3.892],1.0,False,CCOc1ccc(cc1)Nc2c(cnc(n2)Nc3ccc(cc3)OCC)F,CCOc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OCC)F
28,3044617,"[-0.417, -0.375, 6.525]",[6.525],1.0,False,c1ccc(c(c1)C(=O)Nc2nnc(s2)SCc3ccc(cc3)F)Cl,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl
29,3565625,"[-1.464, 0.896, 13.461, 14.53]",[],0.0,False,COc1ccc(cc1)CCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,COc1ccc(cc1)CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2
30,10748986,"[0.29, 2.054, 6.992, 8.185, 12.397, 13.498, 14.818]","[6.992, 8.185]",2.0,False,Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl
31,2397757,"[0.095, 1.435, 2.987, 13.562]",[],0.0,False,Cc1ccc(cc1)c2c(cn(n2)c3ccccc3)C(=O)Nc4ccc(cc4)OC,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)C)c1ccccc1
32,2726975,[8.369],[8.369],1.0,False,CCCCc1c(c2ccccc2o1)C(=O)c3cc(c(c(c3)I)OCCN(CC)CC)I.Cl,CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2.Cl
33,1415746,"[0.942, 4.829, 13.371, 16.055]",[4.829],1.0,False,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)NCCO,OCCNc1ncnc2c1c(c1ccc(cc1)OC)c(o2)c1ccc(cc1)OC
34,8687115,[4.902],[4.902],1.0,False,c1cc(cc(c1)Cl)CSc2nnc(o2)c3ccncc3,Clc1cccc(c1)CSc1nnc(o1)c1ccncc1
35,1242692,"[-2.35, 5.556, 10.973]","[5.556, 10.973]",2.0,False,Cn1c2c(c(=O)[nH]c1=O)n(c(n2)S)Cc3ccc(cc3)Cl,Clc1ccc(cc1)Cn1c(S)nc2c1c(=O)[nH]c(=O)n2C
36,2720837,"[4.03, 12.801, 14.25]",[4.03],1.0,False,c1ccc2c(c1)cc(c(n2)N)C(=O)N,NC(=O)c1cc2ccccc2nc1N
37,1557065,"[-1.464, 0.02, 0.159, 12.357, 14.553]",[],0.0,False,Cc1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,Cc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
38,491595,[4.913],[4.913],1.0,False,c1cscc1C(=O)O,OC(=O)c1cscc1
39,498764,"[-1.14, 3.62, 8.794]","[3.62, 8.794]",2.0,False,c1cc2c(cc(=O)oc2cc1O)CC(=O)O,OC(=O)Cc1cc(=O)oc2c1ccc(c2)O
40,1448525,"[-1.464, 1.424, 13.648, 14.541]",[],0.0,False,C1CCc2c(c(c(s2)NC(=O)C3CC3)C(=O)N)C1,O=C(C1CC1)Nc1sc2c(c1C(=O)N)CCCC2
41,5428814,"[-0.417, -0.375, 6.888]",[6.888],1.0,False,c1cc(cc(c1)F)CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F
42,484431,"[1.5, 12.687, 16.681]",[],0.0,False,C(=S)(N)N,NC(=S)N
43,3365457,"[0.15, 2.037, 9.167]",[9.167],1.0,False,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc3ccc(c(c3)Cl)Cl,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(c(c1)Cl)Cl
44,2388562,"[-1.75, -1.57, -1.128, 2.595, 13.651, 14.072, 14.751]",[],0.0,False,c1ccc(c(c1)C(=O)N)NC(=O)Nc2ccc(c(c2)Cl)Cl,O=C(Nc1ccccc1C(=O)N)Nc1ccc(c(c1)Cl)Cl
45,1284691,"[4.714, 9.847]","[4.714, 9.847]",2.0,False,c1cc(c(c(c1)Cl)C(=O)Nc2ccncc2)Cl,O=C(c1c(Cl)cccc1Cl)Nc1ccncc1
46,54874382,"[-0.348, 2.296, 13.329, 14.825]",[],0.0,False,c1ccc2c(c1)/C(=C\c3ccc[nH]3)/C(=O)N2,O=C1Nc2c(/C/1=C\c1[nH]ccc1)cccc2
47,3045462,"[-1.464, 0.324, 13.258, 14.173]",[],0.0,False,COc1ccc(cc1)CC(=O)Nc2c(ccs2)C(=O)N,COc1ccc(cc1)CC(=O)Nc1sccc1C(=O)N
48,2069689,[8.015],[8.015],1.0,False,c1cc(cc(c1)F)/C=C/2\C(=O)NC(=O)S2,O=C1NC(=O)/C(=C\c2cccc(c2)F)/S1
49,5428828,"[-0.417, -0.375, 7.202]",[7.202],1.0,False,c1cc(cc(c1)F)CSc2nnc(s2)NC(=O)c3ccc(cc3)F,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1cccc(c1)F
50,5490783,"[-1.464, -0.133, 0.438, 12.435, 14.195]",[],0.0,False,COc1ccc(cc1OC)C(=O)Nc2c(ccs2)C(=O)N,COc1cc(ccc1OC)C(=O)Nc1sccc1C(=O)N
51,1367649,"[0.307, 4.109, 11.746]",[4.109],1.0,False,Cc1ccc2c(c1)c(c(c(=O)[nH]2)CC(=O)O)c3ccccc3,OC(=O)Cc1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)C
52,490595,"[-1.137, 3.621]",[3.621],1.0,False,COc1ccc2c(cc(=O)oc2c1)CC(=O)O,COc1ccc2c(c1)oc(=O)cc2CC(=O)O
53,46568548,"[3.158, 7.89, 13.733]","[3.158, 7.89]",2.0,False,c1ccc(c(c1)/C=C\2/c3ccccc3NC2=O)O,Oc1ccccc1/C=C/1\C(=O)Nc2c1cccc2
54,5830013,"[-0.539, 0.074]",[],0.0,False,c1cc(c(c(c1)Cl)OCc2nc(on2)CSc3nncn3c4ccc(cc4)C(F)(F)F)Cl,Clc1cccc(c1OCc1noc(n1)CSc1nncn1c1ccc(cc1)C(F)(F)F)Cl
55,1934441,"[-2.982, 4.474, 10.895, 14.071]","[4.474, 10.895]",2.0,False,c1cscc1c2cc(c(s2)C(=O)N)N,NC(=O)c1sc(cc1N)c1cscc1
56,19358826,[],[],0.0,False,c1ccc(cc1)c2ccc(cc2)CSc3nnc(o3)c4ccc5c(c4)OCO5,c1ccc(cc1)c1ccc(cc1)CSc1nnc(o1)c1ccc2c(c1)OCO2
57,2183015,"[-0.417, -0.375, 6.888]",[6.888],1.0,False,c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl)Br,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br
58,5432942,"[-0.417, -0.375, 6.36]",[6.36],1.0,False,c1ccc(cc1)CSc2nnc(s2)NC(=O)c3ccccc3Cl,O=C(c1ccccc1Cl)Nc1nnc(s1)SCc1ccccc1
59,8765039,"[3.213, 5.772]","[3.213, 5.772]",2.0,False,c1ccc(cc1)n2cnc3c2ccc(c3)C(=O)O,OC(=O)c1ccc2c(c1)ncn2c1ccccc1
60,13489929,"[0.063, 1.412, 12.474, 12.856]",[],0.0,False,c1ccc(cc1)c2cc(n[nH]2)C(=O)NCc3ccc(cc3)F,Fc1ccc(cc1)CNC(=O)c1n[nH]c(c1)c1ccccc1
61,6263924,[],[],0.0,False,c1ccc2c(c1)cc(o2)C(=O)c3cc4ccccc4o3,O=C(c1cc2c(o1)cccc2)c1cc2c(o1)cccc2
62,5758581,"[0.739, 4.15]",[4.15],1.0,False,Cc1ccc(cn1)c2c(cc(cn2)Cl)c3ccc(cc3)S(=O)(=O)C,Clc1cnc(c(c1)c1ccc(cc1)S(=O)(=O)C)c1ccc(nc1)C
63,13419113,"[0.665, 0.829, 8.398, 12.248, 13.452]",[8.398],1.0,False,c1ccc(cc1)NC(=O)c2c3ccccc3[nH]n2,O=C(c1n[nH]c2c1cccc2)Nc1ccccc1
64,3374919,"[5.124, 13.404]",[5.124],1.0,False,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccncc3,O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccncc1
65,594043,"[8.681, 8.877, 9.719]","[8.681, 8.877, 9.719]",3.0,True,c1cc(ccc1c2c(c3ccc(cc3s2)O)C(=O)c4ccc(cc4)OCCN5CCCCC5)O.Cl,Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O.Cl
66,827004,"[-2.982, 2.198, 4.423, 10.789, 14.112]","[4.423, 10.789]",2.0,False,Cc1cc(nc2c1c(c(s2)C(=O)N)N)C,Cc1cc(C)c2c(n1)sc(c2N)C(=O)N
67,3239037,"[-2.403, -1.464, 0.145, 13.194, 14.178, 16.233]",[],0.0,False,c1ccc2c(c1)c(c[nH]2)CC(=O)Nc3c(ccs3)C(=O)N,O=C(Cc1c[nH]c2c1cccc2)Nc1sccc1C(=O)N
68,5773333,"[-1.53, 1.601, 12.806]",[],0.0,False,c1ccc(cc1)Nc2c3c(c4cccnc4s3)ncn2,c1ccc(cc1)Nc1ncnc2c1sc1c2cccn1
69,1852544,"[-1.464, 0.473, 0.768, 10.893, 14.954]",[10.893],1.0,False,c1cc(oc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,O=C(c1ccco1)Nc1sc2c(c1C(=O)N)CCCC2
70,5490817,"[-1.464, -0.05, 13.125, 14.174]",[],0.0,False,c1ccc2c(c1)cccc2CC(=O)Nc3c(ccs3)C(=O)N,O=C(Cc1cccc2c1cccc2)Nc1sccc1C(=O)N
71,1415762,"[0.942, 4.294, 13.146, 16.055]",[4.294],1.0,False,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCO,OCCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1
72,1214596,[-0.831],[],0.0,False,c1ccc(cc1)CC2CCN(CC2)C(=O)c3ccccc3F,Fc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1
73,1990422,"[4.245, 13.271]",[4.245],1.0,False,COc1ccc(cc1)c2c3c(ncnc3oc2c4ccc(cc4)OC)N,COc1ccc(cc1)c1oc2c(c1c1ccc(cc1)OC)c(N)ncn2
74,35149447,"[0.066, 1.441, 12.488, 13.062]",[],0.0,False,c1ccc(cc1)c2cc(n[nH]2)C(=O)NCc3ccco3,O=C(c1n[nH]c(c1)c1ccccc1)NCc1ccco1
75,639114,"[-1.464, 0.086, 0.187, 12.369, 14.553]",[],0.0,False,CC(C)(C)c1ccc(cc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,O=C(c1ccc(cc1)C(C)(C)C)Nc1sc2c(c1C(=O)N)CCCC2
76,46518204,[8.05],[8.05],1.0,False,COc1cccc(c1)/C=C\2/C(=O)NC(=O)S2,COc1cccc(c1)/C=C/1\SC(=O)NC1=O
77,4424334,"[-1.75, -1.015, 5.578, 13.511, 14.077]",[5.578],1.0,False,c1ccc2c(c1)c(nnc2Nc3ccc(c(c3)Cl)Cl)c4ccc(cc4)C(=O)N,NC(=O)c1ccc(cc1)c1nnc(c2c1cccc2)Nc1ccc(c(c1)Cl)Cl
78,718480,"[-2.751, 0.13, 4.538, 12.854]",[4.538],1.0,False,c1cc(c(cc1NC(=O)c2cc(cc(c2O)Cl)Cl)Cl)Cl,Clc1cc(Cl)c(c(c1)C(=O)Nc1ccc(c(c1)Cl)Cl)O
79,5846040,"[0.436, 2.28, 2.78, 11.416, 14.543]",[],0.0,False,CC(C)(C)c1cc(n(n1)C)NC(=O)Nc2ccc(cc2)Cl,O=C(Nc1cc(nn1C)C(C)(C)C)Nc1ccc(cc1)Cl
80,17664146,"[1.012, 1.494, 7.773, 14.1]",[7.773],1.0,False,CN1CCN(CC1)c2c(cccc2Cl)NC(=O)c3ccc(o3)Br,CN1CCN(CC1)c1c(cccc1Cl)NC(=O)c1ccc(o1)Br
81,6458515,"[0.122, 0.934, 9.839]",[9.839],1.0,False,Cc1cccc(c1)Cc2cnc(s2)NC(=O)c3cccs3,Cc1cccc(c1)Cc1cnc(s1)NC(=O)c1cccs1
82,49863829,"[-1.27, -0.494, 3.904, 9.842, 12.95]","[3.904, 9.842]",2.0,False,c1ccc(cc1)Oc2ccc(cc2)c3c4c(ncnc4[nH]n3)N,Nc1ncnc2c1c(n[nH]2)c1ccc(cc1)Oc1ccccc1
83,5805584,"[-0.293, 1.252, 11.393]",[],0.0,False,Cc1ccc(cc1)C(=O)Nc2nccc(n2)c3ccc4c(c3)OCCO4,Cc1ccc(cc1)C(=O)Nc1nccc(n1)c1ccc2c(c1)OCCO2
84,2253464,"[-2.532, 4.714, 10.167]","[4.714, 10.167]",2.0,False,c1cc(c(cc1Cl)C(=O)Nc2ccncc2)Cl,Clc1ccc(c(c1)C(=O)Nc1ccncc1)Cl
85,1753242,"[0.011, 1.435, 2.235, 13.562]",[],0.0,False,COc1ccc(cc1)NC(=O)c2cn(nc2c3ccccc3)c4ccccc4,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1
86,32176495,"[-2.128, 3.928, 8.582, 13.427]","[3.928, 8.582]",2.0,False,Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O.CS(=O)(=O)CCNCc1ccc(o1)c2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5cccc(c5)F,Fc1cccc(c1)COc1ccc(cc1Cl)Nc1ncnc2c1cc(cc2)c1ccc(o1)CNCCS(=O)(=O)C.Cc1ccc(cc1)S(=O)(=O)O.Cc1ccc(cc1)S(=O)(=O)O
87,35679514,"[-0.417, -0.375, 6.888]",[6.888],1.0,False,c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl)F,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccc(cc1)Cl
88,25876127,[8.073],[8.073],1.0,False,c1cc(cc(c1)C(F)(F)F)/C=C/2\C(=O)NC(=O)S2,O=C1NC(=O)/C(=C\c2cccc(c2)C(F)(F)F)/S1
89,8332960,"[1.04, 4.082, 12.042]",[4.082],1.0,False,c1ccc2c(c1)nc(n2CC3CC3)c4c(non4)N,Nc1nonc1c1nc2c(n1CC1CC1)cccc2
90,45791907,[8.112],[8.112],1.0,False,CCCOc1ccc(cc1)/C=C\2/C(=O)NC(=O)S2,CCCOc1ccc(cc1)/C=C/1\SC(=O)NC1=O
91,2196757,"[-1.464, 0.267, 0.438, 12.435, 14.498]",[],0.0,False,Cc1c(sc(c1C(=O)N)NC(=O)c2ccc(c(c2)OC)OC)C,COc1ccc(cc1OC)C(=O)Nc1sc(c(c1C(=O)N)C)C
92,688294,"[2.968, 12.596]",[],0.0,False,c1ccc(cc1)c2csc3c2c(ncn3)Nc4ccc(cc4)F,Fc1ccc(cc1)Nc1ncnc2c1c(cs2)c1ccccc1
93,45490344,"[-1.872, 4.714, 11.672]",[4.714],1.0,False,c1ccc(cc1)C(=O)Nc2ccncc2,O=C(c1ccccc1)Nc1ccncc1
94,1108650,"[-1.464, 0.324, 13.258, 14.532]",[],0.0,False,c1ccc(cc1)CC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,O=C(Nc1sc2c(c1C(=O)N)CCCC2)Cc1ccccc1
95,1503405,"[2.174, 3.49, 5.213, 14.457]","[3.49, 5.213]",2.0,False,Cc1nnc2n1nc(s2)c3ccc(cc3)N,Nc1ccc(cc1)c1nn2c(s1)nnc2C
96,46568819,[8.05],[8.05],1.0,False,c1cc(cc(c1)OCc2ccc(cc2Cl)Cl)/C=C/3\C(=O)NC(=O)S3,O=C1NC(=O)/C(=C\c2cccc(c2)OCc2ccc(cc2Cl)Cl)/S1
97,719540,"[-0.877, -0.719, 3.869, 13.107]",[3.869],1.0,False,c1ccc(cc1)n2c3c(cn2)c(ncn3)N,Nc1ncnc2c1cnn2c1ccccc1
98,2759864,[],[],0.0,False,CC(=O)c1ccc(cc1)N2C(=O)c3ccc(cc3C2=O)C(=O)OCC(=O)c4ccc(cc4)OC,COc1ccc(cc1)C(=O)COC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(=O)C
99,2243257,"[-2.344, 13.244]",[],0.0,False,c1ccc(cc1)Oc2ccccc2C(=O)NCc3ccccc3Cl,O=C(c1ccccc1Oc1ccccc1)NCc1ccccc1Cl
100,45945887,"[6.235, 8.024]","[6.235, 8.024]",2.0,False,COc1cc(cc(c1O)I)/C=C/2\C(=O)NC(=O)S2,COc1cc(/C=C\2/SC(=O)NC2=O)cc(c1O)I
101,17004732,"[-2.532, 4.714, 10.192]","[4.714, 10.192]",2.0,False,c1cc(c(c(c1)Cl)C(=O)Nc2ccncc2)F,O=C(c1c(F)cccc1Cl)Nc1ccncc1
102,5393098,"[-1.464, 0.02, 0.159, 12.429, 14.553]",[],0.0,False,Cc1ccc(cc1C)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,O=C(c1ccc(c(c1)C)C)Nc1sc2c(c1C(=O)N)CCCC2
103,2546448,"[-0.958, -0.945, 2.295, 3.417, 11.518, 14.676]",[3.417],1.0,False,CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)F,O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)F
104,46568821,[8.009],[8.009],1.0,False,c1cc(cc(c1)Cl)/C=C\2/C(=O)NC(=O)S2,O=C1NC(=O)/C(=C/c2cccc(c2)Cl)/S1
105,5551808,"[0.197, 1.516, 2.23, 2.658, 8.865, 10.738, 14.545]","[8.865, 10.738]",2.0,False,Cc1ccc2c(c1)sc(n2)NC(=O)Cc3csc(n3)NC(=O)Nc4cccc(c4)Cl,O=C(Nc1nc2c(s1)cc(cc2)C)Cc1csc(n1)NC(=O)Nc1cccc(c1)Cl
106,44858563,"[7.156, 8.05]","[7.156, 8.05]",2.0,True,CCOc1cccc(c1O)/C=C/2\C(=O)NC(=O)S2,CCOc1cccc(c1O)/C=C\1/SC(=O)NC1=O
107,5828805,"[-2.07, 4.267, 13.106]",[4.267],1.0,False,Cc1cccc(c1)Nc2c3cc(c(cc3ncn2)OC)OC,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)C
108,1278243,"[-1.464, -0.046, 0.131, 12.261, 14.553]",[],0.0,False,Cc1cccc(c1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,Cc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2
109,45945033,[8.112],[8.112],1.0,False,CCOc1cc2c(cc1/C=C\3/C(=O)NC(=O)S3)OCO2,CCOc1cc2OCOc2cc1/C=C/1\SC(=O)NC1=O
110,901322,"[-2.201, 3.399, 16.84]",[3.399],1.0,False,c1ccc(c(c1)CC(=O)OCC(=O)O)Nc2c(cccc2Cl)Cl,OC(=O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
111,1339083,"[4.064, 13.926]",[4.064],1.0,False,c1nc(c2c3c(sc2n1)CCCCC3)N,Nc1ncnc2c1c1CCCCCc1s2
112,2358480,"[-1.464, 0.337, 0.438, 12.435, 14.555]",[],0.0,False,COc1ccc(cc1OC)C(=O)Nc2c(c3c(s2)CCCCC3)C(=O)N,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCCC2
113,18897105,"[0.212, 1.373, 2.475, 9.381, 10.773]","[9.381, 10.773]",2.0,False,c1ccc2c(c1)c(=O)[nH]c(n2)CCC(=O)Nc3ncc(s3)Cc4ccc(c(c4)F)F,O=C(Nc1ncc(s1)Cc1ccc(c(c1)F)F)CCc1nc2ccccc2c(=O)[nH]1
114,1088722,"[-1.464, -0.996, 12.789, 14.459]",[],0.0,False,COc1ccc(cc1)OCC(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,COc1ccc(cc1)OCC(=O)Nc1sc2c(c1C(=O)N)CCCC2
115,1078483,[8.039],[8.039],1.0,False,c1cc(ccc1/C=C\2/C(=O)NC(=O)S2)F,O=C1NC(=O)S/C/1=C\c1ccc(cc1)F
116,45772500,[8.43],[8.43],1.0,False,COc1ccc(cc1)/C=C/2\C(=O)N(C(=O)S2)CCN.Cl,NCCN1C(=O)S/C(=C/c2ccc(cc2)OC)/C1=O.Cl
117,1026999,"[-2.434, 4.267, 13.106]",[4.267],1.0,False,COc1cccc(c1)Nc2c3cc(c(cc3ncn2)OC)OC,COc1cccc(c1)Nc1ncnc2c1cc(OC)c(c2)OC
118,4375254,"[6.336, 13.339, 15.265]",[6.336],1.0,False,CCOC(=O)c1ccc(cc1)Nc2cc(nc(n2)Nc3ccc(cc3)C(=O)OCC)C,CCOC(=O)c1ccc(cc1)Nc1cc(C)nc(n1)Nc1ccc(cc1)C(=O)OCC
119,5497209,"[2.819, 15.404]",[],0.0,False,CCNc1c-2c3c(cccc3n(c1=O)C)C(=O)c4c2cccc4,CCNc1c(=O)n(C)c2c3c1c1ccccc1c(=O)c3ccc2
120,26484953,"[0.164, 2.296, 2.461, 13.051, 13.329]",[],0.0,False,c1ccc(cc1)c2c(c[nH]n2)/C=C\3/c4ccccc4NC3=O,O=C1Nc2c(/C/1=C/c1c[nH]nc1c1ccccc1)cccc2
121,2960605,"[0.004, 0.665, 2.037, 13.452]",[],0.0,False,c1ccc(cc1)NC(=O)c2cn(nc2c3ccc(cc3)Cl)c4ccccc4,Clc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1
