eMolecules ID,canonical isomeric SMILES,eMolecules SMILES,"pKas in [3,11]",XlogP,MolWt,Availability (mg),Price,group
18893169,c1cc2cccnc2c(c1)NC(=O)c3cc(cnc3)Br,Brc1cncc(c1)C(=O)Nc1cccc2c1nccc2,"[4.001, 10.328]",2.922999620437622,328.163,406.0,148.0,fragment-like
30719859,c1ccc2c(c1)c(ncn2)NCc3ccc(cc3)Cl,Clc1ccc(cc1)CNc1ncnc2c1cccc2,[5.564],3.5230002403259277,269.72900000000004,415.5,148.0,fragment-like
25857006,c1cc(c(cc1c2ccc(o2)/C=C/3\C(=O)NC(=O)S3)Cl)Cl,O=C1S/C(=C/c2ccc(o2)c2ccc(c(c2)Cl)Cl)/C(=O)N1,[8.052],4.388999938964844,340.181,156.0,168.0,fragment-like
5808501,CC(C)(C)c1cc(c(s1)C(=O)OC)NC(=O)Nc2ccc(cc2)Cl,COC(=O)c1sc(cc1NC(=O)Nc1ccc(cc1)Cl)C(C)(C)C,[4.64],4.531000137329102,366.86199999999997,269.0,414.0,
620265,COC(=O)c1ccc(cc1)/C=C\2/C(=O)NC(=O)S2,COC(=O)c1ccc(cc1)/C=C/1\SC(=O)NC1=O,[8.05],2.2080001831054688,263.269,277.0,168.0,fragment-like
8830330,c1cc2cnccc2c(c1)S(=O)(=O)NCCN.Cl,NCCNS(=O)(=O)c1cccc2c1ccnc2.Cl,"[4.26, 9.011, 10.57]",0.812999963760376,287.76599999999996,,223.0,fragment-like
2382204,CCOc1ccc2c(c1)sc(n2)NC(=O)C(c3ccccc3)c4ccccc4,CCOc1ccc2c(c1)sc(n2)NC(=O)C(c1ccccc1)c1ccccc1,[8.957],5.654000282287598,388.48199999999997,100.0,168.0,drug-like
46568745,CCOc1cc(cc(c1O)/C=C\2/C(=O)NC(=O)S2)Br,CCOc1cc(Br)cc(c1O)/C=C/1\SC(=O)NC1=O,"[6.247, 7.999]",2.8489999771118164,344.181,154.0,219.0,fragment-like
1243518,c1cc(cnc1)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,O=C(c1cccnc1)Nc1sc2c(c1C(=O)N)CCCC2,[3.34],1.7349998950958252,301.363,1433.6,249.0,fragment-like
5837205,COc1cc2c(cc1OC)C(=NCC2)c3cccc(c3)Cl,COc1cc2c(cc1OC)CCN=C2c1cccc(c1)Cl,[7.38],3.9609999656677246,301.767,2462.0,414.0,fragment-like
1202048,c1ccc(cc1)n2cnc3c2cccc3,c1ccc(cc1)n1cnc2c1cccc2,[5.74],3.1050000190734863,194.232,188.0,168.0,fragment-like
17211030,COc1ccccc1CC(=O)Nc2nc3ccc(cc3s2)OC(F)(F)F,COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)OC(F)(F)F,[8.774],4.9430012702941895,382.35699999999997,370.0,148.0,drug-like
6679830,c1cc2c(cc1O)c3c(o2)C(=O)NCCC3,Oc1cc2c3CCCNC(=O)c3oc2cc1,[9.119],0.7199999690055847,217.22099999999998,184.0,533.0,fragment-like
12272961,COc1cccc(c1)CC(=O)Nc2nc3ccc(cc3s2)OC,COc1cccc(c1)CC(=O)Nc1nc2c(s1)cc(cc2)OC,[9.2],3.397000312805176,328.38599999999997,436.5,148.0,fragment-like
44161090,CC(C)(C)c1cc(c(c(c1)NS(=O)(=O)C)OC)NC(=O)C(=O)c2ccc(c3c2cccc3)OCCN4CCOCC4,COc1c(NC(=O)C(=O)c2ccc(c3c2cccc3)OCCN2CCOCC2)cc(cc1NS(=O)(=O)C)C(C)(C)C,"[6.058, 8.688]",2.9020001888275146,583.696,,355.0,
25884764,Cc1ccc(c(c1)Br)c2ccc(o2)/C=C/3\C(=O)NC(=O)S3,O=C1S/C(=C/c2ccc(o2)c2ccc(cc2Br)C)/C(=O)N1,[8.052],4.25100040435791,364.214,112.0,,
876432,COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F,"[4.155, 6.994]",2.7179996967315674,446.902,143.0,168.0,drug-like
1976726,c1ccc(cc1)/C=C/2\C(=O)NC(=O)S2,O=C1NC(=O)S/C/1=C/c1ccccc1,[8.05],2.4600000381469727,205.233,1694.0,275.0,fragment-like
23296409,CCN(CC)CCNC(=O)c1c(c([nH]c1C)/C=C\2/c3cc(ccc3NC2=O)F)C,CCN(CCNC(=O)c1c(C)[nH]c(c1C)/C=C/1\C(=O)Nc2c1cc(F)cc2)CC,[9.012],2.9769999980926514,398.474,871.3,223.0,drug-like
479644,c1ccc2c(c1)cncn2,c1ccc2c(c1)ncnc2,[3.085],1.3949999809265137,130.14700000000002,119.0,414.0,
44160581,CC(C)(C)c1ccc(cc1)NC(=O)c2c(ncs2)CCc3ccncc3,O=C(c1scnc1CCc1ccncc1)Nc1ccc(cc1)C(C)(C)C,[5.689],4.278000354766846,365.49199999999996,9888.0,355.0,
594850,COc1cc2c(cc1OC)ncnc2Nc3cccc(c3)Cl,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Cl,[4.267],2.9149999618530273,315.754,8756.0,414.0,fragment-like
1859493,c1ccc2c(c1)c(ncn2)Nc3cccc(c3)Cl.Cl,Clc1cccc(c1)Nc1ncnc2c1cccc2.Cl,[4.05],3.8990001678466797,292.163,7366.0,414.0,fragment-like
3192230,COc1ccc(cc1)CC(=O)Nc2nc3ccc(cc3s2)OC,COc1ccc(cc1)CC(=O)Nc1nc2c(s1)cc(cc2)OC,[9.2],3.397000312805176,328.38599999999997,318.1,148.0,fragment-like
1987313,COc1cc2c(cc1OC)ncnc2Nc3ccccc3,COc1cc2c(ncnc2cc1OC)Nc1ccccc1,[4.267],2.2990000247955322,281.309,7054.0,414.0,fragment-like
2042282,c1cc(c(c(c1)F)C(=O)Nc2ccncc2)F,O=C(c1c(F)cccc1F)Nc1ccncc1,"[4.714, 10.538]",2.304999828338623,234.202,100.0,168.0,fragment-like
1129902,c1ccc(cc1)c2cc(c3c(c(sc3n2)C(=O)N)N)c4ccco4,NC(=O)c1sc2c(c1N)c(cc(n2)c1ccccc1)c1ccco1,"[3.289, 10.555]",2.814000129699707,335.38,175.8,223.0,fragment-like
688047,c1ccc(cc1)c2csc3c2c(ncn3)N4CCc5ccccc5C4,c1ccc(cc1)c1csc2c1c(ncn2)N1CCc2c(C1)cccc2,[3.271],4.785000324249268,343.445,142.0,533.0,fragment-like
5809584,c1ccc(cc1)c2cc(c(s2)C(=O)N)NS(=O)(=O)c3ccc(cc3)F,Fc1ccc(cc1)S(=O)(=O)Nc1cc(sc1C(=O)N)c1ccccc1,[6.106],3.2139997482299805,376.425,5485.0,414.0,
1171893,c1ccc(cc1)CC(=O)Nc2nc3ccccc3s2,O=C(Nc1nc2c(s1)cccc2)Cc1ccccc1,[9.045],3.685000419616699,268.334,574.0,168.0,fragment-like
3605943,c1cc(c(c(c1)Cl)NC(=O)c2ccncc2)Cl,O=C(c1ccncc1)Nc1c(Cl)cccc1Cl,"[3.163, 9.847]",2.927000045776367,267.111,109.0,168.0,fragment-like
3064762,c1ccc(cc1)C(=O)Nc2ccc(cc2)Oc3c4c5c(sc4ncn3)CCCC5,O=C(c1ccccc1)Nc1ccc(cc1)Oc1ncnc2c1c1CCCCc1s2,[3.199],4.7179999351501465,401.481,636.9,249.0,drug-like
45809595,CC(C)c1ccc(cc1)/C=C\2/c3ccccc3NC2=O,O=C1Nc2c(/C/1=C/c1ccc(cc1)C(C)C)cccc2,[3.158],4.2330002784729,263.334,283.7,400.0,fragment-like
3647680,c1ccc(cc1)Oc2ccc(cc2)C(=O)NCc3ccccn3,O=C(c1ccc(cc1)Oc1ccccc1)NCc1ccccn1,[5.123],3.181000232696533,304.343,196.4,223.0,fragment-like
30151586,Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,CN(c1ccc2c(c1)nn(c2C)C)c1ccnc(n1)Nc1ccc(c(c1)S(=O)(=O)N)C,"[5.135, 7.5, 10.189]",1.6569998264312744,437.51800000000003,,223.0,drug-like
2724817,c1ccc2c(c1)N(c3cc(ccc3S2)C(F)(F)F)CCCN4CCN(CC4)CCO.Cl.Cl,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,"[6.069, 8.134]",5.13599967956543,510.44300000000004,,148.0,
1377874,Cc1ccc(cc1)S(=O)(=O)Nc2cccc(c2)C(F)(F)F,Cc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,[7.903],3.747999668121338,315.311,527.0,168.0,fragment-like
4934119,COC(=O)c1ccc(cc1)Nc2c3c([nH]cn3)ncn2,COC(=O)c1ccc(cc1)Nc1ncnc2c1nc[nH]2,"[3.923, 9.999]",0.8499998450279236,269.259,108.0,275.0,fragment-like
1536105,c1ccc(c(c1)c2c(=O)[nH]c3ccccc3n2)NC(=O)c4cccs4,O=C(c1cccs1)Nc1ccccc1c1nc2ccccc2[nH]c1=O,[8.46],3.7059996128082275,347.39,101.2,249.0,fragment-like
17837989,c1ccc(cc1)/C=C/C(=O)Nc2ccccc2F,O=C(Nc1ccccc1F)/C=C/c1ccccc1,[4.33],3.759000301361084,241.26,159.0,168.0,fragment-like
508324,COc1cc(c(cc1OC)Br)C(=O)O,COc1cc(C(=O)O)c(cc1OC)Br,[3.005],1.7000000476837158,261.069,10134.0,168.0,fragment-like
11880412,c1ccc(cc1)CC(=O)NCC(=O)Nc2nc3ccccc3s2,O=C(Cc1ccccc1)NCC(=O)Nc1nc2c(s1)cccc2,[8.746],2.80400013923645,325.385,161.7,148.0,fragment-like
1406839,c1cc(cc(c1)C(F)(F)F)Cc2cnc(s2)NC(=O)c3cccs3,O=C(c1cccs1)Nc1ncc(s1)Cc1cccc(c1)C(F)(F)F,[9.839],4.526000499725342,368.397,140.0,168.0,
1411040,COc1ccc(cc1)Nc2c3ccccc3c(nn2)c4ccc(cc4)C(=O)N,COc1ccc(cc1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N,[5.689],2.8940000534057617,370.404,280.0,168.0,
901601,Cc1ccc(cc1)c2cc(nn2c3ccc(cc3)S(=O)(=O)N)C(F)(F)F,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,[9.703],3.4699997901916504,381.37199999999996,1000.0,168.0,drug-like
2010194,c1ccc(cc1)c2c3c(ncnc3oc2c4ccccc4)NCCN5CCOCC5,O1CCN(CC1)CCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,"[3.523, 7.492]",3.253999948501587,400.473,110.0,168.0,drug-like
5428718,c1ccc(c(c1)C(=O)Nc2nnc(s2)SCc3ccc(cc3)Br)Cl,Brc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,[6.525],5.900000095367432,440.765,239.5,400.0,drug-like
207007221,c1ccc(c(c1)/C=C/2\C(=O)NC(=O)S2)F,O=C1NC(=O)/C(=C\c2ccccc2F)/S1,[8.05],2.5950000286102295,223.22400000000002,148.0,275.0,fragment-like
1716329,c1ccc(c(c1)NC(=O)c2ccc(o2)Br)N3CCCCC3,Brc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1,[5.346],3.9770002365112305,349.222,530.0,168.0,fragment-like
43822335,COc1ccccc1CC(=O)Nc2nc3ccc(cc3s2)F,COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)F,[8.945],3.6760001182556152,316.35,471.6,249.0,fragment-like
703997,CCOC(=O)c1c(c2cc(ccc2[nH]c1=O)Cl)c3ccccc3,CCOC(=O)c1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)Cl,[8.549],4.517000198364258,327.76199999999994,1059.0,168.0,fragment-like
5428734,c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)F)Br,Fc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br,[7.202],5.418999671936035,424.31,324.8,400.0,drug-like
1228629,c1ccc(cc1)Cc2nnc(s2)NC(=O)c3cccs3,O=C(c1cccs1)Nc1nnc(s1)Cc1ccccc1,[7.12],3.6050002574920654,301.387,379.0,148.0,fragment-like
